psrc_zone_id	bkr_zone_id	percent
1717	874	0.24
1718	804	0.12
1718	809	0.28
1718	810	0.21
1718	811	0.16
1718	812	0.05
1718	868	0.02
1718	869	0.16
1719	812	0.62
1719	813	0.21
1719	814	0.17
1720	791	0.05
1720	815	0.17
1720	816	0.18
1720	817	0.11
1720	818	0.46
1720	820	0.01
1720	821	0.02
1721	819	0.43
1721	820	0.13
1721	821	0.16
1721	822	0.24
1721	825	0.04
1722	823	0.17
1722	824	0.6
1722	825	0.08
1722	826	0.06
1722	832	0.08
1722	834	0.01
1723	826	0.05
1723	827	0.21
1723	828	0.17
1723	830	0.16
1723	831	0.16
1723	832	0.24
1723	834	0.01
1724	833	0.23
1724	834	0.18
1724	837	0.04
1724	845	0.19
1724	846	0.13
1724	847	0.21
1724	848	0.02
1725	832	0.43
1725	835	0.13
1725	836	0.14
1725	838	0.05
1725	839	0.07
1725	840	0.09
1725	841	0.09
1726	842	0.2
1726	843	0.31
1726	844	0.49
1727	847	0.01
1727	848	0.47
1727	849	0.46
1727	850	0.06
1728	851	1
1729	861	0.37
1729	862	0.15
1729	863	0.18
1729	864	0.26
1729	866	0.04
1730	859	1
1731	865	0.2
1731	866	0.24
1731	867	0.37
1731	868	0.18
1731	881	0.01
1732	857	0.08
1732	858	0.92
1733	871	0.11
1733	872	0.14
1733	873	0.08
1733	878	0.11
1733	879	0.14
1733	880	0.05
1733	881	0.06
1733	882	0.06
1733	883	0.13
1733	884	0.12
1734	858	0.01
1734	891	0.94
1734	892	0.05
1735	890	1
1736	876	0.33
1736	877	0.1
1736	885	0.34
1736	886	0.23
1737	886	0.27
1737	887	0.15
1737	888	0.26
1737	889	0.04
1737	909	0.28
1738	1189	0.87
1738	877	0.02
1738	886	0.11
1739	1189	0.02
1739	1190	0.98
1740	1191	1
1741	1194	1
1742	1195	1
1743	1195	1
1744	1198	1
1745	1196	1
1746	1196	1
1747	908	0.98
1747	911	0.02
1748	894	0.75
1748	895	0.25
1749	896	0.5
1749	907	0.42
1749	908	0.01
1749	911	0.07
1750	893	1
1751	856	0.99
1751	893	0.01
1752	854	0.49
1752	855	0.38
1752	860	0.13
1753	851	0.01
1753	852	0.69
1753	853	0.3
1754	840	0.18
1754	841	0.27
1754	902	0.55
1755	839	0.2
1755	840	0.08
1755	901	0.72
1756	829	0.21
1756	899	0.67
1756	900	0.12
1757	899	0.03
1757	915	0.97
1758	916	1
1759	914	1
1760	914	0.03
1760	916	0.97
1761	914	1
1762	916	1
1763	852	0.02
1763	903	0.98
1764	914	1
1765	853	0.1
1765	904	0.9
1766	913	1
1767	913	1
1768	912	0.12
1768	913	0.03
1768	917	0.85
1769	912	0.99
1769	917	0.01
1770	905	1
1771	897	0.04
1771	905	0.01
1771	906	0.95
1772	905	0.01
1772	912	0.99
1773	912	0.11
1773	917	0.87
1773	918	0.02
1774	897	0.57
1774	911	0.43
1775	905	0.01
1775	911	0.97
1775	912	0.02
1776	911	1
1777	918	1
1778	911	1
1779	1197	0.01
1779	910	0.99
1780	1197	0.98
1780	910	0.02
1781	1197	0.92
1781	1199	0.01
1781	910	0.07
1782	1197	1
1783	1199	1
1784	1197	1
1785	1199	1
1786	1198	1
1787	1199	1
1788	1198	1
1789	1199	1
1790	1199	1
1791	1199	1
1792	1199	1
1793	1199	1
1794	1199	1
1795	1277	0.01
1795	918	0.99
1796	918	1
1797	918	1
1798	917	0.99
1798	918	0.01
1799	917	1
1800	917	1
1801	917	1
1802	917	1
1803	916	0.01
1803	917	0.99
1804	917	1
1805	917	1
1806	916	0.99
1806	917	0.01
1807	916	0.99
1807	917	0.01
1808	916	1
1809	916	1
1810	1276	0.01
1810	916	0.99
1811	916	1
1812	916	1
1813	916	1
1814	916	1
1815	1276	0.01
1815	916	0.99
1816	916	1
1817	1276	0.01
1817	916	0.99
1818	1272	0.96
1818	916	0.04
1819	1272	0.98
1819	1276	0.01
1819	916	0.01
1820	1272	1
1821	1272	0.98
1821	1276	0.02
1822	1272	1
1823	1272	0.98
1823	1276	0.02
1824	1272	1
1825	1272	0.99
1825	1276	0.01
1826	1272	1
1827	1273	0.99
1827	1275	0.01
1828	1273	1
1829	1273	0.99
1829	1275	0.01
1830	1273	1
1831	1273	0.98
1831	1275	0.02
1832	1273	1
1833	1273	0.55
1833	1274	0.44
1833	1275	0.01
1834	1273	0.99
1834	1274	0.01
1835	1274	1
1836	1273	0.01
1836	1274	0.99
1837	1274	1
1838	1274	1
1839	1274	1
1840	1274	1
1841	1274	1
1842	1274	1
1843	1274	1
1844	1273	0.02
1844	1274	0.98
1845	1273	0.02
1845	1274	0.98
1846	1273	0.99
1846	1274	0.01
1847	1273	1
1848	1273	1
1849	1273	1
1850	1273	1
1851	1273	1
1852	1272	1
1853	1272	1
1854	1272	1
1855	1272	1
1856	1272	1
1857	1272	1
1858	1272	1
1859	1272	1
1860	1272	0.98
1860	916	0.02
1861	1272	1
1862	916	1
1863	916	1
1864	916	1
1865	1272	1
1866	1272	1
1867	1272	1
1868	1272	1
1869	1272	1
1870	1272	1
1871	1272	1
1872	1272	1
1873	1272	1
1874	1272	1
1875	1273	1
1876	1273	1
1877	1273	1
1878	1273	1
1879	1273	0.02
1879	1274	0.98
1880	1273	0.02
1880	1274	0.98
1881	1274	1
1882	1274	1
1883	1200	1
1884	1200	1
1885	1201	1
1886	1201	1
1887	1200	1
1888	1201	1
1889	1201	1
1890	1200	1
1891	1200	1
1892	1201	1
1893	1295	1
1894	1295	1
1895	1296	1
1896	1296	1
1897	1295	1
1898	1295	1
1899	1202	1
1900	1202	1
1901	1202	1
1902	1202	1
1903	1203	1
1904	1203	1
1905	1207	1
1906	1203	1
1907	1204	1
1908	1146	0.02
1908	1205	0.03
1908	1206	0.95
1909	1132	0.43
1909	1134	0.02
1909	1135	0.02
1909	1143	0.08
1909	1144	0.17
1909	1145	0.09
1909	1208	0.19
1910	1129	0.06
1910	1130	0.13
1910	1131	0.17
1910	1132	0.14
1910	1133	0.13
1910	1134	0.04
1910	1135	0.01
1910	1144	0.05
1910	1208	0.07
1910	1209	0.2
1911	1208	0.04
1911	1210	0.96
1912	1213	1
1913	1213	1
1914	1213	0.98
1914	1215	0.02
1915	1213	1
1916	1213	0.01
1916	1215	0.99
1917	1215	0.99
1917	1295	0.01
1918	1295	1
1919	1296	1
1920	1296	1
1921	1215	1
1922	1214	1
1923	1214	1
1924	1214	1
1925	1212	1
1926	1212	1
1927	1212	1
1928	1128	0.01
1928	1211	0.99
1929	1108	0.12
1929	1109	0.03
1929	1110	0.03
1929	1120	0.05
1929	1121	0.13
1929	1122	0.03
1929	1123	0.12
1929	1124	0.06
1929	1125	0.04
1929	1126	0.22
1929	1127	0.09
1929	1128	0.08
1930	1116	0.08
1930	1117	0.13
1930	1118	0.19
1930	1119	0.24
1930	1120	0.19
1930	1122	0.17
1931	1111	0.13
1931	1112	0.16
1931	1113	0.26
1931	1114	0.33
1931	1115	0.12
1932	1106	0.58
1932	1107	0.42
1933	1297	1
1934	1297	1
1935	1297	1
1936	1297	0.92
1936	1298	0.08
1937	1297	1
1938	1297	1
1939	1297	0.99
1939	1298	0.01
1940	1297	1
1941	1297	0.99
1941	1299	0.01
1942	1297	0.99
1942	1299	0.01
1943	1299	1
1944	1299	1
1945	1296	0.01
1945	1299	0.99
1946	1296	0.99
1946	1305	0.01
1947	1305	1
1948	1296	0.01
1948	1305	0.99
1949	1305	1
1950	1305	1
1951	1304	1
1952	1299	1
1953	1299	1
1954	1299	1
1955	1299	1
1956	1299	1
1957	1299	1
1958	1299	0.01
1958	1301	0.01
1958	1302	0.98
1959	1298	0.99
1959	1299	0.01
1960	1298	1
1961	1298	1
1962	1300	1
1963	1298	1
1964	1298	1
1965	1300	0.93
1965	1301	0.07
1966	1301	1
1967	1301	1
1968	1301	0.98
1968	1302	0.02
1969	1301	1
1970	1301	1
1971	1301	0.03
1971	1303	0.01
1971	1304	0.96
1972	1299	0.05
1972	1302	0.95
1973	1301	0.01
1973	1302	0.97
1973	1304	0.02
1974	1304	1
1975	1304	0.95
1975	1309	0.05
1976	1299	0.03
1976	1302	0.96
1976	1304	0.01
1977	1304	1
1978	1304	0.99
1978	1309	0.01
1979	1304	0.99
1979	1305	0.01
1980	1304	0.01
1980	1305	0.03
1980	1307	0.96
1981	1304	0.02
1981	1307	0.95
1981	1309	0.03
1982	1305	0.04
1982	1306	0.17
1982	1307	0.79
1983	1307	1
1984	1307	1
1985	1307	1
1986	1306	1
1987	1306	0.98
1987	1307	0.02
1988	1306	1
1989	1306	0.99
1989	1310	0.01
1990	1306	0.98
1990	1310	0.01
1990	1311	0.01
1991	1306	1
1992	1306	1
1993	1306	1
1994	1306	1
1995	1306	1
1996	1311	1
1997	1311	1
1998	1310	1
1999	1310	1
2000	1312	1
2001	1312	0.97
2001	1313	0.03
2002	1312	1
2003	1312	0.97
2003	1313	0.03
2004	1312	0.55
2004	1313	0.02
2004	1316	0.43
2005	1316	1
2006	1316	1
2007	1326	1
2008	1316	0.98
2008	1326	0.02
2009	1316	1
2010	1316	1
2011	1316	1
2012	1316	1
2013	1316	0.99
2013	1317	0.01
2014	1316	1
2015	1312	0.49
2015	1316	0.5
2015	1317	0.01
2016	1317	1
2017	1311	1
2018	1311	1
2019	1311	1
2020	1311	0.01
2020	1317	0.99
2021	1317	1
2022	1317	1
2023	1317	1
2024	1316	0.18
2024	1317	0.82
2025	1316	0.01
2025	1317	0.99
2026	1316	1
2027	1316	0.98
2027	1317	0.02
2028	1317	1
2029	1316	0.94
2029	1326	0.06
2030	1316	0.97
2030	1317	0.03
2031	1317	1
2032	1317	0.95
2032	1326	0.05
2033	1326	1
2034	1317	0.02
2034	1326	0.98
2035	1317	0.91
2035	1326	0.09
2036	1317	1
2037	1317	1
2038	1317	1
2039	1317	1
2040	1317	1
2041	1317	1
2042	1317	1
2043	1317	1
2044	1317	1
2045	1317	1
2046	1311	0.01
2046	1317	0.99
2047	1311	1
2048	1311	1
2049	1311	1
2050	1317	1
2051	1311	0.01
2051	1317	0.99
2052	1317	1
2053	1317	1
2054	1317	1
2055	1317	1
2056	1317	1
2057	1317	1
2058	1317	0.97
2058	1325	0.03
2059	1317	1
2060	1325	1
2061	1317	1
2062	1317	1
2063	1317	1
2064	1311	1
2065	1311	1
2066	1311	0.03
2066	1317	0.97
2067	1317	1
2068	1317	1
2069	1317	1
2070	1317	1
2071	1317	1
2072	1317	1
2073	1317	1
2074	1317	1
2075	1317	0.99
2075	1353	0.01
2076	1317	1
2077	1317	1
2078	1317	0.99
2078	1318	0.01
2079	1311	0.99
2079	1318	0.01
2080	1311	1
2081	1311	1
2082	1337	1
2083	1337	1
2084	1337	1
2085	1337	1
2086	1337	1
2087	1337	1
2088	1337	1
2089	1285	1
2090	1285	1
2091	1285	1
2092	1285	1
2093	1285	1
2094	1285	1
2095	1285	1
2096	1285	1
2097	1285	1
2098	1285	1
2099	1285	1
2100	1285	1
2101	1284	1
2102	1285	1
2103	1285	1
2104	1284	0.01
2104	1285	0.99
2105	1285	1
2106	1285	0.99
2106	1287	0.01
2107	1285	0.99
2107	1286	0.01
2108	1286	1
2109	1286	1
2110	1286	1
2111	1285	0.01
2111	1286	0.99
2112	1286	1
2113	1286	0.99
2113	1287	0.01
2114	1286	0.99
2114	1287	0.01
2115	1286	0.01
2115	1287	0.99
2116	1286	0.02
2116	1287	0.98
2117	1287	1
2118	1287	1
2119	1287	1
2120	1287	1
2121	1287	1
2122	1287	1
2123	1287	1
2124	1285	0.01
2124	1287	0.99
2125	1287	1
2126	1287	1
2127	1287	1
2128	1287	1
2129	1284	0.02
2129	1287	0.98
2130	1284	1
2131	1284	1
2132	1284	1
2133	1284	1
2134	1284	1
2135	1284	1
2136	1284	1
2137	1284	1
2138	1284	1
2139	1284	1
2140	1284	1
2141	1284	1
2142	1284	1
2143	1284	1
2144	1284	1
2145	1287	1
2146	1284	0.02
2146	1287	0.98
2147	1287	1
2148	1287	1
2149	1287	1
2150	1287	1
2151	1286	0.99
2151	1288	0.01
2152	1286	1
2153	1286	0.01
2153	1288	0.99
2154	1286	0.01
2154	1288	0.99
2155	1287	1
2156	1287	1
2157	1287	1
2158	1287	1
2159	1287	1
2160	1287	1
2161	1287	1
2162	1287	1
2163	1287	1
2164	1287	1
2165	1287	1
2166	1287	1
2167	1287	1
2168	1287	1
2169	1287	1
2170	1287	1
2171	1284	0.99
2171	1287	0.01
2172	1284	0.97
2172	1287	0.03
2173	1284	1
2174	1284	1
2175	1284	1
2176	1284	1
2177	1284	1
2178	1284	1
2179	1284	1
2180	1284	1
2181	1284	1
2182	1284	1
2183	1284	1
2184	1284	1
2185	1284	0.97
2185	1287	0.03
2186	1287	1
2187	1287	1
2188	1287	1
2189	1287	1
2190	1287	1
2191	1287	1
2192	1287	1
2193	1287	1
2194	1287	1
2195	1287	1
2196	1287	1
2197	1287	1
2198	1287	1
2199	1287	1
2200	1287	1
2201	1283	0.06
2201	1287	0.94
2202	1283	0.97
2202	1287	0.03
2203	1287	1
2204	1287	1
2205	1287	1
2206	1283	0.01
2206	1287	0.99
2207	1287	1
2208	1287	1
2209	1287	1
2210	1287	1
2211	1287	0.98
2211	1289	0.02
2212	1289	1
2213	1288	1
2214	1288	1
2215	1288	1
2216	1288	1
2217	1288	1
2218	1290	1
2219	1288	0.01
2219	1289	0.99
2220	1288	0.17
2220	1289	0.83
2221	1289	1
2222	1289	1
2223	1289	1
2224	1289	1
2225	1289	1
2226	1289	0.12
2226	1290	0.88
2227	1289	1
2228	1289	1
2229	1289	1
2230	1289	1
2231	1289	1
2232	1289	1
2233	1289	1
2234	1289	1
2235	1287	0.68
2235	1289	0.32
2236	1287	0.29
2236	1289	0.71
2237	1289	1
2238	1289	1
2239	1287	1
2240	1287	1
2241	1287	1
2242	1287	1
2243	1287	0.95
2243	1289	0.05
2244	1289	1
2245	1289	1
2246	1289	1
2247	1289	1
2248	1283	0.97
2248	1287	0.03
2249	1283	1
2250	1282	1
2251	1282	1
2252	1282	0.96
2252	1283	0.04
2253	1282	1
2254	1282	1
2255	1282	0.97
2255	1283	0.03
2256	1282	1
2257	1282	1
2258	1282	1
2259	1282	1
2260	1282	1
2261	1282	1
2262	1283	1
2263	1283	1
2264	1283	1
2265	1282	1
2266	1282	1
2267	1282	1
2268	1282	1
2269	1282	1
2270	1282	1
2271	1282	1
2272	1282	1
2273	1282	1
2274	1282	1
2275	1282	1
2276	1282	1
2277	1282	1
2278	1282	1
2279	1282	1
2280	1282	1
2281	1282	1
2282	1282	1
2283	1282	1
2284	1282	1
2285	1282	1
2286	1282	1
2287	1282	1
2288	1282	1
2289	1283	1
2290	1283	1
2291	1283	1
2292	1282	1
2293	1282	1
2294	1282	1
2295	1282	1
2296	1281	0.01
2296	1282	0.99
2297	1282	1
2298	1282	1
2299	1282	1
2300	1282	1
2301	1282	1
2302	1282	1
2303	1281	1
2304	1281	1
2305	1281	1
2306	1281	1
2307	1281	1
2308	1281	1
2309	1280	0.01
2309	1281	0.99
2310	1281	1
2311	1281	1
2312	1281	1
2313	1281	1
2314	1281	1
2315	1281	1
2316	1281	1
2317	1281	1
2318	1281	0.99
2318	1282	0.01
2319	1281	1
2320	1281	1
2321	1281	1
2322	1281	0.99
2322	1282	0.01
2323	1281	1
2324	1281	1
2325	1281	0.99
2325	1282	0.01
2326	1281	1
2327	1281	1
2328	1280	0.02
2328	1281	0.98
2329	1280	0.02
2329	1281	0.98
2330	1283	1
2331	1278	0.01
2331	1283	0.99
2332	1283	1
2333	1283	0.99
2333	1289	0.01
2334	1283	0.97
2334	1289	0.03
2335	1283	1
2336	1283	0.02
2336	1289	0.98
2337	1289	1
2338	1289	1
2339	1289	1
2340	1289	1
2341	1289	1
2342	1289	1
2343	1289	1
2344	1289	1
2345	1289	1
2346	1289	1
2347	1289	1
2348	1289	1
2349	1289	1
2350	1289	1
2351	1289	1
2352	1289	1
2353	1289	1
2354	1289	1
2355	1289	1
2356	1289	0.49
2356	1290	0.51
2357	1289	0.99
2357	1290	0.01
2358	1289	0.08
2358	1290	0.92
2359	1290	1
2360	1290	0.99
2360	1291	0.01
2361	1291	1
2362	1291	1
2363	1294	1
2364	1294	1
2365	1294	1
2366	1294	1
2367	1291	1
2368	1291	0.99
2368	1294	0.01
2369	1291	1
2370	1291	1
2371	1291	0.01
2371	1292	0.99
2372	1292	1
2373	1292	1
2374	1290	1
2375	1290	0.99
2375	1292	0.01
2376	1290	0.01
2376	1292	0.99
2377	1290	1
2378	1290	0.02
2378	1292	0.98
2379	1289	0.04
2379	1292	0.96
2380	1292	0.99
2380	1293	0.01
2381	1292	1
2382	1289	0.01
2382	1292	0.99
2383	1278	0.99
2383	1292	0.01
2384	1278	0.98
2384	1292	0.02
2385	1278	0.99
2385	1292	0.01
2386	1278	1
2387	1278	1
2388	1278	1
2389	1278	1
2390	1278	1
2391	1280	0.97
2391	1281	0.03
2392	1278	0.05
2392	1280	0.95
2393	1278	0.04
2393	1280	0.96
2394	1280	0.99
2394	1281	0.01
2395	1280	1
2396	1280	1
2397	1280	0.94
2397	1281	0.06
2398	1280	0.96
2398	1281	0.04
2399	1280	1
2400	1280	1
2401	1280	1
2402	1280	1
2403	1280	1
2404	1280	1
2405	1280	1
2406	1280	1
2407	1280	1
2408	1280	1
2409	1280	1
2410	1280	1
2411	1280	1
2412	1280	1
2413	1280	1
2414	1280	1
2415	1280	1
2416	1280	1
2417	1280	1
2418	1280	1
2419	1280	1
2420	1280	1
2421	1280	1
2422	1278	0.03
2422	1280	0.97
2423	1278	0.99
2423	1280	0.01
2424	1278	1
2425	1278	1
2426	1278	1
2427	1278	1
2428	1278	1
2429	1278	1
2430	1278	1
2431	1278	1
2432	1278	1
2433	1278	1
2434	1278	1
2435	1278	0.99
2435	1292	0.01
2436	1278	0.03
2436	1292	0.01
2436	1293	0.96
2437	1293	1
2438	1292	1
2439	1290	0.01
2439	1292	0.99
2440	1292	1
2441	1292	1
2442	1292	0.94
2442	1294	0.06
2443	1294	1
2444	1292	1
2445	1292	1
2446	1292	1
2447	1293	1
2448	1278	0.05
2448	1293	0.95
2449	1278	0.04
2449	1293	0.96
2450	1278	0.04
2450	1293	0.96
2451	1278	1
2452	1278	1
2453	1278	1
2454	1278	1
2455	1278	1
2456	1278	1
2457	1278	1
2458	1278	1
2459	1278	1
2460	1278	1
2461	1278	1
2462	1278	1
2463	1278	1
2464	1278	1
2465	1278	1
2466	1278	1
2467	1278	1
2468	1278	1
2469	1278	1
2470	1278	1
2471	1278	1
2472	1278	1
2473	1278	1
2474	1278	1
2475	1278	1
2476	1278	1
2477	1278	0.99
2477	1280	0.01
2478	1278	0.93
2478	1280	0.07
2479	1278	0.99
2479	1279	0.01
2480	1278	1
2481	1280	1
2482	1280	1
2483	1278	0.02
2483	1280	0.98
2484	1280	1
2485	1278	0.02
2485	1279	0.98
2486	1280	1
2487	1279	0.99
2487	1280	0.01
2488	1279	0.66
2488	1280	0.34
2489	1279	1
2490	1279	0.96
2490	1280	0.04
2491	1279	1
2492	1280	1
2493	1279	0.01
2493	1280	0.99
2494	1279	1
2495	1279	0.98
2495	1280	0.02
2496	1279	1
2497	1280	1
2498	1280	1
2499	1279	0.99
2499	1280	0.01
2500	1280	1
2501	1279	0.98
2501	1280	0.02
2502	1279	1
2503	1279	1
2504	1279	1
2505	1279	1
2506	1279	1
2507	1279	1
2508	1279	1
2509	1279	1
2510	1279	1
2511	1279	1
2512	1279	1
2513	1279	1
2514	1279	1
2515	1279	1
2516	1279	1
2517	1279	1
2518	1279	1
2519	1279	1
2520	1279	1
2521	1279	1
2522	1279	1
2523	1276	0.07
2523	1279	0.93
2524	1278	0.95
2524	1279	0.05
2525	1276	0.03
2525	1278	0.96
2525	1279	0.01
2526	1278	1
2527	1278	1
2528	1278	1
2529	1278	1
2530	1278	1
2531	1278	1
2532	1278	1
2533	1278	1
2534	1278	1
2535	1278	1
2536	1278	1
2537	1278	1
2538	1278	1
2539	1277	0.01
2539	1278	0.99
2540	1278	1
2541	1278	0.02
2541	1293	0.98
2542	1278	0.03
2542	1293	0.97
2543	1293	1
2544	1293	1
2545	1293	1
2546	1292	0.02
2546	1293	0.98
2547	1292	0.99
2547	1294	0.01
2548	1292	0.02
2548	1293	0.01
2548	1294	0.97
2549	1293	0.99
2549	1294	0.01
2550	1293	1
2551	1200	0.01
2551	1277	0.01
2551	1293	0.98
2552	1293	1
2553	1199	0.01
2553	1200	0.01
2553	1277	0.97
2553	1293	0.01
2554	1277	0.97
2554	1293	0.03
2555	1199	0.02
2555	1277	0.98
2556	1199	0.02
2556	1277	0.98
2557	1277	0.99
2557	1278	0.01
2558	1277	1
2559	1277	1
2560	1277	1
2561	1277	0.99
2561	918	0.01
2562	1277	0.96
2562	1278	0.04
2563	1277	1
2564	1277	0.99
2564	1278	0.01
2565	1277	1
2566	1278	1
2567	1276	0.04
2567	1278	0.96
2568	1278	1
2569	1276	1
2570	1279	1
2571	1279	1
2572	1279	1
2573	1279	1
2574	1279	1
2575	1279	1
2576	1279	1
2577	1279	1
2578	1279	1
2579	1279	1
2580	1279	1
2581	1279	1
2582	1279	1
2583	1275	1
2584	1275	1
2585	1275	0.99
2585	1279	0.01
2586	1275	0.98
2586	1279	0.02
2587	1279	1
2588	1279	1
2589	1279	1
2590	1279	1
2591	1275	0.01
2591	1279	0.99
2592	1279	1
2593	1279	1
2594	1279	1
2595	1279	1
2596	1279	1
2597	1276	1
2598	1276	0.3
2598	1279	0.7
2599	1276	1
2600	1276	1
2601	1276	1
2602	1276	1
2603	1276	1
2604	1276	1
2605	1276	1
2606	1276	1
2607	1276	1
2608	1276	0.96
2608	1277	0.02
2608	1278	0.02
2609	1276	1
2610	1276	1
2611	1276	1
2612	1276	1
2613	1276	1
2614	1276	1
2615	1276	1
2616	1276	1
2617	1276	1
2618	1276	1
2619	1276	1
2620	1276	1
2621	1276	1
2622	1275	0.99
2622	1279	0.01
2623	1275	1
2624	1275	1
2625	1275	1
2626	1275	1
2627	1275	1
2628	1275	1
2629	1275	1
2630	1275	1
2631	1275	1
2632	1275	1
2633	1275	1
2634	1275	1
2635	1275	1
2636	1275	1
2637	1275	1
2638	1275	1
2639	1275	1
2640	1275	1
2641	1275	1
2642	1275	1
2643	1275	1
2644	1275	1
2645	1275	1
2646	1275	1
2647	1275	1
2648	1275	1
2649	1275	1
2650	1276	1
2651	1276	1
2652	1276	1
2653	1276	1
2654	1276	1
2655	1276	1
2656	1276	1
2657	1276	1
2658	1276	1
2659	1276	0.99
2659	916	0.01
2660	1276	1
2661	1276	1
2662	1276	1
2663	1276	1
2664	1276	0.99
2664	916	0.01
2665	1276	1
2666	1276	1
2667	1276	1
2668	1276	0.89
2668	1277	0.1
2668	917	0.01
2669	1322	1
2670	1322	1
2671	1322	1
2672	1322	1
2673	1322	1
2674	1322	1
2675	1322	1
2676	1322	1
2677	1322	1
2678	1322	1
2679	1322	1
2680	1322	1
2681	1322	1
2682	1322	1
2683	1322	1
2684	1322	1
2685	1322	1
2686	1322	1
2687	1322	1
2688	1322	1
2689	1322	1
2690	1322	1
2691	1322	1
2692	1322	1
2693	1322	1
2694	1322	1
2695	1322	1
2696	1322	0.99
2696	1346	0.01
2697	1322	0.99
2697	1346	0.01
2698	1322	1
2699	1322	1
2700	1322	1
2701	1322	1
2702	1322	1
2703	1322	1
2704	1322	1
2705	1322	1
2706	1322	1
2707	1322	1
2708	1322	1
2709	1322	1
2710	1322	1
2711	1322	1
2712	1322	1
2713	1322	1
2714	1322	1
2715	1322	1
2716	1322	1
2717	1322	1
2718	1322	1
2719	1322	1
2720	1322	1
2721	1322	1
2722	1322	1
2723	1322	1
2724	1322	1
2725	1322	1
2726	1322	1
2727	1322	1
2728	1322	1
2729	1322	1
2730	1322	1
2731	1322	1
2732	1322	1
2733	1322	1
2734	1322	1
2735	1322	1
2736	1322	1
2737	1322	1
2738	1322	1
2739	1322	1
2740	1322	1
2741	1322	1
2742	1322	1
2743	1322	1
2744	1322	1
2745	1322	1
2746	1322	1
2747	1322	1
2748	1322	1
2749	1322	1
2750	1322	1
2751	1322	1
2752	1322	1
2753	1322	1
2754	1323	1
2755	1323	1
2756	1323	1
2757	1323	1
2758	1323	1
2759	1323	1
2760	1352	1
2761	1323	1
2762	1323	1
2763	1323	1
2764	1323	1
2765	1323	1
2766	1323	1
2767	1323	1
2768	1323	1
2769	1323	1
2770	1323	1
2771	1323	1
2772	1323	1
2773	1323	1
2774	1323	1
2775	1323	1
2776	1323	1
2777	1323	1
2778	1323	1
2779	1323	1
2780	1352	1
2781	1323	1
2782	1323	1
2783	1323	1
2784	1323	1
2785	1323	1
2786	1323	1
2787	1323	1
2788	1323	1
2789	1323	1
2790	1323	1
2791	1323	1
2792	1323	1
2793	1323	1
2794	1323	1
2795	1323	1
2796	1323	1
2797	1323	1
2798	1323	1
2799	1323	1
2800	1323	1
2801	1323	1
2802	1323	1
2803	1323	1
2804	1323	1
2805	1323	1
2806	1323	1
2807	1323	1
2808	1323	1
2809	1323	1
2810	1323	1
2811	1323	1
2812	1323	1
2813	1323	1
2814	1323	1
2815	1323	1
2816	1323	1
2817	1323	1
2818	1323	1
2819	1323	1
2820	1323	1
2821	1323	1
2822	1323	1
2823	1323	1
2824	1323	1
2825	1323	1
2826	1323	1
2827	1323	1
2828	1323	1
2829	1323	1
2830	1323	1
2831	1323	1
2832	1323	1
2833	1323	1
2834	1323	1
2835	1323	1
2836	1323	1
2837	1323	1
2838	1323	1
2839	1323	1
2840	1323	1
2841	1323	1
2842	1323	1
2843	1323	1
2844	1323	1
2845	1323	1
2846	1323	1
2847	1323	1
2848	1323	1
2849	1323	1
2850	1323	1
2851	1323	1
2852	1323	1
2853	1323	1
2854	1323	1
2855	1323	1
2856	1323	1
2857	1323	1
2858	1323	1
2859	1323	1
2860	1323	1
2861	1323	1
2862	1323	1
2863	1323	1
2864	1323	1
2865	1323	1
2866	1323	1
2867	1323	1
2868	1323	1
2869	1323	1
2870	1323	1
2871	1323	1
2872	1323	1
2873	1323	1
2874	1323	1
2875	1323	1
2876	1323	1
2877	1323	1
2878	1323	1
2879	1323	1
2880	1323	1
2881	1323	1
2882	1323	1
2883	1323	1
2884	1323	1
2885	1323	1
2886	1323	1
2887	1323	1
2888	1323	1
2889	1323	1
2890	1323	1
2891	1323	1
2892	1323	1
2893	1323	1
2894	1323	1
2895	1323	1
2896	1323	1
2897	1323	1
2898	1323	1
2899	1323	1
2900	1323	1
2901	1323	1
2902	1323	1
2903	1323	1
2904	1323	1
2905	1323	1
2906	1323	1
2907	1323	1
2908	1323	1
2909	1323	1
2910	1323	0.99
2910	1351	0.01
2911	1323	0.98
2911	1351	0.02
2912	1323	0.89
2912	1351	0.11
2913	1323	1
2914	1323	1
2915	1323	1
2916	1323	1
2917	1323	1
2918	1323	1
2919	1323	1
2920	1323	1
2921	1323	0.15
2921	1351	0.85
2922	1350	0.05
2922	1351	0.95
2923	1323	1
2924	1323	1
2925	1323	1
2926	1323	1
2927	1323	0.32
2927	1351	0.68
2928	1323	0.04
2928	1351	0.96
2929	1323	1
2930	1323	0.97
2930	1351	0.03
2931	1323	1
2932	1323	1
2933	1323	0.99
2933	1351	0.01
2934	1323	1
2935	1323	0.96
2935	1351	0.04
2936	1323	0.02
2936	1351	0.98
2937	1323	0.04
2937	1351	0.96
2938	1323	0.05
2938	1351	0.95
2939	1323	0.01
2939	1351	0.99
2940	1323	0.02
2940	1351	0.98
2941	1323	0.02
2941	1351	0.98
2942	1323	0.02
2942	1351	0.98
2943	1323	0.02
2943	1351	0.98
2944	1351	1
2945	1351	1
2946	1351	1
2947	1351	1
2948	1351	1
2949	1351	1
2950	1351	1
2951	1351	1
2952	1323	0.09
