Jurisdiction,BKRCastTAZ,LUType,Subarea,SubareaName,PMA_ID,PMA_NAME,BKRDistrict,DistrictFlowID,Area,County
BellevueFringe,636,Regular,47,Fringe KC,,,60,7,2344759.525,King
BellevueFringe,637,Regular,47,Fringe KC,,,60,7,18825579.4,King
BellevueFringe,638,Regular,47,Fringe KC,,,60,7,16052574.83,King
BellevueFringe,639,Regular,48,Fringe KC,,,60,7,28885431.69,King
BellevueFringe,640,Regular,48,Fringe KC,,,60,7,28782386.36,King
BellevueFringe,641,Park,48,Fringe KC,,,60,7,52066813.76,King
BellevueFringe,642,Regular,48,Fringe KC,,,60,7,64689231.15,King
BellevueFringe,643,Park,48,Fringe KC,,,60,7,70273427.07,King
BellevueFringe,644,Regular,49,Fringe KC,,,60,7,26848291.67,King
BellevueFringe,645,Regular,49,Fringe KC,,,60,7,24402787.25,King
BellevueFringe,646,Regular,49,Fringe KC,,,60,7,4339930.087,King
BellevueFringe,647,Regular,49,Fringe KC,,,60,7,4168207.674,King
BellevueFringe,648,Regular,49,Fringe KC,,,60,7,580458.2388,King
BellevueFringe,649,Regular,49,Fringe KC,,,60,7,563367.1549,King
BellevueFringe,650,Regular,49,Fringe KC,,,60,7,10046480.8,King
BellevueFringe,651,Regular,49,Fringe KC,,,60,7,7174506.881,King
BellevueFringe,652,Regular,49,Fringe KC,,,60,7,11179451.14,King
BellevueFringe,653,Regular,49,Fringe KC,,,60,7,8780697.06,King
BellevueFringe,654,Regular,49,Fringe KC,,,60,7,7664308.547,King
BellevueFringe,655,Regular,49,Fringe KC,,,60,7,7403956.75,King
BellevueFringe,656,Regular,49,Fringe KC,,,60,7,16635578.74,King
BellevueFringe,657,Regular,49,Fringe KC,,,60,7,7951769.69,King
BellevueFringe,658,Regular,49,Fringe KC,,,60,7,2401450.84,King
KIRKLAND,681,Regular,25,Lakeview,,,63,3,2046695.707,King
KIRKLAND,682,Regular,25,Lakeview,,,63,3,4330634.8,King
KIRKLAND,683,Regular,25,Lakeview,,,63,3,868739.7426,King
KIRKLAND,684,Regular,25,Lakeview,,,63,3,1392379.573,King
KIRKLAND,685,Regular,25,Lakeview,,,63,3,962890.0737,King
KIRKLAND,686,Regular,21,Central Houghton,,,63,3,2152432.288,King
KIRKLAND,687,Regular,21,Central Houghton,,,63,3,550844.4872,King
KIRKLAND,688,Park,21,Central Houghton,,,63,3,3672085.654,King
KIRKLAND,689,Regular,15,Bridle Trails,,,63,3,5153164.546,King
KIRKLAND,690,Regular,21,Central Houghton,,,63,3,3157571.692,King
KIRKLAND,691,High School,21,Central Houghton,,,63,3,476452.742,King
KIRKLAND,692,Regular,21,Central Houghton,,,63,3,1239474.958,King
KIRKLAND,693,Regular,25,Lakeview,,,63,3,753862.5778,King
KIRKLAND,694,Regular,25,Lakeview,,,63,3,1706206.515,King
KIRKLAND,695,Regular,25,Lakeview,,,63,3,2456175.861,King
KIRKLAND,696,Regular,25,Lakeview,,,63,3,554370.6367,King
KIRKLAND,697,Regular,21,Central Houghton,,,63,3,1771754.982,King
KIRKLAND,698,College,21,Central Houghton,,,63,3,2455786.557,King
KIRKLAND,699,Regular,21,Central Houghton,,,63,3,1847454.253,King
KIRKLAND,700,Regular,21,Central Houghton,,,63,3,1961778.629,King
KIRKLAND,701,Regular,25,Lakeview,,,63,3,725351.4265,King
KIRKLAND,702,Regular,25,Lakeview,,,63,3,327793.3464,King
KIRKLAND,703,Regular,25,Lakeview,,,63,3,1722584.462,King
KIRKLAND,704,Regular,25,Lakeview,,,63,3,616513.9976,King
KIRKLAND,705,Regular,25,Lakeview,,,63,3,674838.7519,King
KIRKLAND,706,Regular,25,Lakeview,,,63,3,1151882.038,King
KIRKLAND,707,Regular,25,Lakeview,,,63,3,902261.1856,King
KIRKLAND,708,Regular,21,Central Houghton,,,63,3,557407.0175,King
KIRKLAND,709,Regular,21,Central Houghton,,,63,3,654140.6891,King
KIRKLAND,710,Regular,21,Central Houghton,,,63,3,1191753.018,King
KIRKLAND,711,Regular,21,Central Houghton,,,63,3,4520880.483,King
KIRKLAND,712,Middle School,21,Central Houghton,,,63,3,455619.1621,King
KIRKLAND,713,Regular,15,Bridle Trails,,,63,3,3118464.436,King
KIRKLAND,714,Regular,15,Bridle Trails,,,63,3,1729854.177,King
KIRKLAND,715,Regular,15,Bridle Trails,,,63,3,1816219.138,King
KIRKLAND,716,Regular,15,Bridle Trails,,,63,3,1745733.789,King
KIRKLAND,717,Regular,15,Bridle Trails,,,63,3,3507933.8,King
KIRKLAND,718,Elementary School,15,Bridle Trails,,,63,3,537743.5498,King
KIRKLAND,719,Regular,15,Bridle Trails,,,63,3,2845227.922,King
KIRKLAND,720,Regular,15,Bridle Trails,,,63,3,2518632.07,King
KIRKLAND,721,Regular,15,Bridle Trails,,,63,3,1229284.063,King
KIRKLAND,722,Regular,15,Bridle Trails,,,63,3,2158457.913,King
KIRKLAND,723,Regular,16,South Rose Hill,,,63,3,2067535.713,King
KIRKLAND,724,Regular,16,South Rose Hill,,,63,3,1753089.431,King
KIRKLAND,725,Regular,16,South Rose Hill,,,63,3,1772950.805,King
KIRKLAND,726,Regular,16,South Rose Hill,,,63,3,1731479.661,King
KIRKLAND,727,Regular,16,South Rose Hill,,,63,3,1740899.726,King
KIRKLAND,728,Regular,16,South Rose Hill,,,63,3,1885764.391,King
KIRKLAND,729,Regular,16,South Rose Hill,,,63,3,871679.0523,King
KIRKLAND,730,High School,16,South Rose Hill,,,63,3,1775087.394,King
KIRKLAND,731,Regular,16,South Rose Hill,,,63,3,853366.6345,King
KIRKLAND,732,Regular,29,Everest,,,63,3,2933132.891,King
KIRKLAND,733,Regular,29,Everest,,,63,3,1009251.04,King
KIRKLAND,734,Regular,29,Everest,,,63,3,3044341.956,King
KIRKLAND,735,Regular,29,Everest,,,63,3,831699.4283,King
KIRKLAND,736,Regular,29,Everest,,,63,3,243590.5359,King
KIRKLAND,737,Regular,28,Moss Bay,,,63,3,427652.7364,King
KIRKLAND,738,Regular,28,Moss Bay,,,63,3,555751.219,King
KIRKLAND,739,Regular,28,Moss Bay,,,63,3,306064.4322,King
KIRKLAND,740,Regular,28,Moss Bay,,,63,3,413543.0204,King
KIRKLAND,741,Regular,28,Moss Bay,,,63,3,812124.8694,King
KIRKLAND,742,Regular,28,Moss Bay,,,63,3,1595792.936,King
KIRKLAND,743,Regular,28,Moss Bay,,,63,3,983639.5099,King
KIRKLAND,744,Regular,28,Moss Bay,,,63,3,1207869.714,King
KIRKLAND,745,Regular,28,Moss Bay,,,63,3,609999.818,King
KIRKLAND,746,Regular,28,Moss Bay,,,63,3,1109500.148,King
KIRKLAND,747,Regular,28,Moss Bay,,,63,3,1360844.197,King
KIRKLAND,748,Regular,28,Moss Bay,,,63,3,452384.2873,King
KIRKLAND,749,Regular,28,Moss Bay,,,63,3,458276.4756,King
KIRKLAND,750,Park,28,Moss Bay,,,63,3,631262.9292,King
KIRKLAND,751,Regular,28,Moss Bay,,,63,3,876664.6802,King
KIRKLAND,752,Regular,28,Moss Bay,,,63,3,518430.0212,King
KIRKLAND,753,Regular,28,Moss Bay,,,63,3,1754945.589,King
KIRKLAND,754,Regular,28,Moss Bay,,,63,3,328474.5809,King
KIRKLAND,755,Regular,29,Everest,,,63,3,1827805.521,King
KIRKLAND,756,Regular,16,South Rose Hill,,,63,3,1274031.368,King
KIRKLAND,757,Regular,16,South Rose Hill,,,63,3,1590334.588,King
KIRKLAND,758,Regular,16,South Rose Hill,,,63,3,856552.8129,King
KIRKLAND,759,Regular,16,South Rose Hill,,,63,3,327820.5919,King
KIRKLAND,760,Regular,16,South Rose Hill,,,63,3,869001.8634,King
KIRKLAND,761,Regular,16,South Rose Hill,,,63,3,350470.0607,King
KIRKLAND,762,Elementary School,16,South Rose Hill,,,63,3,488994.1044,King
KIRKLAND,763,Regular,16,South Rose Hill,,,63,3,1535940.107,King
KIRKLAND,764,Regular,19,North Rose Hill,,,63,3,2563386.306,King
KIRKLAND,765,Regular,19,North Rose Hill,,,63,3,2877819.276,King
KIRKLAND,766,Regular,19,North Rose Hill,,,63,3,1312788.974,King
KIRKLAND,767,Regular,19,North Rose Hill,,,63,3,1260767.08,King
KIRKLAND,768,Regular,17,Norkirk,,,63,3,727659.4767,King
KIRKLAND,769,Regular,17,Norkirk,,,63,3,1323688.143,King
KIRKLAND,770,Regular,17,Norkirk,,,63,3,1905684.32,King
KIRKLAND,771,Regular,26,Market,,,63,3,7461717.735,King
KIRKLAND,772,Regular,17,Norkirk,,,63,3,3316112.162,King
KIRKLAND,773,Regular,17,Norkirk,,,63,3,4315076.938,King
KIRKLAND,774,Regular,17,Norkirk,,,63,3,2234106.065,King
KIRKLAND,775,Elementary School,17,Norkirk,,,63,3,574880.021,King
KIRKLAND,776,Regular,18,Highlands,,,63,3,8704902.227,King
KIRKLAND,777,Regular,19,North Rose Hill,,,63,3,4009751.182,King
KIRKLAND,778,Regular,19,North Rose Hill,,,63,3,2704107.934,King
KIRKLAND,779,Elementary School,19,North Rose Hill,,,63,3,452831.5409,King
KIRKLAND,780,Regular,19,North Rose Hill,,,63,3,1970425.816,King
KIRKLAND,781,Regular,19,North Rose Hill,,,63,3,3655282.523,King
KIRKLAND,782,Regular,19,North Rose Hill,,,63,3,3396122.983,King
KIRKLAND,783,Regular,19,North Rose Hill,,,63,3,3068914.496,King
KIRKLAND,784,Regular,18,Highlands,,,63,3,7162485.319,King
KIRKLAND,785,Regular,17,Norkirk,,,63,3,755069.0298,King
KIRKLAND,786,Park,17,Norkirk,,,63,3,1368426.111,King
KIRKLAND,787,Middle School,17,Norkirk,,,63,3,708030.095,King
KIRKLAND,788,Regular,17,Norkirk,,,63,3,4302677.042,King
KIRKLAND,789,Regular,17,Norkirk,,,63,3,3276825.672,King
KIRKLAND,790,Regular,26,Market,,,63,3,8329509.457,King
KIRKLAND,791,Park,26,Market,,,63,3,6850900.471,King
KIRKLAND,792,Regular,27,South Juanita,,,63,3,3283871.971,King
KIRKLAND,793,Regular,27,South Juanita,,,63,3,3082124.468,King
KIRKLAND,794,Regular,27,South Juanita,,,63,3,2363138.693,King
KIRKLAND,795,Regular,20,Totem Lake,,,63,3,1073381.969,King
KIRKLAND,796,Regular,20,Totem Lake,,,63,3,2337783.763,King
KIRKLAND,797,Regular,19,North Rose Hill,,,63,3,2810996.232,King
KIRKLAND,798,Regular,19,North Rose Hill,,,63,3,3437011.117,King
KIRKLAND,799,Regular,19,North Rose Hill,,,63,3,2759582.073,King
KIRKLAND,800,College,19,North Rose Hill,,,63,3,2567000.256,King
KIRKLAND,801,Regular,19,North Rose Hill,,,63,3,1599523.297,King
KIRKLAND,802,Regular,20,Totem Lake,,,63,3,699081.941,King
KIRKLAND,803,Regular,20,Totem Lake,,,63,3,1414579.334,King
KIRKLAND,804,Regular,20,Totem Lake,,,63,3,1378646.415,King
KIRKLAND,805,Regular,27,South Juanita,,,63,3,2497157.465,King
KIRKLAND,806,Elementary School,27,South Juanita,,,63,3,499005.2638,King
KIRKLAND,807,Regular,27,South Juanita,,,63,3,1420405.238,King
KIRKLAND,808,Regular,27,South Juanita,,,63,3,4006880.449,King
KIRKLAND,809,Regular,27,South Juanita,,,63,3,3121583.027,King
KIRKLAND,810,Regular,20,Totem Lake,,,63,3,2487771.161,King
KIRKLAND,811,Regular,20,Totem Lake,,,63,3,1893398.777,King
KIRKLAND,812,Regular,27,South Juanita,,,63,3,4753666.836,King
KIRKLAND,813,Regular,27,South Juanita,,,63,3,1458312.752,King
KIRKLAND,814,Regular,27,South Juanita,,,63,3,1156627.852,King
KIRKLAND,815,Regular,27,South Juanita,,,63,3,1272267.879,King
KIRKLAND,816,Park,27,South Juanita,,,63,3,1359600.606,King
KIRKLAND,817,Regular,27,South Juanita,,,63,3,878334.4819,King
KIRKLAND,818,Regular,27,South Juanita,,,63,3,3618747.471,King
KIRKLAND,819,Regular,24,Finn Hill,,,63,3,7702701.659,King
KIRKLAND,820,Regular,24,Finn Hill,,,63,3,2333850.57,King
KIRKLAND,821,Regular,24,Finn Hill,,,63,3,3057630.965,King
KIRKLAND,822,Regular,24,Finn Hill,,,63,3,4330520.143,King
KIRKLAND,823,Regular,24,Finn Hill,,,63,3,2229564.445,King
KIRKLAND,824,Regular,24,Finn Hill,,,63,3,7964867.612,King
KIRKLAND,825,Park,24,Finn Hill,,,63,3,1754682.09,King
KIRKLAND,826,Park,24,Finn Hill,,,63,3,2209961.509,King
KIRKLAND,827,Regular,24,Finn Hill,,,63,3,5231996.204,King
KIRKLAND,828,Regular,24,Finn Hill,,,63,3,4153449.513,King
KIRKLAND,829,Regular,24,Finn Hill,,,63,3,3851665.381,King
KIRKLAND,830,Regular,24,Finn Hill,,,63,3,3915433.517,King
KIRKLAND,831,Regular,24,Finn Hill,,,63,3,4079083.314,King
KIRKLAND,832,Park,24,Finn Hill,,,63,3,11091769.8,King
KIRKLAND,833,Regular,24,Finn Hill,,,63,3,3062756.011,King
KIRKLAND,834,Regular,24,Finn Hill,,,63,3,2695633.543,King
KIRKLAND,835,Regular,24,Finn Hill,,,63,3,1208252.559,King
KIRKLAND,836,Middle School,24,Finn Hill,,,63,3,1313047.955,King
KIRKLAND,837,Regular,24,Finn Hill,,,63,3,470467.5767,King
KIRKLAND,838,Elementary School,24,Finn Hill,,,63,3,434975.8274,King
KIRKLAND,839,Regular,24,Finn Hill,,,63,3,2679232.044,King
KIRKLAND,840,Regular,24,Finn Hill,,,63,3,3459511.653,King
KIRKLAND,841,Regular,24,Finn Hill,,,63,3,3483106.546,King
KIRKLAND,842,Regular,24,Finn Hill,,,63,3,1766097.626,King
KIRKLAND,843,Regular,24,Finn Hill,,,63,3,2812198.113,King
KIRKLAND,844,Regular,24,Finn Hill,,,63,3,4349872.706,King
KIRKLAND,845,Regular,24,Finn Hill,,,63,3,2547785.269,King
KIRKLAND,846,Regular,24,Finn Hill,,,63,3,1797423.787,King
KIRKLAND,847,Regular,24,Finn Hill,,,63,3,2820498.508,King
KIRKLAND,848,Regular,23,North Juanita,,,63,3,3307509.194,King
KIRKLAND,849,Regular,23,North Juanita,,,63,3,2985923.432,King
KIRKLAND,850,Elementary School,23,North Juanita,,,63,3,402987.4621,King
KIRKLAND,851,Regular,24,Finn Hill,,,63,3,9782134.725,King
KIRKLAND,852,Regular,24,Finn Hill,,,63,3,6042179.888,King
KIRKLAND,853,Regular,24,Finn Hill,,,63,3,3476661.664,King
KIRKLAND,854,Regular,23,North Juanita,,,63,3,3621371.874,King
KIRKLAND,855,Regular,23,North Juanita,,,63,3,2868933.319,King
KIRKLAND,856,Regular,23,North Juanita,,,63,3,6408398.024,King
KIRKLAND,857,Elementary School,23,North Juanita,,,63,3,430342.2196,King
KIRKLAND,858,Regular,23,North Juanita,,,63,3,5241423.909,King
KIRKLAND,859,Regular,23,North Juanita,,,63,3,5492231.272,King
KIRKLAND,860,Regular,23,North Juanita,,,63,3,1016799.095,King
KIRKLAND,861,Regular,23,North Juanita,,,63,3,2495207.518,King
KIRKLAND,862,Regular,23,North Juanita,,,63,3,1071146.592,King
KIRKLAND,863,Regular,23,North Juanita,,,63,3,1314537.639,King
KIRKLAND,864,High School,23,North Juanita,,,63,3,1837976.954,King
KIRKLAND,865,Regular,20,Totem Lake,,,63,3,1616187.021,King
KIRKLAND,866,Regular,23,North Juanita,,,63,3,2185917.994,King
KIRKLAND,867,Regular,23,North Juanita,,,63,3,2902479.876,King
KIRKLAND,868,Regular,20,Totem Lake,,,63,3,1671926.793,King
KIRKLAND,869,Regular,20,Totem Lake,,,63,3,1826612.146,King
KIRKLAND,870,Regular,20,Totem Lake,,,63,3,798125.7183,King
KIRKLAND,871,Regular,20,Totem Lake,,,63,3,1738047.948,King
KIRKLAND,872,Regular,20,Totem Lake,,,63,3,2310242.995,King
KIRKLAND,873,Regular,20,Totem Lake,,,63,3,1200182.465,King
KIRKLAND,874,Regular,20,Totem Lake,,,63,3,912329.7519,King
KIRKLAND,875,Regular,19,North Rose Hill,,,63,3,2367086.216,King
KIRKLAND,876,Regular,20,Totem Lake,,,63,3,2351865.355,King
KIRKLAND,877,Regular,20,Totem Lake,,,63,3,1037834.3,King
KIRKLAND,878,Regular,20,Totem Lake,,,63,3,1651096.561,King
KIRKLAND,879,Regular,20,Totem Lake,,,63,3,2181878.959,King
KIRKLAND,880,Regular,20,Totem Lake,,,63,3,801356.5919,King
KIRKLAND,881,Regular,20,Totem Lake,,,63,3,931556.1506,King
KIRKLAND,882,Regular,20,Totem Lake,,,63,3,871666.765,King
KIRKLAND,883,Regular,22,Kingsgate,,,63,3,1940046.098,King
KIRKLAND,884,Regular,22,Kingsgate,,,63,3,1814927.397,King
KIRKLAND,885,Regular,22,Kingsgate,,,63,3,2434639.595,King
KIRKLAND,886,Regular,22,Kingsgate,,,63,3,7109199.773,King
KIRKLAND,887,Regular,22,Kingsgate,,,63,3,1790286.07,King
KIRKLAND,888,Regular,22,Kingsgate,,,63,3,3045500.991,King
KIRKLAND,889,Elementary School,22,Kingsgate,,,63,3,443678.2622,King
KIRKLAND,890,Regular,22,Kingsgate,,,63,3,7432237.196,King
KIRKLAND,891,Regular,22,Kingsgate,,,63,3,8136478.459,King
KIRKLAND,892,Elementary School,22,Kingsgate,,,63,3,439563.7947,King
KIRKLAND,893,Regular,22,Kingsgate,,,63,3,8572348.671,King
KIRKLAND,894,Regular,22,Kingsgate,,,63,3,3944880.426,King
KIRKLAND,895,Middle School,22,Kingsgate,,,63,3,1294954.419,King
KIRKLAND,896,Regular,22,Kingsgate,,,63,3,3256067.078,King
KIRKLAND,897,Regular,22,Kingsgate,,,63,3,6593592.564,King
KirklandFringe,898,Park,42,Fringe KC,,,60,7,20719908.3,King
KirklandFringe,899,Park,42,Fringe KC,,,60,7,13137664.11,King
KirklandFringe,900,College,42,Fringe KC,,,60,7,2219536.604,King
KirklandFringe,901,Regular,42,Fringe KC,,,60,7,7417264.108,King
KirklandFringe,902,Regular,42,Fringe KC,,,60,7,5256792.403,King
KirklandFringe,903,Regular,42,Fringe KC,,,60,7,6035118.525,King
KirklandFringe,904,Regular,42,Fringe KC,,,60,7,7924204.465,King
KirklandFringe,905,Regular,43,Fringe KC,,,60,7,12265521.08,King
KirklandFringe,906,Regular,43,Fringe KC,,,60,7,3256786.882,King
KirklandFringe,907,Regular,43,Fringe KC,,,60,7,2740165.863,King
KirklandFringe,908,Regular,43,Fringe KC,,,60,7,5305969.229,King
KirklandFringe,909,Regular,41,Fringe KC,,,60,7,3418332.397,King
KirklandFringe,910,Regular,43,Fringe KC,,,60,7,8835563.913,King
KirklandFringe,911,Regular,43,Fringe KC,,,60,7,37997265.15,King
KirklandFringe,912,Regular,43,Fringe KC,,,60,7,23097692.67,King
KirklandFringe,913,Regular,43,Fringe KC,,,60,7,18415254.53,King
KirklandFringe,914,Regular,42,Fringe KC,,,60,7,29965368.32,King
KirklandFringe,915,Regular,42,Fringe KC,,,60,7,21784725.61,King
KirklandFringe,916,Regular,42,Fringe KC,,,60,7,131121645.8,King
KirklandFringe,917,Regular,43,Fringe KC,,,60,7,68567300.84,King
KirklandFringe,918,Regular,43,Fringe KC,,,60,7,55433217.27,King
REDMOND,931,Regular,31,Overlake,,,64,4,1029998.358,King
REDMOND,932,Regular,31,Overlake,,,64,4,441492.5644,King
REDMOND,933,Regular,31,Overlake,,,64,4,502175.8658,King
REDMOND,934,Regular,31,Overlake,,,64,4,273507.3204,King
REDMOND,935,Regular,31,Overlake,,,64,4,417945.9901,King
REDMOND,936,Regular,31,Overlake,,,64,4,757637.844,King
REDMOND,937,Regular,31,Overlake,,,64,4,235579.6121,King
REDMOND,938,Regular,31,Overlake,,,64,4,566792.1211,King
REDMOND,939,Regular,31,Overlake,,,64,4,934581.5365,King
REDMOND,940,Regular,31,Overlake,,,64,4,1267158.672,King
REDMOND,941,Regular,31,Overlake,,,64,4,1375157.528,King
REDMOND,942,Regular,31,Overlake,,,64,4,448465.7569,King
REDMOND,943,Regular,31,Overlake,,,64,4,555484.9645,King
REDMOND,944,Regular,31,Overlake,,,64,4,504256.9197,King
REDMOND,945,Regular,31,Overlake,,,64,4,2783808.111,King
REDMOND,946,Regular,31,Overlake,,,64,4,1157868.666,King
REDMOND,947,Regular,31,Overlake,,,64,4,4691096.128,King
REDMOND,948,Regular,31,Overlake,,,64,4,1815236.737,King
REDMOND,949,Regular,31,Overlake,,,64,4,1125631.948,King
REDMOND,950,Regular,31,Overlake,,,64,4,1301093.988,King
REDMOND,951,Regular,31,Overlake,,,64,4,1649815.743,King
REDMOND,952,Regular,31,Overlake,,,64,4,662856.215,King
REDMOND,953,Regular,31,Overlake,,,64,4,2520562.039,King
REDMOND,954,Regular,31,Overlake,,,64,4,1369490.166,King
REDMOND,955,Regular,31,Overlake,,,64,4,2460116.582,King
REDMOND,956,Regular,31,Overlake,,,64,4,571169.0076,King
REDMOND,957,Regular,31,Overlake,,,64,4,1427512.708,King
REDMOND,958,Regular,31,Overlake,,,64,4,626083.8705,King
REDMOND,959,Regular,31,Overlake,,,64,4,1651300.051,King
REDMOND,960,Regular,31,Overlake,,,64,4,1904014.428,King
REDMOND,961,Regular,30,Idylwood,,,64,4,2217515.77,King
REDMOND,962,Regular,30,Idylwood,,,64,4,2875206.143,King
REDMOND,963,Regular,30,Idylwood,,,64,4,2758858.805,King
REDMOND,964,Regular,30,Idylwood,,,64,4,3458576.236,King
REDMOND,965,Regular,30,Idylwood,,,64,4,2147044.271,King
REDMOND,966,Regular,30,Idylwood,,,64,4,1719207.99,King
REDMOND,967,Regular,30,Idylwood,,,64,4,2191042.241,King
REDMOND,968,Regular,30,Idylwood,,,64,4,2128354.222,King
REDMOND,969,Regular,30,Idylwood,,,64,4,1783266.635,King
REDMOND,970,Regular,30,Idylwood,,,64,4,2656106.486,King
REDMOND,971,Regular,30,Idylwood,,,64,4,1879913.235,King
REDMOND,972,Elementary School,30,Idylwood,,,64,4,439696.9584,King
REDMOND,973,Regular,30,Idylwood,,,64,4,4053015.849,King
REDMOND,974,Regular,30,Idylwood,,,64,4,1830349.86,King
REDMOND,975,Regular,30,Idylwood,,,64,4,2738086.816,King
REDMOND,976,Regular,31,Overlake,,,64,4,3045299.489,King
REDMOND,977,Regular,31,Overlake,,,64,4,2876654.017,King
REDMOND,978,Regular,31,Overlake,,,64,4,1206878.068,King
REDMOND,979,Regular,31,Overlake,,,64,4,1090164.99,King
REDMOND,980,Regular,31,Overlake,,,64,4,2583992.558,King
REDMOND,981,Regular,31,Overlake,,,64,4,2613374.303,King
REDMOND,982,Regular,31,Overlake,,,64,4,3401973.985,King
REDMOND,983,Regular,31,Overlake,,,64,4,2560997.566,King
REDMOND,984,Regular,31,Overlake,,,64,4,1995352.577,King
REDMOND,985,Regular,31,Overlake,,,64,4,1555835.022,King
REDMOND,986,Regular,31,Overlake,,,64,4,4789545.785,King
REDMOND,987,Regular,32,Grass Lawn,,,64,4,2845591.21,King
REDMOND,988,Regular,32,Grass Lawn,,,64,4,788591.2724,King
REDMOND,989,Regular,32,Grass Lawn,,,64,4,2682802.249,King
REDMOND,990,Regular,32,Grass Lawn,,,64,4,4570707.776,King
REDMOND,991,Elementary School,32,Grass Lawn,,,64,4,407755.9788,King
REDMOND,992,Regular,32,Grass Lawn,,,64,4,1480640.701,King
REDMOND,993,Regular,32,Grass Lawn,,,64,4,2085542.122,King
REDMOND,994,Park,32,Grass Lawn,,,64,4,1306301.916,King
REDMOND,995,Regular,32,Grass Lawn,,,64,4,1608192.359,King
REDMOND,996,Regular,32,Grass Lawn,,,64,4,1854507.1,King
REDMOND,997,Regular,32,Grass Lawn,,,64,4,3367945.489,King
REDMOND,998,Regular,32,Grass Lawn,,,64,4,1635362.741,King
REDMOND,999,Middle School,32,Grass Lawn,,,64,4,1063682.526,King
REDMOND,1000,Regular,32,Grass Lawn,,,64,4,2319992.849,King
REDMOND,1001,Regular,32,Grass Lawn,,,64,4,3160826.652,King
REDMOND,1002,Regular,32,Grass Lawn,,,64,4,2571938.493,King
REDMOND,1003,Regular,32,Grass Lawn,,,64,4,2429222.101,King
REDMOND,1004,Regular,32,Grass Lawn,,,64,4,1713635.998,King
REDMOND,1005,Regular,32,Grass Lawn,,,64,4,541109.3995,King
REDMOND,1006,Regular,32,Grass Lawn,,,64,4,534960.2038,King
REDMOND,1007,Regular,38,Willows / Rose Hill,,,64,4,2619555.253,King
REDMOND,1008,Regular,38,Willows / Rose Hill,,,64,4,1342312.803,King
REDMOND,1009,Regular,38,Willows / Rose Hill,,,64,4,910837.1549,King
REDMOND,1010,Regular,38,Willows / Rose Hill,,,64,4,1144812.711,King
REDMOND,1011,Regular,38,Willows / Rose Hill,,,64,4,3144321.893,King
REDMOND,1012,Regular,32,Grass Lawn,,,64,4,2726338.774,King
REDMOND,1013,Regular,38,Willows / Rose Hill,,,64,4,2516672.629,King
REDMOND,1014,Regular,38,Willows / Rose Hill,,,64,4,2421038.495,King
REDMOND,1015,Regular,38,Willows / Rose Hill,,,64,4,3319197.918,King
REDMOND,1016,Regular,38,Willows / Rose Hill,,,64,4,2699890.287,King
REDMOND,1017,Regular,38,Willows / Rose Hill,,,64,4,4160274.975,King
REDMOND,1018,Regular,38,Willows / Rose Hill,,,64,4,912414.5312,King
REDMOND,1019,Regular,38,Willows / Rose Hill,,,64,4,7003200.379,King
REDMOND,1020,Regular,38,Willows / Rose Hill,,,64,4,5254738.831,King
REDMOND,1021,Regular,38,Willows / Rose Hill,,,64,4,4498974.502,King
REDMOND,1022,Regular,38,Willows / Rose Hill,,,64,4,1282462.337,King
REDMOND,1023,Regular,38,Willows / Rose Hill,,,64,4,2151877.912,King
REDMOND,1024,Regular,37,Sammamish Valley,,,64,4,3440575.831,King
REDMOND,1025,Park,37,Sammamish Valley,,,64,4,14318495.44,King
REDMOND,1026,Regular,39,North Redmond,,,64,4,7539038.547,King
REDMOND,1027,Regular,36,Education Hill,,,64,4,4038861.45,King
REDMOND,1028,Regular,37,Sammamish Valley,,,64,4,8369033.306,King
REDMOND,1029,Regular,35,Downtown,,,65,4,4624459.004,King
REDMOND,1030,Regular,35,Downtown,,,65,4,762030.7914,King
REDMOND,1031,Regular,35,Downtown,,,65,4,334883.0963,King
REDMOND,1032,Regular,35,Downtown,,,65,4,438959.8546,King
REDMOND,1033,Regular,35,Downtown,,,65,4,1114542.042,King
REDMOND,1034,Regular,37,Sammamish Valley,,,64,4,1395632.044,King
REDMOND,1035,Regular,37,Sammamish Valley,,,64,4,2577464.22,King
REDMOND,1036,Regular,37,Sammamish Valley,,,64,4,689547.1568,King
REDMOND,1037,Regular,35,Downtown,,,65,4,466039.3948,King
REDMOND,1038,Regular,35,Downtown,,,65,4,483916.2132,King
REDMOND,1039,Regular,35,Downtown,,,65,4,314770.9305,King
REDMOND,1040,Regular,35,Downtown,,,65,4,457827.8776,King
REDMOND,1041,Regular,36,Education Hill,,,64,4,311457.8841,King
REDMOND,1042,Regular,35,Downtown,,,65,4,413857.1278,King
REDMOND,1043,Regular,35,Downtown,,,65,4,394030.7448,King
REDMOND,1044,Regular,35,Downtown,,,65,4,304958.7685,King
REDMOND,1045,Regular,35,Downtown,,,65,4,344759.234,King
REDMOND,1046,Regular,35,Downtown,,,65,4,328810.7943,King
REDMOND,1047,Regular,35,Downtown,,,65,4,729974.0415,King
REDMOND,1048,Regular,35,Downtown,,,65,4,306956.5292,King
REDMOND,1049,Regular,35,Downtown,,,65,4,337513.7904,King
REDMOND,1050,Regular,35,Downtown,,,65,4,304275.6933,King
REDMOND,1051,Regular,35,Downtown,,,65,4,395273.4605,King
REDMOND,1052,Elementary School,35,Downtown,,,65,4,648395.5383,King
REDMOND,1053,Regular,35,Downtown,,,65,4,151926.4834,King
