arrtm dadtyp day deptm dorp dpcl dpurp dtaz endacttm half hhno id mode oadtyp opcl opurp otaz pathtype pno tour tour_id travcost travdist travtime trexpfac tseg tsvid vot
415 4 1 390 1 1081487 3 491 415 1 14101394 35573 4 1 721362 0 1118 1 1 1 6217 2.674 9 21 76.1278296964 1 1 49
1230 1 1 1215 1 1153460 0 336 1440 2 14101409 35467 3 4 1077204 5 9 1 2 1 6257 1.552 8 13 253.779498287 2 3 28
1130 1 1 1120 1 1153460 0 336 1440 2 14101409 35464 3 4 1041058 7 282 1 1 1 6256 0.922 4 9 280.101574292 2 3 28
410 2 1 390 1 690557 1 622 1170 1 14101409 35465 3 1 1153460 0 336 1 2 1 6257 2.088 9 16 253.779498287 1 1 28
415 2 1 400 1 759036 1 757 1005 1 14101409 35462 3 1 1153460 0 336 1 1 1 6256 2.348 11 17 280.101574292 1 1 28
1030 4 1 1005 1 1041058 7 282 1120 2 14101409 35463 3 2 759036 1 757 1 1 1 6256 1.272 6 13 280.101574292 1 2 28
1180 4 1 1170 1 1077204 5 9 1215 2 14101409 35466 3 2 690557 1 622 1 2 1 6257 0.330455833333 1 7 253.779498287 1 2 28
390 2 1 345 -1 766293 1 1115 990 1 14101410 35450 2 1 1009217 0 290 1 2 1 6260 0 5.55 37 329.42438226 1 1 28
705 1 1 700 2 1009217 0 290 1440 2 14101410 35461 5 3 1009096 2 276 1 5 1 6264 0.173533358586 1 3 308.505625 1 3 19
545 4 1 540 2 1009815 3 259 550 1 14101410 35452 5 1 1009217 0 290 1 3 1 6261 0.288331212121 1 4 308.505625 1 1 19
555 3 1 550 2 1009096 2 276 700 1 14101410 35453 5 4 1009815 3 259 1 3 1 6261 0.13209479798 0 2 308.505625 2 2 19
810 4 1 800 -1 1010118 7 293 810 1 14101410 35457 1 1 1009217 0 290 1 4 2 6263 0 0.65 13 308.505625 1 3 9
1035 1 1 990 -1 1009217 0 290 1440 2 14101410 35451 2 2 766293 1 1115 1 2 1 6260 0 5.55 37 329.42438226 1 2 28
555 3 1 550 2 1009096 2 276 700 1 14101410 35460 5 4 1009815 3 259 1 5 1 6264 0.13209479798 0 2 308.505625 2 2 19
705 1 1 700 2 1009217 0 290 1440 2 14101410 35454 5 3 1009096 2 276 1 3 1 6261 0.173533358586 1 3 308.505625 1 3 19
545 4 1 540 2 1009815 3 259 550 1 14101410 35459 5 1 1009217 0 290 1 5 1 6264 0.288331212121 1 4 308.505625 1 1 19
705 1 1 700 1 1009217 0 290 800 2 14101410 35447 5 4 942156 3 279 1 1 1 6258 0.133974116162 0 2 355.460888222 1 3 19
545 4 1 540 2 1010286 2 273 700 1 14101410 35455 5 1 1009217 0 290 1 4 1 6262 0.368857929293 2 6 308.505625 1 1 19
810 4 1 800 -1 1010118 7 293 810 1 14101410 35448 1 1 1009217 0 290 1 1 2 6259 0 0.65 13 355.460888222 1 4 9
545 4 1 540 1 1009815 3 259 550 1 14101410 35445 5 1 1009217 0 290 1 1 1 6258 0.288331212121 1 4 355.460888222 1 1 19
705 1 1 700 2 1009217 0 290 800 2 14101410 35456 5 4 1010286 2 273 1 4 1 6262 0.368857929293 2 6 308.505625 1 2 19
555 4 1 550 1 942156 3 279 700 1 14101410 35446 5 4 1009815 3 259 1 1 1 6258 0.170824343434 1 2 355.460888222 2 2 19
820 1 1 810 -1 1009217 0 290 1440 2 14101410 35449 1 4 1010118 7 293 1 1 2 6259 0 0.65 13 355.460888222 1 5 9
820 1 1 810 -1 1009217 0 290 1440 2 14101410 35458 1 4 1010118 7 293 1 4 2 6263 0 0.65 13 308.505625 1 4 9
1125 4 1 1120 -1 740439 2 351 1290 1 14101411 35441 1 1 1201987 0 350 1 1 2 6266 0 0.8 16 214.108272504 1 3 11
1295 1 1 1290 -1 1201987 0 350 1440 2 14101411 35444 1 4 740439 2 351 1 2 1 6267 0 0.8 16 212.723230852 1 2 11
1080 1 1 1050 1 1201987 0 350 1120 2 14101411 35440 3 2 1067461 1 947 1 1 1 6265 0.88 4 54 214.108272504 1 2 45
540 2 1 515 1 1067461 1 947 1050 1 14101411 35439 3 1 1201987 0 350 1 1 1 6265 0.88 5 14 214.108272504 1 1 45
1125 4 1 1120 -1 740439 2 351 1290 1 14101411 35443 1 1 1201987 0 350 1 2 1 6267 0 0.8 16 212.723230852 1 1 11
1295 1 1 1290 -1 1201987 0 350 1440 2 14101411 35442 1 4 740439 2 351 1 1 2 6266 0 0.8 16 214.108272504 1 4 11
1020 1 1 1000 1 816375 0 984 1440 2 14101412 35438 3 4 1233368 4 4 1 1 1 6268 1.052 5 13 131.862274669 2 3 22
980 4 1 970 1 1233368 4 4 1000 2 14101412 35437 3 2 944023 1 420 1 1 1 6268 0.238832070707 1 5 131.862274669 1 2 22
480 2 1 450 1 944023 1 420 970 1 14101412 35436 3 1 816375 0 984 1 1 1 6268 0.984 5 11 131.862274669 1 1 22
1120 1 1 1110 1 717557 0 253 1440 2 14101413 35435 3 3 886241 5 242 1 1 1 6269 0.276382575758 1 6 337.580752168 3 4 6
1100 3 1 1095 1 886241 5 242 1110 2 14101413 35434 3 3 886268 6 242 1 1 1 6269 0.0345075757576 0 4 337.580752168 2 3 6
1065 4 1 1055 1 1077204 5 9 1085 1 14101413 35432 3 1 717557 0 253 1 1 1 6269 0.992 4 12 337.580752168 1 1 6
1090 3 1 1085 1 886268 6 242 1095 2 14101413 35433 3 4 1077204 5 9 1 1 1 6269 0.778 3 12 337.580752168 1 2 6
1090 1 1 1035 1 1176953 0 576 1440 2 14101414 35431 3 2 1127929 1 1085 1 1 1 6270 1.812 9 20 158.71770615 1 2 40
470 2 1 440 1 1127929 1 1085 1035 1 14101414 35430 3 1 1176953 0 576 1 1 1 6270 1.848 9 19 158.71770615 1 1 40
930 1 1 860 -1 840340 0 599 1440 2 14101415 35427 6 3 717396 2 449 3 2 1 6272 0 5 10 599.656625 1 2 5
930 1 1 890 -1 840340 0 599 1440 2 14101415 35429 6 3 688189 2 320 3 3 1 6273 0 5 9 599.656625 1 2 5
330 4 1 305 -1 902787 7 650 740 1 14101415 35424 6 1 840340 0 599 3 1 1 6271 2.25 1 2 595.167324236 1 1 5
470 3 1 445 -1 688189 2 320 890 1 14101415 35428 6 1 840340 0 599 3 3 1 6273 0 5 10 599.656625 1 1 5
430 3 1 400 -1 717396 2 449 860 1 14101415 35426 6 1 840340 0 599 3 2 1 6272 0 5 11 599.656625 1 1 5
760 1 1 740 -1 840340 0 599 840 2 14101415 35425 6 4 902787 7 650 3 1 1 6271 2.25 1 2 595.167324236 1 2 5
675 4 1 660 1 911298 5 1324 715 1 14101416 35422 3 2 1243939 1 1324 1 1 2 6275 0.285177171717 2 13 281.779612857 1 2 0
455 2 1 420 1 1243939 1 1324 660 1 14101416 35420 3 1 1202771 0 435 1 1 1 6274 5.45 27 50 281.779612857 1 1 14
730 2 1 715 1 1243939 1 1324 990 2 14101416 35423 3 4 911298 5 1324 1 1 2 6275 0.285177171717 2 13 281.779612857 1 3 0
1070 1 1 990 1 1202771 0 435 1440 2 14101416 35421 3 2 1243939 1 1324 1 1 1 6274 5.448 27 50 281.779612857 1 4 14
480 4 1 475 1 890767 1 152 750 1 14101417 35406 4 4 890767 1 152 1 1 1 6276 1.36717592138 0 4 109.059205942 2 2 49
870 2 1 860 2 913404 1 6 1040 2 14101417 35409 4 4 903387 5 165 1 1 1 6276 0.332964747475 1 8 109.059205942 3 5 49
1080 4 1 1040 2 865757 5 514 1130 2 14101417 35418 4 2 913404 1 6 1 2 1 6277 1.092 4 13 109.769290789 1 7 49
755 3 1 750 2 890741 6 144 820 2 14101417 35407 4 4 890767 1 152 1 1 1 6276 0.102916666667 0 5 109.059205942 1 3 49
735 4 1 720 1 110507 5 1282 765 1 14101417 35415 3 4 104917 4 1282 1 2 1 6277 0.549454444444 3 14 109.769290789 4 4 28
830 4 1 820 2 903387 5 165 860 2 14101417 35408 4 3 890741 6 144 1 1 1 6276 0.183077045455 0 6 109.059205942 2 4 49
1080 4 1 1040 1 865757 5 514 1130 2 14101417 35410 4 2 913404 1 6 1 1 1 6276 1.092 4 13 109.059205942 4 6 49
1140 1 1 1130 2 1063574 0 489 1440 2 14101417 35419 4 4 865757 5 514 1 2 1 6277 0.23619719697 1 5 109.769290789 2 8 49
815 2 1 790 1 913404 1 6 1040 1 14101417 35417 3 3 129697 6 1280 1 2 1 6277 4.912 23 37 109.769290789 6 6 28
480 4 1 475 2 890767 1 152 540 1 14101417 35413 4 4 890767 1 152 1 2 1 6277 1.36717592138 0 4 109.769290789 2 2 49
475 4 1 455 1 890767 1 152 475 1 14101417 35405 4 1 1063574 0 489 1 1 1 6276 1.244 5 13 109.059205942 1 1 49
785 3 1 765 1 129697 6 1280 790 1 14101417 35416 3 4 110507 5 1282 1 2 1 6277 1.008 7 25 109.769290789 5 5 28
475 4 1 455 2 890767 1 152 475 1 14101417 35412 4 1 1063574 0 489 1 2 1 6277 1.244 5 13 109.769290789 1 1 49
590 4 1 540 1 104917 4 1282 720 1 14101417 35414 3 4 890767 1 152 1 2 1 6277 6.088 29 41 109.769290789 3 3 28
1140 1 1 1130 1 1063574 0 489 1440 2 14101417 35411 4 4 865757 5 514 1 1 1 6276 0.23619719697 1 5 109.059205942 5 7 49
1100 4 1 1085 -1 830319 7 615 1100 1 14101490 34957 1 1 1083070 0 603 1 2 2 6430 0 1.35 27 378.016969761 1 3 9
1075 1 1 1000 1 1083070 0 603 1085 2 14101490 34956 6 2 716840 1 1256 3 2 1 6429 0 14 36 378.016969761 1 2 28
1115 1 1 1100 -1 1083070 0 603 1440 2 14101490 34958 1 4 830319 7 615 1 2 2 6430 0 1.35 27 378.016969761 1 4 9
1070 1 1 1045 1 1083070 0 603 1440 2 14101490 34954 3 2 733470 1 504 1 1 1 6428 0.5054975 3 10 373.335531654 1 2 28
490 2 1 475 1 733470 1 504 1045 1 14101490 34953 3 1 1083070 0 603 1 1 1 6428 0.5054975 3 9 373.335531654 1 1 28
500 2 1 440 1 716840 1 1256 1000 1 14101490 34955 6 1 1083070 0 603 3 2 1 6429 0 13 35 378.016969761 1 1 28
540 2 1 510 1 721665 1 917 1080 1 14101491 34949 3 1 949472 0 656 1 1 1 6431 3.7 18 26 209.840727724 1 1 28
480 2 1 465 1 1135368 1 1237 1020 1 14101491 34951 3 1 949472 0 656 1 2 1 6432 1.15 6 21 211.207001389 1 1 28
1125 1 1 1080 1 949472 0 656 1440 2 14101491 34950 3 2 721665 1 917 1 1 1 6431 3.752 18 29 209.840727724 1 2 28
1050 1 1 1020 1 949472 0 656 1440 2 14101491 34952 3 2 1135368 1 1237 1 2 1 6432 1.154 6 20 211.207001389 1 2 28
795 4 1 780 -1 1100165 4 183 800 2 14101492 34946 1 4 1100168 7 183 1 2 1 6433 0 0.1 2 258.643357655 1 2 7
990 1 1 960 1 706519 0 657 1440 2 14101492 34948 3 4 1100168 7 183 1 2 1 6433 1.428 6 14 258.643357655 3 4 7
570 4 1 540 1 1100168 7 183 780 1 14101492 34945 3 1 706519 0 657 1 2 1 6433 1.446 6 11 258.643357655 1 1 7
815 4 1 800 -1 1100168 7 183 960 2 14101492 34947 1 4 1100165 4 183 1 2 1 6433 0 0.1 2 258.643357655 2 3 7
1175 4 1 1160 1 846460 5 526 1190 2 14101493 34936 3 3 1144382 6 1242 1 1 1 6434 1.172 6 17 292.307095093 1 2 6
655 4 1 650 1 886282 5 935 660 2 14101493 34941 3 4 966463 4 277 1 2 1 6435 0.275224747475 1 5 303.976696748 3 4 6
960 1 1 930 1 1206472 0 266 1440 2 14101493 34944 3 4 1215421 7 1202 1 2 2 6436 2.5 11 20 303.976696748 1 7 6
670 1 1 660 1 1206472 0 266 720 2 14101493 34942 3 4 886282 5 935 1 2 1 6435 0.50675469697 2 7 303.976696748 4 5 6
585 4 1 565 1 834119 4 88 610 1 14101493 34938 3 1 1206472 0 266 1 2 1 6435 1.276 5 10 303.976696748 1 1 6
625 4 1 610 1 886268 5 242 635 2 14101493 34939 3 4 834119 4 88 1 2 1 6435 0.758 3 9 303.976696748 1 2 6
640 4 1 635 1 966463 4 277 650 2 14101493 34940 3 4 886268 5 242 1 2 1 6435 0.0764775 0 3 303.976696748 2 3 6
1085 3 1 1055 1 1144382 6 1242 1160 1 14101493 34935 3 1 1206472 0 266 1 1 1 6434 2.07 10 24 292.307095093 1 1 6
750 4 1 720 1 1215421 7 1202 930 1 14101493 34943 3 1 1206472 0 266 1 2 2 6436 2.366 11 18 303.976696748 1 6 6
1205 1 1 1190 1 1206472 0 266 1440 2 14101493 34937 3 4 846460 5 526 1 1 1 6434 0.962 4 11 292.307095093 2 3 6
1260 1 1 1230 1 825663 0 405 1440 2 14101494 34934 3 2 214154 1 1278 1 3 2 6441 3.83 22 32 171.24983662 1 6 28
840 4 1 825 1 1011231 3 299 845 1 14101494 34919 3 1 825663 0 405 1 1 1 6437 0.718 3 8 162.40425362 1 3 9
560 4 1 555 1 1267447 4 404 745 1 14101494 34917 3 1 825663 0 405 1 1 2 6438 0.103585858586 0 1 162.40425362 1 1 9
1020 1 1 1005 1 825663 0 405 1440 2 14101494 34926 3 4 1011231 3 299 1 1 1 6437 0.718 3 8 162.40425362 1 10 9
920 4 1 910 1 834119 3 88 925 1 14101494 34924 3 4 1077194 4 10 1 1 1 6437 0.418575757576 2 7 162.40425362 6 8 9
725 4 1 705 1 903290 1 179 750 2 14101494 34930 3 2 214154 1 1278 1 3 1 6440 3.272 19 33 171.24983662 1 2 28
750 1 1 745 1 825663 0 405 825 2 14101494 34918 3 4 1267447 4 404 1 1 2 6438 0.103585858586 0 1 162.40425362 1 2 9
970 1 1 960 1 825663 0 405 1440 2 14101494 34928 3 4 742569 7 21 1 2 1 6439 0.632 3 9 161.468454333 1 2 9
820 4 1 810 1 1169892 1 448 990 1 14101494 34932 3 1 825663 0 405 1 3 2 6441 0.646 3 6 171.24983662 1 4 28
1050 2 1 990 1 214154 1 1278 1230 1 14101494 34933 3 4 1169892 1 448 1 3 2 6441 3.442 20 43 171.24983662 2 5 28
880 4 1 875 1 1077204 5 9 905 1 14101494 34922 3 4 913330 4 60 1 1 1 6437 0.164697954545 0 4 162.40425362 4 6 9
935 4 1 925 1 1011231 3 299 1005 1 14101494 34925 3 4 834119 3 88 1 1 1 6437 1.262 6 12 162.40425362 7 9 9
875 4 1 870 1 913330 4 60 875 1 14101494 34921 3 4 834119 4 88 1 1 1 6437 0.339382575758 1 3 162.40425362 3 5 9
910 4 1 905 1 1077194 4 10 910 1 14101494 34923 3 4 1077204 5 9 1 1 1 6437 0.0340151515152 0 6 162.40425362 5 7 9
865 4 1 845 1 834119 4 88 870 1 14101494 34920 4 4 1011231 3 299 1 1 1 6437 1.322 6 12 162.40425362 2 4 16
895 4 1 885 1 742569 7 21 960 1 14101494 34927 3 1 825663 0 405 1 2 1 6439 0.638 3 9 161.468454333 1 1 9
765 1 1 750 1 825663 0 405 810 2 14101494 34931 3 4 903290 1 179 1 3 1 6440 0.78 4 11 171.24983662 2 3 28
355 2 1 330 1 214154 1 1278 705 1 14101494 34929 3 1 825663 0 405 1 3 1 6440 3.726 20 32 171.24983662 1 1 28
1200 1 1 1185 1 850992 0 130 1440 2 14101495 34916 3 2 717340 1 943 1 1 1 6442 0.2105 0 4 142.309889194 1 2 22
500 2 1 490 1 717340 1 943 1185 1 14101495 34915 3 1 850992 0 130 1 1 1 6442 0.2105 0 4 142.309889194 1 1 22
660 4 1 640 -1 1223110 4 1245 670 2 14101496 34912 6 4 1204311 5 1247 3 1 1 6443 1.125 4 19 169.304393408 1 3 6
585 4 1 568 1 1223110 4 1245 585 1 14101496 34910 6 6 -1 10 1270 3 1 1 6443 -1 13 30 169.304393408 2 1 6
685 6 1 670 1 -1 10 1270 686 2 14101496 34913 6 4 1223110 4 1245 3 1 1 6443 -1 13 30 169.304393408 2 4 6
567 6 1 550 1 -1 10 1270 568 1 14101496 34909 3 1 971411 0 391 1 1 1 6443 -1 19 31 169.304393408 1 1 6
700 1 1 686 1 971411 0 391 1440 2 14101496 34914 3 6 -1 10 1270 1 1 1 6443 -1 19 31 169.304393408 3 4 6
600 4 1 585 -1 1204311 5 1247 640 1 14101496 34911 1 4 1223110 4 1245 1 1 1 6443 0 4.65 93 169.304393408 3 2 6
870 4 1 860 -1 1235641 7 54 870 1 14101499 34887 1 1 1077194 0 10 1 2 1 6453 0 0.45 9 125.888815386 1 1 10
880 1 1 870 -1 1077194 0 10 1440 2 14101499 34888 1 4 1235641 7 54 1 2 1 6453 0 0.45 9 125.888815386 1 2 10
1110 1 1 1095 1 1077194 0 10 1440 2 14101499 34886 3 2 1067461 1 947 1 1 1 6452 0.904 4 54 115.465308824 1 2 40
520 2 1 500 1 1067461 1 947 1095 1 14101499 34885 3 1 1077194 0 10 1 1 1 6452 0.89 5 54 115.465308824 1 1 40
1160 4 1 1135 1 1179568 5 736 1180 2 14101511 34793 3 4 977800 7 1246 1 1 1 6487 2.914 16 27 115.284068156 1 3 8
975 4 1 940 1 1161774 5 1245 975 1 14101511 34791 3 1 985531 0 784 1 1 1 6487 3.25 18 36 115.284068156 1 1 8
1190 1 1 1180 1 985531 0 784 1440 2 14101511 34794 3 4 1179568 5 736 1 1 1 6487 0.445523888889 2 7 115.284068156 2 4 8
985 1 1 975 1 985531 0 784 1440 2 14101511 34797 3 3 913975 6 868 1 2 1 6488 0.766 3 10 119.973638731 2 3 8
985 4 1 975 1 977800 7 1246 1135 1 14101511 34792 3 4 1161774 5 1245 1 1 1 6487 0.467716818182 5 20 115.284068156 2 2 8
900 4 1 885 1 728529 4 917 935 1 14101511 34795 3 1 985531 0 784 1 2 1 6488 1.692 8 16 119.973638731 1 1 8
945 3 1 935 1 913975 6 868 975 2 14101511 34796 3 4 728529 4 917 1 2 1 6488 0.938 5 11 119.973638731 1 2 8
510 1 1 505 1 717297 0 199 960 2 14101520 34717 4 3 890810 6 144 1 2 2 6513 0.149787272727 0 3 156.934417944 1 2 16
1100 1 1 1095 1 717297 0 199 1440 2 14101520 34715 5 4 890741 5 144 1 1 1 6510 0.130028181818 0 3 157.767790833 2 7 68
1025 4 1 960 2 1052329 4 1245 1025 1 14101520 34723 5 1 717297 0 199 1 3 1 6514 2.498 13 30 169.033375 1 3 19
1100 1 1 1095 2 717297 0 199 1440 2 14101520 34725 5 4 890741 5 144 1 3 1 6514 0.130028181818 0 3 169.033375 1 5 19
1025 4 1 960 1 1052329 3 1245 1025 1 14101520 34718 5 1 717297 0 199 1 2 1 6512 2.498 13 30 156.934417944 1 3 68
1040 2 1 1025 1 1161305 1 1249 1380 1 14101520 34719 3 4 1052329 3 1245 1 2 1 6512 0.072294040404 5 20 156.934417944 2 4 28
1080 4 1 1025 2 890741 5 144 1095 1 14101520 34724 5 4 1052329 4 1245 1 3 1 6514 2.714 14 36 169.033375 2 4 19
1100 1 1 1095 2 717297 0 199 1440 2 14101520 34730 5 4 890741 5 144 1 4 2 6517 0.130028181818 0 3 169.033375 1 5 19
1080 4 1 1025 1 890741 5 144 1095 2 14101520 34714 5 2 1052329 1 1245 1 1 1 6510 2.396 14 36 157.767790833 1 6 68
425 1 1 420 1 717297 0 199 485 2 14101520 34712 3 4 903455 7 157 1 1 2 6511 0.0775315909091 0 3 157.767790833 1 2 9
525 3 1 495 -1 1267429 2 403 925 1 14101520 34726 8 1 717297 0 199 1 4 1 6516 0.784 3 7 169.033375 1 1 9
1400 1 1 1380 1 717297 0 199 1440 2 14101520 34720 3 2 1161305 1 1249 1 2 1 6512 3.024 14 24 156.934417944 1 5 28
950 1 1 925 -1 717297 0 199 960 2 14101520 34727 8 3 1267429 2 403 1 4 1 6516 0.702 3 7 169.033375 1 2 9
530 2 1 485 1 1052329 1 1245 900 1 14101520 34713 3 1 717297 0 199 1 1 1 6510 2.516 13 32 157.767790833 1 3 28
355 4 1 350 1 903455 7 157 420 1 14101520 34711 3 1 717297 0 199 1 1 2 6511 0.0775315909091 0 3 157.767790833 1 1 9
1025 4 1 960 2 1052329 3 1245 1025 1 14101520 34728 5 1 717297 0 199 1 4 2 6517 2.498 13 30 169.033375 1 3 19
510 1 1 505 2 717297 0 199 960 2 14101520 34722 4 3 890810 6 144 1 3 2 6515 0.149787272727 0 3 169.033375 1 2 16
500 3 1 495 1 890810 6 144 505 1 14101520 34716 4 1 717297 0 199 1 2 2 6513 0.149787272727 0 3 156.934417944 1 1 16
500 3 1 495 2 890810 6 144 505 1 14101520 34721 4 1 717297 0 199 1 3 2 6515 0.149787272727 0 3 169.033375 1 1 16
1080 4 1 1025 2 890741 5 144 1095 1 14101520 34729 5 4 1052329 3 1245 1 4 2 6517 2.714 14 36 169.033375 2 4 19
990 4 1 945 1 1267429 3 403 1000 2 14101547 34505 3 2 1098921 1 1004 1 1 1 6593 1.802 7 14 142.684197525 1 2 22
1360 4 1 1335 1 697657 4 1018 1370 2 14101547 34508 3 4 736945 3 1301 1 1 2 6594 2.312 14 27 142.684197525 1 5 8
360 2 1 345 1 1098921 1 1004 945 1 14101547 34504 3 1 903798 0 881 1 1 1 6593 0.846 4 12 142.684197525 1 1 22
1320 4 1 1275 1 736945 3 1301 1335 1 14101547 34507 4 1 903798 0 881 1 1 2 6594 3.948 18 29 142.684197525 1 4 14
1045 1 1 1000 1 903798 0 881 1275 2 14101547 34506 4 4 1267429 3 403 1 1 1 6593 1.75 9 19 142.684197525 2 3 39
1380 1 1 1370 1 903798 0 881 1440 2 14101547 34509 3 4 697657 4 1018 1 1 2 6594 0.736 4 9 142.684197525 2 6 8
585 1 1 580 1 1004932 0 916 630 2 14101574 34354 3 4 244179 7 1276 1 1 3 6648 0.355708939394 4 15 398.992697213 1 4 9
780 4 1 750 2 1146544 5 1272 805 2 14101574 34359 4 3 1055999 6 1342 1 2 1 6649 2.408 12 31 396.700525467 1 2 16
535 4 1 530 1 244179 7 1276 580 1 14101574 34353 3 1 1004932 0 916 1 1 3 6648 0.355708939394 4 15 398.992697213 1 3 9
810 1 1 805 1 1004932 0 916 1440 2 14101574 34357 4 3 1146544 5 1272 1 1 2 6647 0.384704393939 3 15 398.992697213 2 7 16
425 3 1 420 1 1146578 6 1272 430 1 14101574 34351 3 1 1004932 0 916 1 1 1 6646 0.482995555556 4 16 398.992697213 1 1 9
660 3 1 630 2 1055999 6 1342 750 1 14101574 34358 4 1 1004932 0 916 1 2 1 6649 2.738 14 33 396.700525467 1 1 16
810 1 1 805 2 1004932 0 916 1440 2 14101574 34360 4 4 1146544 5 1272 1 2 1 6649 0.384704393939 3 15 396.700525467 2 3 16
780 3 1 750 1 1146544 5 1272 805 2 14101574 34356 4 4 1055999 6 1342 1 1 2 6647 2.408 12 31 398.992697213 1 6 16
435 1 1 430 1 1004932 0 916 530 2 14101574 34352 3 3 1146578 6 1272 1 1 1 6646 0.381369292929 3 15 398.992697213 1 2 9
660 4 1 630 1 1055999 6 1342 750 1 14101574 34355 4 1 1004932 0 916 1 1 2 6647 2.738 14 33 398.992697213 1 5 16
490 3 1 480 2 728569 2 917 1070 1 14101575 34349 5 1 1272155 0 916 1 5 1 6652 0.716 3 10 677.474 1 1 19
1070 4 1 1050 1 728463 3 917 1070 2 14101575 34342 5 4 943932 5 428 1 1 1 6650 2.272 11 22 639.194679045 3 6 68
1080 1 1 1070 2 1272155 0 916 1440 2 14101575 34350 5 3 728569 2 917 1 5 1 6652 0.716 3 10 677.474 1 2 19
490 4 1 480 2 728463 3 917 495 1 14101575 34344 5 1 1272155 0 916 1 3 1 6651 0.716 3 10 677.474 1 1 19
1030 4 1 1020 2 943932 5 428 1050 2 14101575 34346 4 3 834233 2 90 1 3 1 6651 0.531706666667 1 3 677.474 1 3 16
1030 4 1 1020 1 943932 5 428 1050 2 14101575 34341 4 4 834122 3 88 1 1 1 6650 0.360078636364 1 3 639.194679045 2 5 49
1070 4 1 1050 2 728463 3 917 1070 2 14101575 34347 5 4 943932 5 428 1 3 1 6651 2.272 11 22 677.474 2 4 19
530 4 1 495 1 834122 3 88 540 1 14101575 34338 4 4 728463 3 917 1 1 1 6650 2.16 10 22 639.194679045 2 2 49
1000 4 1 990 1 834122 3 88 1020 2 14101575 34340 3 2 789530 1 43 1 1 1 6650 0.358633181818 1 7 639.194679045 1 4 28
530 3 1 495 2 834233 2 90 1020 1 14101575 34345 4 4 728463 3 917 1 3 1 6651 2.138 10 22 677.474 2 2 16
1080 1 1 1070 2 1272155 0 916 1440 2 14101575 34348 5 4 728463 3 917 1 3 1 6651 0.716 3 10 677.474 3 5 19
490 4 1 480 1 728463 3 917 495 1 14101575 34337 5 1 1272155 0 916 1 1 1 6650 0.716 3 10 639.194679045 1 1 68
550 2 1 540 1 789530 1 43 990 1 14101575 34339 3 4 834122 3 88 1 1 1 6650 0.352458333333 1 7 639.194679045 3 3 28
1080 1 1 1070 1 1272155 0 916 1440 2 14101575 34343 5 4 728463 3 917 1 1 1 6650 0.716 3 10 639.194679045 4 7 68
820 4 1 815 -1 902779 5 649 825 2 14101576 34331 1 4 902779 4 649 1 1 1 6653 0 0.1 2 501.089386428 2 3 10
820 4 1 815 -1 902779 5 649 825 2 14101576 34335 1 4 902779 4 649 1 2 1 6654 0 0.1 2 504.359864194 2 3 10
805 4 1 800 -1 902779 4 649 815 2 14101576 34334 1 4 902779 5 649 1 2 1 6654 0 0.1 2 504.359864194 1 2 10
785 4 1 765 -1 902779 5 649 800 1 14101576 34333 1 1 1082386 0 597 1 2 1 6654 0 0.8 16 504.359864194 1 1 10
805 4 1 800 -1 902779 4 649 815 2 14101576 34330 1 4 902779 5 649 1 1 1 6653 0 0.1 2 501.089386428 1 2 10
785 4 1 765 -1 902779 5 649 800 1 14101576 34329 1 1 1082386 0 597 1 1 1 6653 0 0.8 16 501.089386428 1 1 10
845 1 1 825 -1 1082386 0 597 1440 2 14101576 34336 1 4 902779 5 649 1 2 1 6654 0 0.8 16 504.359864194 3 4 10
845 1 1 825 -1 1082386 0 597 1440 2 14101576 34332 1 4 902779 5 649 1 1 1 6653 0 0.8 16 501.089386428 3 4 10
730 1 1 710 1 805973 0 640 1440 2 14101577 34328 3 4 696900 7 1308 1 1 1 6655 1.066 2 10 295.49922651 3 4 6
535 4 1 525 1 902991 5 1303 610 1 14101577 34325 3 1 805973 0 640 1 1 1 6655 0.340249090909 3 12 295.49922651 1 1 6
615 4 1 610 1 902997 5 1303 630 2 14101577 34326 3 4 902991 5 1303 1 1 1 6655 0.0409570707071 0 5 295.49922651 1 2 6
635 4 1 630 1 696900 7 1308 710 2 14101577 34327 3 4 902997 5 1303 1 1 1 6655 0.756 5 19 295.49922651 2 3 6
1095 3 1 1085 1 717152 6 16 1230 1 14101580 34293 4 1 1235648 0 54 1 1 2 6666 0.206026363636 1 5 519.252036695 1 3 20
415 3 1 400 -1 1077189 6 7 425 1 14101580 34295 1 1 1235648 0 54 1 2 4 6670 0 0.45 9 547.044914477 1 1 11
645 1 1 640 1 1235648 0 54 825 2 14101580 34301 3 3 1077186 4 7 1 2 3 6669 0.0964228787879 0 4 547.044914477 2 7 11
445 1 1 425 -1 1235648 0 54 510 2 14101580 34296 1 3 1077189 6 7 1 2 4 6670 0 0.45 9 547.044914477 1 2 11
525 4 1 510 1 742569 5 21 540 1 14101580 34297 3 1 1235648 0 54 1 2 2 6668 0.228972222222 1 5 547.044914477 1 3 11
1240 1 1 1230 2 1235648 0 54 1440 2 14101580 34305 4 4 717152 6 16 1 2 5 6671 0.206026363636 1 5 547.044914477 1 11 20
915 1 1 900 -1 1235648 0 54 1085 2 14101580 34303 1 4 1054493 4 3 1 2 1 6667 0 0.95 19 547.044914477 1 9 11
575 4 1 560 1 903382 5 165 620 1 14101580 34299 3 1 1235648 0 54 1 2 3 6669 0.844 2 7 547.044914477 1 5 11
