day fhtindx1 fhtindx2 hhno id jtindex parent pdpurp person_day_id person_id phtindx1 phtindx2 pno subtrs tardest tarorig tautocost tautodist tautotime tdadtyp tdpcl tdtaz tlvdest tlvorig tmodetp toadtyp toexpfac topcl totaz tour tpathtp tripsh1 tripsh2
1 0 0 14100213 16217 0 0 1 2322 2322 0 0 2 0 780 1090 0.778 2 6 2 685804 101 1080 770 3 1 318.924849323 934365 400 1 1 2 2
1 0 0 14100213 16214 0 0 1 2321 2321 0 0 1 0 410 935 1.941 11 20 2 840380 1301 920 395 3 1 279.515325488 934365 400 1 1 2 2
1 0 0 14100214 16213 0 0 4 2323 2323 0 0 1 0 555 585 0.593323977273 2 5 4 788167 131 570 540 3 1 319.871617867 1252435 370 1 1 2 2
1 0 0 14100216 16209 0 0 4 2327 2327 0 0 1 0 665 710 0.759 3 8 4 1125883 1038 695 650 6 1 204.874545705 879886 130 1 3 2 2
1 0 0 14100216 16210 0 0 4 2327 2327 0 0 1 0 780 850 0.109513787879 0 1 4 788167 131 840 770 1 1 204.874545705 879886 130 2 1 2 2
1 0 0 14100217 16208 0 0 5 2328 2328 0 0 1 0 1230 1290 0.10816 0 6 4 903309 186 1280 1220 1 1 158.223897211 742562 38 2 1 2 2
1 0 0 14100217 16207 0 0 1 2328 2328 0 0 1 0 620 1180 0.821 4 13 2 1067461 947 1160 600 9 1 158.223897211 742562 38 1 1 2 2
1 0 0 14100238 16154 0 0 7 2364 2364 0 0 3 0 780 1020 2.715 14 25 4 212900 1279 915 750 5 1 151.124375 984962 818 1 1 4 6
1 0 0 14100238 16155 0 0 7 2365 2365 0 0 4 0 780 1020 2.715 14 25 4 212900 1279 915 750 5 1 151.124375 984962 818 1 1 4 6
1 0 0 14100238 16153 0 0 1 2363 2363 0 0 2 0 480 1170 1.911 9 18 2 717080 476 1110 415 6 1 141.796270236 984962 818 1 3 2 2
1 0 0 14100238 16152 0 0 7 2362 2362 0 0 1 0 780 1010 2.715 14 25 4 212900 1279 915 750 5 1 147.288540088 984962 818 1 1 4 6
1 0 0 14100239 16151 0 0 3 2366 2366 0 0 1 0 545 710 2.082 8 20 4 714623 916 545 355 3 1 171.621822916 879479 784 1 1 4 6
1 0 0 14100247 16133 0 0 1 2382 2382 0 0 1 0 375 980 3.487 18 41 2 829674 1257 915 325 6 1 255.264923534 955563 961 1 3 2 2
1 0 0 14100248 16128 0 0 2 2383 2383 0 0 1 0 800 930 0.356825227273 2 10 3 740439 351 920 785 4 1 285.79149122 1177256 510 2 1 2 2
1 0 0 14100248 16129 0 0 3 2384 2384 0 0 2 0 560 570 0.356825227273 2 10 4 740439 351 560 550 4 1 287.471023457 1177256 510 1 1 2 2
