fraction_with_jobs_outside hh515 hhcu5 hhexpfac hhftw hhhsc hhincome hhno hhoad hhparcel hhptw hhret hhsize hhtaz hhuni hhvehs hhwkrs hownrent hrestype samptype zone_id
0 0 1 127.2814 1 0 87500 14102041 0 1070094 1 0 3 517 0 1 2 2 5 0 1464
0 1 1 135.2267 2 0 125000 14102042 0 1170769 0 0 4 382 0 2 2 1 1 0 1509
0 0 0 208.6311 0 0 30000 14102046 0 845984 1 0 1 129 0 1 1 1 5 0 1610
0 0 0 126.7117 1 0 175000 14102069 1 749500 0 0 2 1060 0 2 1 2 5 0 1655
0 0 0 297.3971 1 0 175000 14102088 0 1019874 1 0 2 547 0 2 2 1 1 0 1451
0 1 1 484.5665 2 0 175000 14102092 0 940459 0 0 4 711 0 2 2 1 1 0 1639
0 1 0 196.2708 1 0 87500 14102093 0 1215275 0 0 2 798 0 1 1 1 1 0 1700
0 0 0 140.4373 0 0 40000 14102094 0 864615 0 2 2 830 0 1 0 1 1 0 1722
0 0 0 972.3529 2 0 62500 14102095 0 1202441 0 0 2 855 0 3 2 1 1 0 1750
0 1 1 294.6394 2 0 125000 14102105 0 935944 0 0 4 1158 0 2 2 1 1 0 1679
0 0 0 222.0322 2 0 125000 14102106 0 799812 0 0 2 1203 0 2 2 1 1 0 1900
0 0 0 222.0322 2 0 125000 14102107 0 1199821 0 0 2 1181 0 2 2 1 1 0 1713
0 0 1 443.5331 2 0 175000 14102108 0 1227975 0 0 3 1026 0 2 2 2 1 0 1704
0 0 0 380.5595 0 0 30000 14102112 0 1215796 0 1 1 1213 0 1 0 2 3 0 1913
0 0 0 643.7614 0 0 62500 14102155 0 1264024 0 2 2 1199 0 1 0 2 5 0 1793
0 0 0 137.5621 1 0 30000 14102167 0 719138 0 0 1 4 0 0 1 2 5 0 1551
0 0 0 58.9078 0 0 -1 14102168 1 688231 0 1 2 314 0 1 0 1 1 0 1524
0 0 0 122.3822 1 0 40000 14102169 0 1233759 0 0 1 936 0 0 1 2 5 0 1611
0 0 0 31.6398 0 0 125000 14102170 2 1120839 2 0 4 132 0 2 2 1 5 0 1629
0 0 0 281.353 1 0 125000 14102212 0 914159 1 0 2 1204 0 3 2 1 1 0 1906
0 0 0 219.2543 2 0 40000 14102220 0 1183429 0 0 2 851 0 1 2 1 1 0 1727
0 0 1 455.9024 1 0 62500 14102221 1 1024732 0 0 3 733 0 1 1 2 5 0 1662
0 0 0 110.7198 0 0 125000 14102258 2 741888 0 0 2 1201 0 2 0 1 1 0 1891
0 0 0 293.5558 1 0 125000 14102259 0 859286 0 0 1 1092 0 1 1 1 2 0 1648
0 0 0 380.9817 0 0 30000 14102260 1 925291 0 0 1 1174 0 1 0 2 5 0 1709
0 3 0 924.6898 0 0 175000 14102261 2 935940 0 0 5 1158 0 2 0 1 1 0 1679
0 0 0 314.726 0 0 62500 14102272 0 940933 0 0 1 828 1 1 0 1 1 0 1722
0 0 0 100.183 1 0 30000 14102273 0 1034660 0 0 1 48 0 1 1 2 5 0 1542
0 2 0 66.714 0 0 175000 14102291 2 688663 0 0 4 1032 0 1 0 2 5 0 1674
0 0 0 120.1212 1 0 -1 14102294 1 886916 0 0 2 1044 0 1 1 2 5 0 1673
0 0 0 142.4146 1 0 62500 14102329 0 717140 1 0 2 285 0 1 2 1 5 0 1566
0 0 0 178.9065 1 0 225000 14102332 1 1071137 0 0 2 502 0 2 1 1 1 0 1467
0 0 0 136.4747 0 0 62500 14102337 0 903911 1 1 2 801 0 2 1 1 5 0 1714
0 0 0 104.9787 1 0 125000 14102361 0 777856 0 0 1 979 0 1 1 2 5 0 1624
0 0 0 133.3558 1 0 62500 14102362 0 789526 0 0 1 5 0 1 1 2 5 0 1548
0 1 1 100.1453 2 0 125000 14102363 0 1240830 0 0 4 637 0 3 2 1 1 0 1449
0 1 1 199.9952 1 0 225000 14102364 0 1226837 0 0 4 358 1 2 2 1 1 0 1512
0 0 0 243.1885 1 0 125000 14102365 1 882326 0 0 2 579 0 2 1 1 1 0 1456
0 1 0 185.326 2 0 -1 14102366 0 842831 0 0 3 558 0 2 2 1 1 0 1453
0 0 0 173.4557 0 0 125000 14102367 0 1081520 0 2 2 616 0 2 0 1 1 0 1423
0 0 0 184.7808 0 0 30000 14102368 0 1233896 0 1 1 367 0 1 0 1 5 0 1527
0 0 0 258.7958 1 0 17500 14102369 0 850992 0 0 1 130 0 0 1 2 5 0 1610
0 0 0 90.8972 2 0 125000 14102383 0 679951 0 0 2 916 0 3 2 1 1 0 1808
0 0 0 315.0588 0 0 17500 14102463 0 679911 0 1 1 916 0 1 0 5 6 0 1810
0 0 0 536.8852 0 0 5000 14102473 1 1082930 0 0 1 598 0 1 0 1 1 0 1423
0 0 0 342.5374 0 0 87500 14102474 0 1096350 0 2 2 651 0 2 0 1 1 0 1424
0 0 0 176.348 1 0 87500 14102475 2 880050 0 0 3 582 0 3 1 5 1 0 1455
0 2 0 191.7341 2 0 -1 14102476 0 1205683 0 0 4 574 0 2 2 1 1 0 1472
0 0 0 164.9512 0 0 62500 14102477 0 1054736 0 1 1 389 0 1 0 2 2 0 1505
0 0 0 331.5516 1 0 87500 14102478 1 815160 0 0 2 637 0 2 1 1 5 0 1449
0 1 0 542.4142 2 1 275000 14102479 0 1183763 0 0 4 990 0 3 2 1 1 0 1644
0 0 0 126.6505 2 0 175000 14102480 0 1206131 0 0 2 978 0 2 2 1 1 0 1624
0 0 0 109.1323 1 0 125000 14102499 0 1263069 0 0 1 1119 0 1 1 1 4 0 1929
0 1 0 130.9662 0 0 40000 14102531 0 1213957 1 0 2 891 0 1 1 2 5 0 1732
0 0 0 118.3958 1 0 40000 14102533 0 1143004 0 0 2 912 1 2 2 2 5 0 1771
0 0 0 258.1611 1 0 17500 14102552 0 734556 0 0 1 1197 0 1 1 2 5 0 1780
0 0 0 679.3548 1 0 -1 14102557 0 1169305 0 0 1 1054 0 1 1 2 2 0 1651
0 0 0 324.659 1 0 -1 14102576 1 1012948 0 0 2 828 0 2 1 1 1 0 1722
0 0 0 235.4916 2 0 87500 14102577 0 759001 0 0 2 756 0 2 2 2 2 0 1668
0 0 0 386.5202 1 0 87500 14102590 0 766290 0 0 1 1094 0 1 1 2 5 0 1648
0 0 0 106.2145 1 0 275000 14102659 1 717395 0 0 2 20 0 2 1 1 5 0 1546
0 0 0 156.7628 0 0 30000 14102670 0 2129 2 0 2 14 0 2 2 2 5 0 1543
0 0 0 69.0679 0 0 62500 14102671 0 1034634 0 1 1 47 0 1 0 2 5 0 1543
0 0 0 94.3045 1 0 -1 14102672 1 1086534 0 0 2 124 0 1 1 2 5 0 1629
0 0 1 110.035 2 0 175000 14102673 1 1009918 0 0 4 287 0 3 2 1 1 0 1525
0 0 0 100.183 0 0 30000 14102674 0 834194 1 0 1 92 0 1 1 2 5 0 1606
0 0 0 539.4488 0 0 40000 14102695 0 923086 0 1 1 916 0 1 0 1 5 0 1757
0 0 0 310.4973 1 0 87500 14102696 0 854189 0 0 1 851 0 1 1 1 1 0 1727
0 0 0 140.4373 0 0 30000 14102734 0 698442 0 2 2 1145 0 1 0 1 6 0 1908
0 0 0 220.264 1 0 125000 14102736 1 1127708 0 0 2 1213 0 3 1 1 1 0 1912
0 0 0 178.8533 0 0 175000 14102745 2 1083129 2 0 4 485 0 5 2 1 1 0 1461
0 0 0 271.3016 0 0 62500 14102746 0 2056 0 1 1 600 0 1 0 1 1 0 1458
0 0 0 157.7639 1 0 125000 14102747 0 1205357 0 1 2 640 0 3 1 1 1 0 1432
0 0 0 306.9588 1 0 87500 14102750 0 1007415 3 0 4 916 0 4 4 1 1 0 1814
0 0 0 257.9146 1 0 40000 14102772 0 920019 0 0 1 849 0 1 1 2 2 0 1728
0 0 0 293.0313 0 0 62500 14102774 0 734556 0 1 1 1197 0 1 0 2 5 0 1780
0 0 0 387.2859 0 0 17500 14102798 0 692933 0 1 1 883 0 1 0 1 4 0 1732
0 0 0 225.4692 1 0 62500 14102813 0 1246112 0 0 1 974 0 1 1 2 5 0 1620
0 0 0 148.4103 1 0 62500 14102815 0 1255336 1 0 2 418 0 1 2 2 3 0 1532
0 2 0 138.3932 1 0 175000 14102816 0 718751 0 0 3 412 0 1 1 1 1 0 1559
0 0 0 204.2987 1 0 17500 14102817 0 1233453 0 0 1 426 0 1 1 2 5 0 1558
0 0 0 89.5791 1 0 87500 14102839 0 1235628 0 0 1 54 0 1 1 2 5 0 1545
0 0 0 96.9064 0 0 125000 14102841 0 852791 0 1 1 962 0 1 0 1 1 0 1620
0 0 0 101.0259 0 0 125000 14102842 0 1177135 0 1 1 580 0 1 0 1 1 0 1456
0 0 0 239.9425 1 0 -1 14102843 0 1017764 0 0 1 653 0 1 1 5 1 0 1421
0 1 0 122.2745 1 0 125000 14102844 0 1017704 1 0 3 653 0 4 2 1 1 0 1421
0 0 0 143.5459 0 0 30000 14102845 0 948359 0 1 1 614 0 1 0 1 2 0 1419
0 0 1 66.9108 2 0 -1 14102932 0 1017736 0 0 3 654 0 2 2 1 1 0 1422
0 0 0 164.9512 0 0 -1 14102933 0 1233869 0 1 1 367 0 1 0 1 2 0 1527
0 0 0 262.8964 1 0 62500 14102934 1 787663 0 0 2 964 0 2 1 1 1 0 1619
0 2 0 188.3166 1 0 125000 14102935 1 780586 0 0 4 960 0 2 1 1 1 0 1623
0 0 1 232.5813 1 0 125000 14102936 1 717707 0 0 3 253 0 1 1 2 1 0 1576
0 0 0 239.9425 0 0 40000 14102937 0 912984 1 0 1 637 0 1 1 1 1 0 1449
0 0 0 223.7104 0 0 -1 14102938 0 1145188 0 1 1 355 0 1 0 1 1 0 1512
0 0 0 83.9342 2 0 175000 14102941 0 675022 0 0 2 28 0 1 2 2 5 0 1549
0 0 0 115.9474 1 0 30000 14102942 0 1077181 0 0 1 8 0 1 1 2 5 0 1545
0 0 0 165.9555 0 0 62500 14102966 0 1249262 1 0 1 808 0 1 1 1 4 0 1694
0 0 0 298.5339 1 0 40000 14102973 0 1029392 0 0 1 381 0 0 1 2 5 0 1528
0 0 0 329.2143 0 0 -1 14102989 0 709087 0 1 1 912 0 2 0 2 5 0 1768
0 0 0 240.9052 1 0 40000 14103006 0 688669 0 0 1 1049 0 0 1 2 5 0 1673
0 0 0 104.3892 2 0 175000 14103007 0 1108254 0 0 2 1043 0 2 2 2 5 0 1675
0 0 1 95.9625 2 0 225000 14103008 0 688663 0 0 3 1032 0 1 2 2 5 0 1674
0 0 0 754.3623 2 0 275000 14103035 0 987278 0 0 2 917 0 3 2 1 1 0 1798
0 2 0 488.183 1 0 275000 14103039 1 1250664 0 0 4 627 0 2 1 1 1 0 1593
0 3 0 325.5875 1 0 125000 14103041 0 1078148 1 0 5 447 0 2 2 1 1 0 1536
0 1 1 437.3591 1 0 175000 14103042 1 1097208 0 0 4 727 0 2 1 1 1 0 1661
0 1 1 844.4705 1 0 -1 14103043 0 718377 1 0 4 903 0 2 2 1 1 0 1762
0 0 0 236.257 1 0 40000 14103044 1 816106 0 0 2 904 0 1 1 2 5 0 1764
0 0 0 182.9929 2 0 225000 14103063 0 1023682 0 0 2 1195 0 2 2 1 1 0 1742
0 0 0 1080.7741 1 0 87500 14103066 0 1130748 2 0 3 1200 0 7 3 1 1 0 1882
0 0 0 218.0323 1 0 175000 14103069 0 1130912 0 1 2 1199 0 3 1 1 1 0 1782
0 0 0 160.1824 2 0 175000 14103102 0 994420 0 0 2 894 0 1 2 1 1 0 1747
0 0 0 294.1416 2 0 -1 14103109 0 975191 0 0 2 1158 0 2 2 5 1 0 1679
0 0 0 96.9008 1 0 125000 14103130 0 1096660 0 0 1 32 0 0 1 2 5 0 1546
0 0 0 251.8617 1 0 17500 14103131 1 850992 0 0 2 130 0 1 1 2 5 0 1610
0 0 0 119.3897 1 0 62500 14103132 0 1273092 0 0 1 87 0 2 1 1 5 0 1605
0 0 0 74.2728 1 0 87500 14103133 0 1185970 0 0 1 239 0 1 1 1 5 0 1569
0 0 1 97.3858 1 0 125000 14103152 1 1086528 0 0 3 124 0 1 1 2 5 0 1629
0 0 0 74.2728 1 0 87500 14103153 0 1034635 0 0 1 48 0 1 1 1 5 0 1543
0 0 0 103.4307 1 0 87500 14103154 1 717160 0 0 2 17 0 1 1 2 5 0 1543
0 0 0 69.1296 2 0 125000 14103155 0 1029959 0 0 2 2 0 2 2 1 5 0 1551
0 0 0 101.0758 1 0 175000 14103156 0 789527 0 0 1 5 0 0 1 2 5 0 1551
0 0 0 76.2762 1 0 125000 14103157 0 1031435 0 1 2 41 0 1 1 2 5 0 1547
0 0 0 70.6371 1 0 175000 14103158 0 717498 0 0 1 34 0 1 1 1 5 0 1547
0 0 0 87.1095 2 0 30000 14103176 0 1126389 0 0 2 1139 0 1 2 2 4 0 1676
0 0 0 91.2522 0 0 275000 14103223 2 859295 0 0 2 1192 0 2 0 1 1 0 1712
0 0 0 128.9164 1 0 125000 14103241 0 1186117 0 0 2 639 1 2 2 2 2 0 1448
0 0 0 410.5851 0 0 40000 14103244 0 679857 0 1 2 916 1 2 1 1 1 0 1813
0 0 0 405.2587 0 0 17500 14103307 0 988646 0 1 1 975 0 1 0 1 5 0 1622
0 0 0 173.978 0 0 40000 14103308 0 717377 0 1 1 129 0 2 0 1 5 0 1610
0 0 0 125.1043 1 0 87500 14103311 0 1109392 0 0 1 322 0 1 1 1 1 0 1514
0 0 0 94.18 0 0 30000 14103326 1 914021 0 1 2 862 0 2 0 1 1 0 1728
0 0 0 258.7958 1 0 17500 14103346 0 1202610 0 0 1 435 0 0 1 2 5 0 1549
0 0 0 145.5579 0 0 -1 14103348 0 1202610 0 0 1 435 1 1 0 5 5 0 1549
0 0 0 246.6785 0 0 30000 14103351 0 717940 0 1 1 249 0 2 0 1 1 0 1617
0 2 0 453.8196 2 0 -1 14103352 0 1081281 0 0 4 485 0 4 2 1 1 0 1461
0 0 0 221.8789 2 0 175000 14103353 0 799941 0 0 2 556 0 2 2 1 1 0 1476
0 0 0 127.5431 0 0 87500 14103354 1 886186 0 0 1 222 0 0 0 2 5 0 1567
0 0 0 223.7104 0 0 17500 14103437 0 846804 0 1 1 495 0 1 0 1 1 0 1471
0 0 0 163.9897 0 0 62500 14103438 1 1081832 0 2 3 608 0 3 0 1 1 0 1459
0 0 0 172.0494 1 0 125000 14103439 0 974685 1 0 2 295 0 2 2 1 1 0 1520
0 0 0 239.2617 1 0 30000 14103440 0 1009192 0 0 1 290 0 1 1 1 1 0 1568
0 0 0 164.9512 0 0 62500 14103441 0 1008524 0 1 1 302 0 1 0 1 1 0 1521
0 0 0 501.0711 1 0 87500 14103463 0 759453 0 0 1 794 0 3 1 1 1 0 1695
0 2 0 75.0187 1 0 125000 14103464 0 1014316 0 0 3 742 0 1 1 2 1 0 1665
0 0 0 235.2735 0 0 5000 14103477 1 1083272 0 0 1 513 0 0 0 2 4 0 1464
0 0 0 92.347 1 0 275000 14103479 0 845984 0 0 1 129 0 1 1 1 5 0 1610
0 0 0 128.0827 2 0 30000 14103480 0 1010476 0 2 4 281 0 4 2 1 1 0 1565
0 0 0 57.8685 2 0 125000 14103520 0 903879 0 0 2 883 0 1 2 2 5 0 1732
0 0 0 140.109 1 0 -1 14103523 0 1125883 0 0 1 1038 0 1 1 1 5 0 1673
0 0 0 407.4307 0 0 62500 14103545 1 1005973 0 1 2 916 0 3 0 1 1 0 1816
0 0 0 179.9757 1 0 -1 14103546 1 937946 0 0 2 893 0 1 1 1 1 0 1749
0 0 0 195.2012 1 0 125000 14103547 0 1107847 0 1 2 891 0 2 1 1 1 0 1733
0 1 1 262.7602 1 0 87500 14103548 1 721761 0 0 4 917 0 2 1 2 5 0 1805
0 0 1 210.6506 2 0 225000 14103551 0 1205151 0 0 3 640 0 4 2 1 1 0 1432
0 1 1 427.0076 2 0 175000 14103552 0 1235796 0 0 4 546 0 2 2 2 1 0 1451
0 0 0 224.7989 0 0 275000 14103553 0 874570 1 2 3 634 0 3 1 1 1 0 1540
0 0 0 334.2815 1 0 62500 14103555 0 1096302 0 0 1 650 0 2 1 1 1 0 1425
0 0 0 227.5512 1 0 125000 14103557 2 1072085 0 0 3 903 0 3 1 1 1 0 1762
0 0 1 542.3908 1 0 175000 14103558 0 907975 1 0 3 844 0 2 2 1 1 0 1725
0 2 0 396.2481 2 0 175000 14103559 0 761165 0 0 4 788 0 2 2 1 1 0 1693
0 0 0 992.2989 0 0 17500 14103560 0 1015248 0 1 1 748 0 1 0 1 5 0 1663
0 2 0 1216.2622 2 0 225000 14103572 1 1127791 0 0 5 1213 0 4 2 1 1 0 1913
0 0 0 238.0415 2 0 175000 14103573 0 1127221 0 0 2 1213 0 2 2 1 1 0 1912
0 0 0 218.0323 0 0 175000 14103574 0 741364 1 1 2 1212 0 3 1 1 1 0 1924
0 0 0 126.8519 0 0 -1 14103575 1 770497 0 0 1 1212 0 2 0 1 1 0 1924
0 0 0 728.3605 1 1 125000 14103577 1 989124 0 0 3 1182 0 2 1 1 1 0 1713
0 0 0 152.5641 0 0 87500 14103609 1 805583 1 0 2 917 0 2 1 1 1 0 1804
0 0 0 89.4319 1 0 62500 14103636 0 1067080 0 0 1 44 0 1 1 2 5 0 1551
0 0 0 133.926 1 0 275000 14103637 0 788168 0 1 2 124 0 3 1 1 1 0 1629
0 0 0 78.3762 1 0 -1 14103659 0 1096660 0 0 1 32 0 0 1 2 5 0 1546
0 0 0 138.0778 1 0 87500 14103660 1 1067168 0 0 2 440 0 2 1 1 5 0 1538
0 0 0 288.9537 2 0 175000 14103683 0 975184 0 0 2 1158 0 2 2 1 1 0 1679
0 0 0 376.7985 0 0 17500 14103688 0 988354 1 0 1 916 0 1 1 2 5 0 1811
0 0 0 346.3551 1 0 175000 14103736 0 758355 2 0 3 1197 0 2 3 1 1 0 1783
0 1 0 827.7403 1 1 87500 14103737 1 1126201 0 0 4 1169 0 3 1 1 1 0 1705
0 1 0 626.6615 1 1 175000 14103738 0 715017 1 0 4 1203 0 3 2 1 1 0 1905
0 0 0 265.126 0 0 87500 14103739 1 1215483 0 1 2 1202 0 2 0 1 1 0 1899
0 0 0 529.5688 0 0 -1 14103759 0 1100140 0 2 2 635 0 2 0 1 1 0 1541
0 1 0 183.5027 1 0 125000 14103761 0 1205448 0 1 3 640 0 2 1 1 1 0 1432
0 0 0 63.8723 1 0 125000 14103782 1 749500 0 0 2 1060 0 1 1 2 5 0 1673
0 0 0 219.4993 0 0 5000 14103814 1 1109453 0 0 1 322 0 2 0 1 1 0 1514
0 0 0 82.7934 1 0 87500 14103815 1 779704 1 0 3 210 0 2 2 1 1 0 1564
0 0 0 109.1323 1 0 125000 14103824 0 997340 0 0 1 784 0 1 1 1 1 0 1696
0 0 0 133.3558 1 0 -1 14103847 0 932544 0 0 1 27 0 1 1 2 5 0 1549
0 0 0 262.1739 0 0 -1 14103848 2 883883 0 0 2 43 0 3 0 1 5 0 1548
0 1 0 177.6709 2 0 125000 14103849 0 1008504 0 0 3 301 0 2 2 1 1 0 1521
0 0 0 93.3156 0 0 30000 14103850 0 1027548 0 1 1 390 0 1 0 1 5 0 1509
0 0 0 120.8288 1 0 40000 14103851 0 2103 0 0 1 383 0 1 1 2 5 0 1509
0 0 0 86.8861 1 0 125000 14103852 0 851050 1 0 2 130 0 2 2 1 2 0 1610
0 0 0 254.6753 0 0 87500 14103957 0 1109560 0 2 2 299 0 2 0 1 1 0 1519
0 0 0 262.6005 1 0 62500 14103958 0 1062551 0 0 1 637 0 1 1 1 5 0 1449
0 0 2 262.7907 2 0 175000 14103959 0 1104121 0 0 4 357 0 3 2 1 1 0 1512
0 3 0 277.9743 1 0 175000 14103960 1 1243272 0 0 5 296 0 2 1 1 1 0 1520
0 1 0 236.9175 2 0 225000 14103961 1 1017689 0 0 4 654 0 3 2 1 1 0 1422
0 1 2 266.4923 1 0 125000 14103962 1 796895 0 0 5 591 0 2 1 2 1 0 1466
0 0 0 154.3417 1 0 62500 14103963 0 860578 0 0 1 23 0 0 1 2 5 0 1549
0 0 0 94.5281 1 0 125000 14103964 0 860578 0 0 1 23 0 0 1 2 5 0 1549
0 0 0 68.9075 1 0 175000 14103965 0 883883 0 0 1 43 0 1 1 1 5 0 1548
0 1 0 67.7677 0 0 125000 14103979 0 877889 1 0 2 798 0 1 1 1 1 0 1714
0 0 0 132.4615 0 0 125000 14103996 0 1170725 0 2 2 382 0 2 0 1 1 0 1509
0 0 0 81.4365 2 0 175000 14104000 0 955563 0 0 2 961 0 1 2 2 5 0 1622
0 0 1 103.6998 1 0 87500 14104032 1 688663 0 0 3 1032 0 1 1 2 5 0 1674
0 2 0 532.2188 1 0 125000 14104051 0 1082107 1 0 4 601 0 2 2 1 1 0 1458
0 0 0 714.0699 2 0 37500 14104052 0 1187708 0 0 2 81 0 4 2 1 1 0 1588
0 0 0 165.6224 1 0 125000 14104054 0 1049952 0 0 1 901 0 2 1 1 1 0 1754
0 0 0 484.9035 1 0 30000 14104073 1 824733 0 0 2 1195 0 4 1 1 1 0 1741
0 0 0 308.0602 0 0 -1 14104074 0 1066908 0 1 1 1165 0 1 0 1 1 0 1706
0 0 0 1126.0379 0 0 17500 14104113 1 760039 0 0 1 776 0 0 0 2 3 0 1687
0 0 0 125.8945 1 0 -1 14104140 1 913330 0 0 2 60 0 2 1 2 5 0 1588
0 0 1 52.6805 1 0 87500 14104155 1 861372 0 0 3 948 0 1 1 2 4 0 1616
0 0 0 77.3709 0 0 30000 14104156 0 818051 0 1 1 240 0 1 0 2 5 0 1569
0 0 0 89.4319 1 0 62500 14104157 0 818051 0 0 1 240 0 1 1 2 5 0 1569
0 2 0 82.1623 1 0 275000 14104159 0 1117588 0 0 3 15 0 1 1 2 5 0 1546
0 0 0 206.4665 0 0 -1 14104185 0 994278 1 1 2 893 0 2 1 1 1 0 1749
0 0 0 1134.9396 1 1 125000 14104217 2 1130949 0 1 5 1199 0 3 1 1 1 0 1782
0 0 0 172.8664 0 0 125000 14104218 0 1216366 0 1 1 1202 0 1 0 1 1 0 1899
0 0 0 205.0874 0 0 125000 14104220 0 728199 1 1 2 1212 0 2 1 1 1 0 1925
0 2 0 974.3398 1 0 275000 14104232 1 977993 0 0 4 901 0 3 1 1 1 0 1754
0 0 0 411.3267 1 0 62500 14104233 0 1106503 1 0 2 843 0 2 2 1 1 0 1725
0 0 0 284.8581 0 0 62500 14104234 0 1197790 0 1 1 64 0 1 0 1 1 0 1592
0 0 0 147.4193 2 0 87500 14104235 0 1205563 0 0 2 640 0 2 2 2 5 0 1432
0 0 0 126.1314 2 0 225000 14104238 1 1272654 0 0 3 619 0 2 2 1 1 0 1599
0 0 0 164.1429 1 0 87500 14104240 0 989268 0 0 1 911 0 1 1 1 1 0 1774
0 0 0 563.5488 1 0 175000 14104241 0 988470 1 0 2 916 0 2 2 1 1 0 1814
0 0 0 331.8707 2 0 225000 14104262 0 785429 0 0 2 1136 0 4 2 2 1 0 1675
0 0 0 104.3006 1 0 125000 14104284 2 993780 0 0 3 891 0 2 1 1 1 0 1733
0 0 0 101.4461 1 0 -1 14104285 1 1150769 0 0 2 883 0 2 1 2 5 0 1732
0 0 0 186.242 1 0 62500 14104298 0 818054 0 0 1 245 0 1 1 1 1 0 1571
0 0 0 126.2846 2 0 87500 14104301 0 886169 0 0 2 221 0 0 2 2 5 0 1567
0 0 0 171.5467 1 0 -1 14104309 0 1185710 0 1 2 861 0 3 1 1 1 0 1728
0 0 0 81.6751 1 0 125000 14104325 0 742562 0 0 1 38 0 1 1 2 5 0 1550
0 0 0 184.7808 0 0 -1 14104328 0 963457 0 1 1 553 0 1 0 1 1 0 1476
0 0 2 199.9952 2 0 175000 14104329 0 847322 0 0 4 499 0 2 2 1 1 0 1469
0 0 0 257.3216 0 0 -1 14104330 0 1009634 0 2 2 274 0 1 0 1 1 0 1570
0 1 0 256.8342 2 0 175000 14104331 0 1235788 0 0 3 963 0 2 2 1 1 0 1621
0 2 0 307.4473 2 0 275000 14104332 0 1153009 0 0 4 637 0 2 2 1 1 0 1449
0 0 1 159.2693 1 0 87500 14104334 1 792164 0 0 3 217 0 1 1 2 5 0 1567
0 0 0 315.0588 0 0 17500 14104350 0 680011 0 1 1 916 0 1 0 2 5 0 1808
0 0 0 161.3823 0 0 62500 14104437 2 691313 0 0 2 394 0 2 0 2 5 0 1509
0 1 0 185.326 2 0 225000 14104438 0 1184093 0 0 3 328 0 2 2 1 2 0 1518
0 0 0 380.9837 1 0 17500 14104439 0 1267517 1 0 2 401 0 2 2 1 1 0 1507
0 0 0 92.0069 2 0 125000 14104440 1 1008954 0 0 3 289 0 3 2 1 1 0 1523
0 0 0 79.6917 0 0 -1 14104441 0 923181 0 2 2 958 0 2 0 1 1 0 1624
0 0 1 192.1749 1 0 175000 14104442 1 995879 0 0 3 983 0 1 1 1 1 0 1626
0 0 0 213.5855 1 0 62500 14104443 0 1010685 0 0 1 259 0 1 1 1 1 0 1571
0 1 0 180.4687 1 0 87500 14104444 0 1009131 1 0 3 279 0 1 2 1 1 0 1568
0 0 0 229.5957 1 0 -1 14104445 0 910190 0 0 1 489 0 1 1 1 1 0 1462
0 0 0 95.959 1 0 225000 14104447 0 883883 0 1 2 43 0 1 1 1 5 0 1548
0 1 0 721.8903 1 0 5000 14104471 0 796949 0 0 2 508 0 1 1 2 5 0 1467
0 0 0 164.5417 2 0 87500 14104475 0 717135 0 0 2 285 0 2 2 1 1 0 1565
0 0 0 125.6957 1 0 62500 14104476 1 860878 0 0 2 962 0 1 1 2 5 0 1620
0 0 0 65.1985 1 0 87500 14104477 0 768920 0 0 2 961 1 1 2 2 5 0 1622
0 0 0 91.8035 2 0 225000 14104486 0 1208739 0 0 2 843 0 2 2 1 1 0 216
0 3 1 942.3051 1 0 40000 14104496 1 993776 0 0 6 891 0 2 1 2 1 0 1733
0 0 0 85.3629 2 0 -1 14104497 0 984659 0 0 2 866 0 2 2 1 1 0 1730
0 1 0 423.099 1 0 17500 14104511 0 1125883 0 0 3 1038 1 1 2 2 5 0 1673
0 0 0 281.3538 1 0 62500 14104531 0 1007165 0 0 1 916 0 2 1 1 1 0 1814
0 0 0 492.4015 1 0 62500 14104533 0 1034636 0 0 1 48 0 2 1 2 4 0 1542
0 0 0 163.6529 1 0 125000 14104534 1 1169926 0 0 2 997 0 1 1 1 2 0 1642
0 0 0 179.9757 1 0 175000 14104535 1 1242414 0 0 2 1011 0 1 1 2 1 0 1684
0 0 0 185.4753 2 0 125000 14104536 0 970814 0 0 2 901 0 2 2 1 1 0 1754
0 0 0 361.0293 1 0 87500 14104550 0 1169300 0 0 1 1102 0 0 1 2 5 0 1651
0 0 0 121.2457 2 0 125000 14104551 0 1222240 0 0 2 1161 0 1 2 1 2 0 1708
0 0 0 236.0467 1 0 275000 14104553 0 798012 0 0 2 1199 1 3 2 1 1 0 1788
0 0 0 294.1416 2 0 275000 14104554 0 708616 0 0 2 1210 0 2 2 1 1 0 1910
0 0 0 483.6687 2 0 40000 14104606 0 760132 0 0 2 732 0 2 2 2 5 0 1662
0 1 0 353.9969 1 0 30000 14104644 0 886280 0 0 2 242 0 1 1 2 2 0 1569
0 0 1 354.7787 1 0 5000 14104645 1 864233 0 0 3 948 0 1 1 2 5 0 1622
0 0 0 153.9766 1 0 62500 14104666 1 788158 0 0 2 132 0 1 1 2 5 0 1629
0 1 0 74.3938 2 0 125000 14104667 0 847589 0 0 3 314 0 2 2 1 1 0 1524
0 0 0 329.3965 1 0 125000 14104677 0 1062020 0 0 1 1029 0 0 1 2 5 0 1676
0 2 0 481.9442 1 0 -1 14104713 1 1196525 0 0 4 1199 0 3 1 1 1 0 1791
0 2 0 373.6225 1 0 -1 14104714 1 750883 0 0 4 1198 0 2 1 1 1 0 1743
