hhno id pagey pdiary pgend pno ppaidprk pproxy pptyp psaudist psautime psexpfac pspcl pstaz pstyp ptpass puwarrp puwdepp puwmode pwaudist pwautime pwpcl pwtaz pwtyp
14100579 3095 2 -1 2 4 1 -1 8 -1 -1 230.2899 0 -1 1 0 -1 -1 -1 -1 -1 0 -1 0
14100593 3121 30 -1 1 1 -1 1 1 -1 -1 146.3455 0 -1 0 0 -1 -1 -1 13 29 1125920 1114 1
14100593 3123 2 -1 1 3 1 -1 8 -1 -1 146.3455 0 -1 1 0 -1 -1 -1 -1 -1 0 -1 0
14100593 3122 30 -1 2 2 1 2 4 -1 -1 146.3455 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100593 3124 2 -1 2 4 1 -1 8 -1 -1 146.3455 0 -1 1 0 -1 -1 -1 -1 -1 0 -1 0
14100644 3213 50 -1 2 2 0 3 2 -1 -1 126.6505 0 -1 0 0 -1 -1 -1 7 13 702079 392 2
14100644 3212 60 -1 1 1 -1 1 1 -1 -1 126.6505 0 -1 0 0 -1 -1 -1 4 10 760706 96 1
14100645 3214 30 -1 2 1 0 1 2 -1 -1 216.0636 0 -1 0 5 -1 -1 -1 5 12 787789 501 2
14100645 3215 30 -1 1 2 1 1 1 -1 -1 216.0636 0 -1 0 5 -1 -1 -1 1 4 886183 226 1
14100646 3216 40 -1 1 1 -1 1 1 -1 -1 177.3819 0 -1 0 0 -1 -1 -1 13 32 1228833 1329 1
14100647 3217 80 -1 2 1 0 1 2 -1 -1 103.4239 0 -1 0 0 -1 -1 -1 0 2 768534 337 2
14100648 3218 70 -1 2 1 1 1 3 -1 -1 164.9512 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100649 3219 70 -1 2 1 1 1 3 -1 -1 184.7808 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100650 3220 60 -1 1 1 1 1 4 -1 -1 122.8119 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100650 3221 60 -1 2 2 -1 3 2 -1 -1 122.8119 0 -1 0 0 -1 -1 -1 0 0 1226788 381 2
14100651 3223 30 -1 2 2 1 2 4 -1 -1 99.0944 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100651 3224 8 -1 1 3 1 2 7 2 6 99.0944 840696 100 1 -1 -1 -1 -1 -1 -1 0 -1 0
14100651 3222 40 -1 1 1 1 1 1 -1 -1 99.0944 0 -1 0 3 -1 -1 -1 3 8 1127929 1085 1
14100652 3225 30 -1 1 1 0 1 1 -1 -1 214.8305 0 -1 0 5 -1 -1 -1 16 37 735327 1249 1
14100652 3226 30 -1 2 2 1 1 4 -1 -1 214.8305 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100652 3227 2 -1 1 3 1 -1 8 -1 -1 214.8305 0 -1 1 0 -1 -1 -1 -1 -1 0 -1 0
14100668 3262 50 -1 2 1 1 1 1 -1 -1 200.8923 0 -1 0 3 -1 -1 -1 20 46 716667 1256 1
14100699 3316 8 -1 2 3 1 3 7 1 4 1112.3691 741634 1197 1 -1 -1 -1 -1 -1 -1 0 -1 0
14100699 3315 40 -1 2 2 1 2 4 -1 -1 1112.3691 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100699 3317 8 -1 1 4 1 2 7 1 4 1112.3691 741634 1197 1 -1 -1 -1 -1 -1 -1 0 -1 0
14100699 3314 50 -1 1 1 1 1 5 -1 -1 1112.3691 0 -1 1 5 -1 -1 -1 10 24 717277 175 1
14100700 3318 30 -1 1 1 0 1 1 -1 -1 104.3892 0 -1 0 4 -1 -1 -1 20 45 828894 1250 1
14100700 3319 30 -1 2 2 0 1 1 -1 -1 104.3892 0 -1 0 3 -1 -1 -1 20 44 828935 1248 1
14100720 3374 40 -1 1 1 -1 1 1 -1 -1 557.6325 0 -1 0 0 -1 -1 -1 19 39 913097 657 1
14100720 3375 40 -1 2 2 0 3 1 -1 -1 557.6325 0 -1 0 0 -1 -1 -1 7 23 195222 1279 1
14100720 3376 2 -1 1 3 1 -1 8 -1 -1 557.6325 0 -1 1 0 -1 -1 -1 -1 -1 0 -1 0
14100721 3377 60 -1 1 1 0 1 1 -1 -1 218.7158 0 -1 0 3 -1 -1 -1 20 45 1052376 1245 1
14100721 3378 60 -1 2 2 -1 2 1 -1 -1 218.7158 0 -1 0 0 -1 -1 -1 0 2 841202 895 1
14100723 3382 70 -1 2 1 -1 1 1 -1 -1 436.9504 0 -1 0 0 -1 -1 -1 7 15 1000452 918 1
14100724 3384 30 -1 1 2 -1 2 1 -1 -1 780.8778 0 -1 0 0 -1 -1 -1 7 19 1100176 954 1
14100724 3385 2 -1 1 3 1 -1 8 -1 -1 780.8778 0 -1 1 0 -1 -1 -1 -1 -1 0 -1 0
14100724 3383 30 -1 2 1 1 1 4 -1 -1 780.8778 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100725 3386 50 -1 1 1 -1 1 1 -1 -1 219.6613 0 -1 0 3 -1 -1 -1 7 17 857244 946 1
14100725 3388 8 -1 2 3 1 2 7 1 2 219.6613 933123 806 1 -1 -1 -1 -1 -1 -1 0 -1 0
14100725 3387 50 -1 2 2 -1 3 1 -1 -1 219.6613 0 -1 0 3 -1 -1 -1 7 16 777816 956 1
14100725 3389 2 -1 1 4 1 -1 8 2 4 219.6613 944292 797 1 0 -1 -1 -1 -1 -1 0 -1 0
14100745 3431 80 -1 2 2 1 2 3 -1 -1 292.7496 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100745 3430 80 -1 1 1 1 1 3 -1 -1 292.7496 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100746 3432 40 -1 1 1 1 1 1 -1 -1 182.9929 0 -1 0 3 -1 -1 -1 14 31 789483 40 1
14100746 3433 40 -1 1 2 -1 2 1 -1 -1 182.9929 0 -1 0 0 -1 -1 -1 10 23 777811 955 1
14100747 3435 40 -1 2 2 1 2 4 -1 -1 140.7337 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100747 3434 40 -1 1 1 -1 1 1 -1 -1 140.7337 0 -1 0 0 -1 -1 -1 7 19 1067478 953 1
14100784 3520 60 -1 2 2 0 3 1 -1 -1 316.2946 0 -1 0 3 -1 -1 -1 10 33 916482 1258 1
14100784 3519 50 -1 1 1 1 1 4 -1 -1 316.2946 0 -1 0 0 -1 -1 -1 -1 -1 0 -1 0
14100785 3521 30 -1 1 1 -1 1 1 -1 -1 532.8244 0 -1 0 0 -1 -1 -1 7 17 777816 956 1
14100785 3523 2 -1 2 3 1 -1 8 -1 -1 532.8244 0 -1 1 0 -1 -1 -1 -1 -1 0 -1 0
14100785 3522 30 -1 2 2 -1 1 1 -1 -1 532.8244 0 -1 0 0 -1 -1 -1 5 12 728126 710 1
14100805 3573 8 -1 2 2 1 2 7 2 7 184.7686 693302 232 1 -1 -1 -1 -1 -1 -1 0 -1 0
