hhno id pagey pdiary pgend pno ppaidprk pproxy pptyp psaudist psautime psexpfac pspcl pstaz pstyp ptpass puwarrp puwdepp puwmode pwaudist pwautime pwpcl pwtaz pwtyp
14104094 9957 50 -1 2 1 -1 1 1 -1.0 -1.0 336.9445 0 -1 0 0 -1 -1 -1 16.585 42 1180968 1333 1
14104094 9958 40 -1 1 2 -1 3 1 -1.0 -1.0 336.9445 0 -1 0 0 -1 -1 -1 9.49 22 862024 1325 1
14104093 9954 30 -1 2 1 1 1 4 -1.0 -1.0 585.6282 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104093 9955 40 -1 1 2 -1 1 2 -1.0 -1.0 585.6282 0 -1 0 0 -1 -1 -1 41.99 78 726265 1331 2
14104093 9956 2 -1 2 3 1 -1 8 -1.0 -1.0 585.6282 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104092 9951 30 -1 2 1 0 1 2 -1.0 -1.0 526.0921 0 -1 0 0 -1 -1 -1 3.6 12 481775 1352 2
14104092 9952 30 -1 1 2 -1 2 1 -1.0 -1.0 526.0921 0 -1 0 0 -1 -1 -1 9.635 24 439421 1351 1
14104092 9953 2 -1 1 3 1 -1 8 -1.0 -1.0 526.0921 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104091 9948 30 -1 2 1 1 1 4 -1.0 -1.0 733.4216 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104091 9949 30 -1 1 2 -1 2 1 -1.0 -1.0 733.4216 0 -1 0 0 -1 -1 -1 15.285 45 766619 1325 1
14104091 9950 2 -1 2 3 1 -1 8 -1.0 -1.0 733.4216 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104090 9946 60 -1 1 1 0 2 1 -1.0 -1.0 338.4998 0 -1 0 0 -1 -1 -1 23.74 58 872642 1325 1
14104090 9947 90 -1 1 2 1 3 3 -1.0 -1.0 338.4998 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104089 9942 40 -1 2 1 1 1 1 -1.0 -1.0 357.1718 0 -1 0 3 -1 -1 -1 23.855 61 735382 1249 1
14104089 9943 50 -1 2 2 1 2 1 -1.0 -1.0 357.1718 0 -1 0 3 -1 -1 -1 23.855 61 735380 1249 1
14104089 9944 8 -1 2 3 1 3 7 1.81704545455 12.1378636364 357.1718 132736 1280 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14104089 9945 2 -1 2 4 1 -1 8 -1.0 -1.0 357.1718 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104088 9939 70 -1 2 1 -1 1 5 6.25 19.105 266.2527 104755 1282 1 0 -1 -1 -1 10.0595352775 78 123839 1281 2
14104088 9940 50 -1 1 2 -1 3 1 -1.0 -1.0 266.2527 0 -1 0 0 -1 -1 -1 11.275 18 57168 1287 1
14104088 9941 14 -1 2 3 1 3 7 2.49358636364 9.3560171286 266.2527 111696 1282 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14104087 9938 70 -1 2 1 1 1 3 -1.0 -1.0 254.5841 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104086 9934 30 -1 1 1 -1 2 1 -1.0 -1.0 438.9317 0 -1 0 0 -1 -1 -1 48.665 98 200186 1278 1
14104086 9935 30 -1 2 2 1 1 4 -1.0 -1.0 438.9317 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104086 9936 2 -1 2 3 1 -1 8 -1.0 -1.0 438.9317 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104086 9937 2 -1 2 4 1 -1 8 -1.0 -1.0 438.9317 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104085 9931 30 -1 1 1 0 1 1 -1.0 -1.0 147.8089 0 -1 0 0 -1 -1 -1 3.99 15 3021 1319 1
14104085 9932 30 -1 1 2 1 3 2 -1.0 -1.0 147.8089 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 2
14104085 9933 30 -1 2 3 1 3 4 -1.0 -1.0 147.8089 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104084 9929 60 -1 1 1 1 1 4 -1.0 -1.0 159.1097 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104084 9930 60 -1 2 2 1 3 1 -1.0 -1.0 159.1097 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 1
14104083 9928 70 -1 2 1 -1 1 1 -1.0 -1.0 350.6105 0 -1 0 0 -1 -1 -1 10.145 23 419908 1323 1
14104082 9925 40 -1 1 1 1 1 4 -1.0 -1.0 567.1246 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104082 9926 14 -1 2 2 1 1 7 -1.0 -1.0 567.1246 0 -1 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14104082 9927 40 -1 2 3 1 1 4 -1.0 -1.0 567.1246 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104081 9924 60 -1 2 1 1 1 4 -1.0 -1.0 279.5478 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104080 9921 60 -1 1 1 -1 1 1 -1.0 -1.0 321.4955 0 -1 0 0 -1 -1 -1 35.225 62 280302 1349 1
14104080 9922 70 -1 2 2 -1 2 1 -1.0 -1.0 321.4955 0 -1 0 0 -1 -1 -1 7.49 21 372817 1346 1
14104080 9923 30 -1 2 3 -1 1 5 -1.0 -1.0 321.4955 0 -1 1 0 -1 -1 -1 46.41 73 640465 1353 1
14104079 9918 50 -1 1 1 -1 1 1 -1.0 -1.0 487.6977 0 -1 0 0 -1 -1 -1 28.055 47 371810 1347 1
14104079 9919 40 -1 2 2 -1 1 2 -1.0 -1.0 487.6977 0 -1 0 0 -1 -1 -1 5.43 13 361038 1346 2
14104079 9920 21 -1 2 3 1 1 4 15.635 35.945 487.6977 377717 1347 2 0 -1 -1 -1 -1.0 -1 0 -1 0
14104078 9916 21 -1 1 1 1 1 4 -1.0 -1.0 232.5541 0 -1 2 0 -1 -1 -1 -1.0 -1 0 -1 0
14104078 9917 30 -1 2 2 -1 1 5 -1.0 -1.0 232.5541 0 -1 1 0 -1 -1 -1 81.355 138 871449 945 1
14104077 9913 40 -1 2 1 1 1 5 8.6 19.74 760.2926 377717 1347 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104077 9914 30 -1 1 2 -1 1 1 -1.0 -1.0 760.2926 0 -1 0 0 -1 -1 -1 4.38 13 280603 1347 1
14104077 9915 2 -1 2 3 1 -1 8 -1.0 -1.0 760.2926 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104076 9911 70 -1 1 1 1 1 3 -1.0 -1.0 274.6185 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104076 9912 60 -1 2 2 1 3 4 -1.0 -1.0 274.6185 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104075 9910 50 -1 1 1 -1 1 1 -1.0 -1.0 561.9066 0 -1 0 0 -1 -1 -1 26.25 61 674037 1330 1
14104074 9909 70 -1 2 1 1 1 3 -1.0 -1.0 308.0602 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104073 9907 50 -1 1 1 1 1 4 -1.0 -1.0 484.9035 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104073 9908 50 -1 2 2 -1 2 1 -1.0 -1.0 484.9035 0 -1 0 0 -1 -1 -1 7.29 19 920037 850 1
14104072 9905 50 -1 2 1 1 1 4 -1.0 -1.0 439.1484 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104072 9906 60 -1 1 2 -1 2 1 -1.0 -1.0 439.1484 0 -1 0 0 -1 -1 -1 10.77 31 848627 1109 1
14104071 9903 70 -1 1 1 -1 1 1 -1.0 -1.0 184.5034 0 -1 0 0 -1 -1 -1 16.14 28 293308 1347 1
14104071 9904 70 -1 2 2 1 2 3 -1.0 -1.0 184.5034 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104070 9902 80 -1 2 1 1 1 3 -1.0 -1.0 466.5335 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104069 9899 50 -1 1 1 -1 1 1 -1.0 -1.0 1814.5423 0 -1 0 0 -1 -1 -1 10.925 27 885255 1333 1
14104069 9900 80 -1 1 2 1 3 3 -1.0 -1.0 1814.5423 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104069 9901 80 -1 2 3 1 3 3 -1.0 -1.0 1814.5423 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104068 9897 70 -1 2 1 1 1 3 -1.0 -1.0 284.4418 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104068 9898 70 -1 1 2 1 2 3 -1.0 -1.0 284.4418 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104067 9895 30 -1 2 1 -1 1 1 -1.0 -1.0 128.6061 0 -1 0 0 -1 -1 -1 11.665 30 1149479 980 1
14104067 9896 40 -1 1 2 -1 2 1 -1.0 -1.0 128.6061 0 -1 0 0 -1 -1 -1 10.78 29 1100182 130 1
14104066 9893 60 -1 1 1 -1 1 1 -1.0 -1.0 304.9823 0 -1 0 0 -1 -1 -1 26.15 47 236628 1277 1
14104066 9894 60 -1 2 2 1 3 2 -1.0 -1.0 304.9823 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 2
14104065 9890 70 -1 1 1 1 1 3 -1.0 -1.0 82.8742 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104065 9891 70 -1 2 2 1 2 3 -1.0 -1.0 82.8742 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104065 9892 40 -1 2 3 -1 3 1 -1.0 -1.0 82.8742 0 -1 0 0 -1 -1 -1 8.485 24 762753 1327 1
14104064 9888 50 -1 1 1 -1 1 1 -1.0 -1.0 415.1015 0 -1 0 3 -1 -1 -1 23.14 57 1126722 1033 1
14104064 9889 50 -1 2 2 1 1 5 -1.0 -1.0 415.1015 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104063 9887 50 -1 1 1 -1 1 1 -1.0 -1.0 82.26 0 -1 0 0 -1 -1 -1 13.35 32 943566 1335 1
14104062 9884 30 -1 2 1 0 1 1 -1.0 -1.0 2067.3175 0 -1 0 3 -1 -1 -1 21.145 48 735372 1249 1
14104062 9885 40 -1 1 2 -1 1 1 -1.0 -1.0 2067.3175 0 -1 0 0 -1 -1 -1 20.175 46 1161534 1245 1
14104062 9886 2 -1 2 3 1 -1 8 -1.0 -1.0 2067.3175 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104061 9882 60 -1 1 1 0 1 1 -1.0 -1.0 237.5636 0 -1 0 0 -1 -1 -1 7.48 19 1227654 1325 1
14104061 9883 60 -1 2 2 1 2 4 -1.0 -1.0 237.5636 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104060 9881 60 -1 2 1 1 1 4 -1.0 -1.0 622.9354 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104059 9880 90 -1 2 1 1 1 3 -1.0 -1.0 613.3453 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104058 9878 50 -1 1 1 0 1 1 -1.0 -1.0 876.6534 0 -1 0 0 -1 -1 -1 10.44 29 1161305 1249 1
14104058 9879 17 -1 1 2 1 3 6 0.356818181818 3.60061983471 876.6534 786869 1333 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14104057 9877 70 -1 1 1 1 1 3 -1.0 -1.0 203.704 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104056 9875 80 -1 2 1 1 1 3 -1.0 -1.0 126.8507 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104056 9876 80 -1 1 2 1 2 3 -1.0 -1.0 126.8507 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104055 9871 60 -1 1 1 -1 1 1 -1.0 -1.0 672.6719 0 -1 0 0 -1 -1 -1 0.0568181818182 0 1234378 911 1
14104055 9872 60 -1 1 2 -1 2 1 -1.0 -1.0 672.6719 0 -1 0 0 -1 -1 -1 5.57 17 698455 1175 1
14104055 9873 30 -1 2 3 0 2 1 -1.0 -1.0 672.6719 0 -1 0 0 -1 -1 -1 10.435 28 890866 135 1
14104055 9874 30 -1 2 4 -1 2 2 35.31 63.075 672.6719 731664 1331 2 0 -1 -1 -1 5.905 17 759037 757 2
14104054 9870 50 -1 1 1 -1 1 1 -1.0 -1.0 165.6224 0 -1 0 0 -1 -1 -1 22.105 56 913089 1355 1
14104052 9868 60 -1 2 1 1 1 1 -1.0 -1.0 714.0699 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 1
14104052 9869 60 -1 1 2 -1 1 1 -1.0 -1.0 714.0699 0 -1 0 0 -1 -1 -1 1.67623089102 17 1187728 81 1
14104051 9864 40 -1 2 1 -1 1 2 -1.0 -1.0 532.2188 0 -1 0 0 -1 -1 -1 5.045 18 1145206 355 2
14104051 9865 40 -1 1 2 -1 1 1 -1.0 -1.0 532.2188 0 -1 0 3 -1 -1 -1 9.38 27 1067461 947 1
14104051 9866 8 -1 2 3 1 3 7 5.045 17.635 532.2188 1226823 354 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14104051 9867 14 -1 2 4 1 3 7 5.045 17.635 532.2188 1226823 354 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14104050 9862 80 -1 1 1 1 1 3 -1.0 -1.0 263.9578 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104050 9863 80 -1 2 2 1 1 3 -1.0 -1.0 263.9578 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104049 9861 70 -1 2 1 1 1 3 -1.0 -1.0 570.3632 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104048 9860 50 -1 2 1 -1 1 1 -1.0 -1.0 261.2888 0 -1 0 0 -1 -1 -1 29.07 59 126605 1281 1
14104047 9859 60 -1 2 1 -1 1 1 -1.0 -1.0 108.3419 0 -1 0 0 -1 -1 -1 6.68 19 796653 1244 1
14104046 9857 30 -1 2 1 -1 1 5 3.635 21.845 48.1527 797163 1259 1 5 -1 -1 -1 3.77 19 1089685 1342 2
14104046 9858 30 -1 1 2 -1 1 1 -1.0 -1.0 48.1527 0 -1 0 5 -1 -1 -1 5.155 18 993397 1355 1
14104045 9855 40 -1 2 1 0 1 1 -1.0 -1.0 27.5577 0 -1 1 5 -1 -1 -1 7.13 23 1142851 1243 1
14104045 9856 30 -1 2 2 0 2 1 0.471057575758 8.38391896853 27.5577 1113228 1256 1 0 -1 -1 -1 1.81475542929 16 735369 1249 1
14104044 9853 50 -1 1 1 1 1 1 -1.0 -1.0 25.369 0 -1 0 3 -1 -1 -1 12.14 31 932541 39 1
14104044 9854 50 -1 2 2 1 2 1 -1.0 -1.0 25.369 0 -1 0 4 -1 -1 -1 1.75494166667 15 800325 1248 1
14104043 9852 60 -1 1 1 1 1 4 -1.0 -1.0 90.3517 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104042 9851 30 -1 2 1 0 1 1 -1.0 -1.0 111.9733 0 -1 0 5 -1 -1 -1 3.71 20 716747 1256 1
14104041 9849 40 -1 1 1 -1 1 1 -1.0 -1.0 52.6357 0 -1 0 0 -1 -1 -1 21.765 39 1119134 918 1
14104041 9850 40 -1 2 2 1 3 4 2.3570145202 15.2032818175 52.6357 718311 1339 2 0 -1 -1 -1 -1.0 -1 0 -1 0
14104040 9848 40 -1 2 1 0 1 1 -1.0 -1.0 49.4452 0 -1 0 0 -1 -1 -1 0.503333333333 7 1208217 1252 1
14104039 9845 40 -1 1 1 -1 3 1 -1.0 -1.0 182.9565 0 -1 0 0 -1 -1 -1 13.355 28 730963 1330 1
14104039 9846 40 -1 1 2 0 1 5 1.02578030303 9.74218711574 182.9565 1078623 1254 1 0 -1 -1 -1 1.20027140152 10 1103203 1253 2
14104039 9847 50 -1 1 3 1 2 4 -1.0 -1.0 182.9565 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104038 9841 50 -1 2 1 1 1 4 -1.0 -1.0 319.4561 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104038 9842 40 -1 1 2 -1 3 1 -1.0 -1.0 319.4561 0 -1 0 0 -1 -1 -1 2.83090776515 13 793893 1341 1
14104038 9843 8 -1 1 3 1 2 7 0.684370707071 5.61558977446 319.4561 1265124 1261 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14104038 9844 2 -1 1 4 1 -1 8 0.684370707071 5.61558977446 319.4561 1265124 1261 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104037 9840 30 -1 2 1 1 1 5 1.72645505051 11.6765569392 475.5576 751735 1259 1 5 -1 -1 -1 -1.0 -1 0 -1 2
14104036 9839 70 -1 1 1 1 1 3 -1.0 -1.0 347.8866 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104035 9837 30 -1 1 1 0 1 1 -1.0 -1.0 264.165 0 -1 0 3 -1 -1 -1 6.575 27 735333 1248 1
14104035 9838 30 -1 2 2 0 2 1 -1.0 -1.0 264.165 0 -1 0 5 -1 -1 -1 6.035 26 797163 1259 1
14104034 9835 50 -1 1 1 0 1 1 -1.0 -1.0 232.0052 0 -1 0 3 -1 -1 -1 9.15 28 828893 1250 1
14104034 9836 50 -1 2 2 0 3 1 -1.0 -1.0 232.0052 0 -1 0 3 -1 -1 -1 9.15 28 828972 1250 1
14104033 9833 30 -1 1 1 -1 1 1 -1.0 -1.0 707.3987 0 -1 0 0 -1 -1 -1 6.725 21 1223048 1341 1
14104033 9834 30 -1 2 2 1 2 4 2.49752525253 14.8486023875 707.3987 797163 1259 2 1 -1 -1 -1 -1.0 -1 0 -1 0
14104032 9830 30 -1 1 1 -1 1 1 -1.0 -1.0 103.6998 0 -1 0 5 -1 -1 -1 4.05 12 761895 751 1
14104032 9831 30 -1 2 2 1 1 4 -1.0 -1.0 103.6998 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104032 9832 2 -1 1 3 1 -1 8 2.00377411616 7.984582138 103.6998 674772 1162 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104031 9825 40 -1 2 1 1 1 4 -1.0 -1.0 227.6825 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104031 9826 40 -1 1 2 -1 2 1 -1.0 -1.0 227.6825 0 -1 0 0 -1 -1 -1 18.5 36 282672 1347 1
14104031 9827 8 -1 1 3 1 2 7 0.401755808081 2.4734965796 227.6825 305276 1348 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14104031 9828 2 -1 2 4 1 -1 8 -1.0 -1.0 227.6825 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104031 9829 2 -1 1 5 1 -1 8 -1.0 -1.0 227.6825 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14104029 9823 60 -1 1 1 1 3 4 -1.0 -1.0 127.774 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104029 9824 60 -1 2 2 -1 1 1 -1.0 -1.0 127.774 0 -1 0 0 -1 -1 -1 14.425 30 523326 1351 1
14104028 9821 50 -1 2 1 0 1 1 -1.0 -1.0 32.0528 0 -1 0 0 -1 -1 -1 2.6886094697 11 1064038 1341 1
14104028 9822 40 -1 1 2 0 1 1 -1.0 -1.0 32.0528 0 -1 0 5 -1 -1 -1 3.49 14 1161262 1339 1
14104027 9819 40 -1 2 1 -1 1 2 -1.0 -1.0 51.6989 0 -1 0 0 -1 -1 -1 3.37 14 992750 1262 2
14104027 9820 40 -1 1 2 0 2 1 -1.0 -1.0 51.6989 0 -1 0 0 -1 -1 -1 3.025975 13 815515 1260 1
14104026 9818 80 -1 2 1 1 1 3 -1.0 -1.0 58.8127 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104025 9816 40 -1 1 1 -1 1 1 -1.0 -1.0 42.4426 0 -1 0 3 -1 -1 -1 21.485 37 777837 955 1
14104025 9817 30 -1 2 2 -1 3 1 -1.0 -1.0 42.4426 0 -1 0 0 -1 -1 -1 10.4 29 1249914 1338 1
14104023 9814 70 -1 1 1 1 1 3 -1.0 -1.0 71.7438 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104023 9815 60 -1 2 2 0 3 1 -1.0 -1.0 71.7438 0 -1 0 4 -1 -1 -1 14.995 40 716701 1339 1
14104022 9812 60 -1 1 1 0 1 1 -1.0 -1.0 32.4183 0 -1 0 5 -1 -1 -1 2.79541085859 12 828331 1260 1
14104022 9813 60 -1 2 2 1 2 1 -1.0 -1.0 32.4183 0 -1 0 5 -1 -1 -1 -1.0 -1 0 -1 1
14104021 9810 30 -1 2 1 -1 2 2 -1.0 -1.0 121.0712 0 -1 0 0 -1 -1 -1 2.99110265152 14 829772 1340 2
14104021 9811 30 -1 1 2 0 1 1 -1.0 -1.0 121.0712 0 -1 0 4 -1 -1 -1 4.4 21 828892 1248 1
14104020 9808 30 -1 2 1 1 1 1 -1.0 -1.0 51.9554 0 -1 0 3 -1 -1 -1 1.78134532828 14 735371 1249 1
14104020 9809 30 -1 1 2 -1 2 1 -1.0 -1.0 51.9554 0 -1 0 0 -1 -1 -1 0.680042424242 10 718232 1339 1
14104019 9807 30 -1 2 1 0 1 1 -1.0 -1.0 58.2456 0 -1 0 3 -1 -1 -1 2.94460700758 18 829775 1340 1
14104018 9805 70 -1 2 1 1 1 3 -1.0 -1.0 171.2027 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104018 9806 70 -1 1 2 1 1 3 -1.0 -1.0 171.2027 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104017 9804 30 -1 2 1 0 1 1 -1.0 -1.0 136.9962 0 -1 0 0 -1 -1 -1 3.335 13 1246985 1338 1
14104016 9802 40 -1 2 1 1 1 4 -1.0 -1.0 30.3282 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14104016 9803 40 -1 1 2 -1 2 1 -1.0 -1.0 30.3282 0 -1 0 0 -1 -1 -1 9.99 31 894481 1343 1
14104015 9801 21 -1 2 1 1 1 1 -1.0 -1.0 141.7031 0 -1 0 5 -1 -1 -1 17.555 37 1126527 1009 1
14104014 9799 60 -1 1 1 1 1 1 -1.0 -1.0 42.7363 0 -1 0 5 -1 -1 -1 -1.0 -1 0 -1 1
14104014 9800 40 -1 1 2 -1 2 1 -1.0 -1.0 42.7363 0 -1 0 5 -1 -1 -1 13.86 33 803914 694 1
14104013 9798 30 -1 1 1 0 1 1 -1.0 -1.0 111.9733 0 -1 0 0 -1 -1 -1 0.652613383838 10 716792 1256 1
14104012 9797 30 -1 1 1 1 1 1 -1.0 -1.0 87.3721 0 -1 0 0 -1 -1 -1 2.96763573232 15 1161755 1245 1
14104011 9795 40 -1 2 1 1 1 5 7.245 21.625 66.2738 932775 1269 1 5 -1 -1 -1 -1.0 -1 0 -1 0
14104011 9796 30 -1 1 2 0 1 1 -1.0 -1.0 66.2738 0 -1 0 3 -1 -1 -1 1.59649665404 12 828981 1248 1
14104010 9793 40 -1 1 1 0 1 1 -1.0 -1.0 42.7363 0 -1 0 3 -1 -1 -1 1.64833333333 16 735375 1249 1
14104010 9794 40 -1 2 2 0 2 1 -1.0 -1.0 42.7363 0 -1 0 3 -1 -1 -1 1.64833333333 16 735375 1249 1
14104009 9792 40 -1 2 1 1 1 2 -1.0 -1.0 108.0143 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 2
14104008 9791 40 -1 1 1 -1 1 1 -1.0 -1.0 37.2383 0 -1 0 0 -1 -1 -1 21.755 43 126623 1281 1
14104007 9790 50 -1 2 1 0 1 1 -1.0 -1.0 57.0085 0 -1 0 5 -1 -1 -1 3.76 17 977507 1340 1
14104006 9789 30 -1 2 1 1 1 4 2.48122140152 18.1432533247 134.5406 751709 1259 2 2 -1 -1 -1 -1.0 -1 0 -1 0
14104005 9788 60 -1 1 1 -1 1 1 -1.0 -1.0 111.7279 0 -1 0 0 -1 -1 -1 8.005 22 913574 1268 1
14104004 9787 40 -1 2 1 -1 1 1 -1.0 -1.0 101.9788 0 -1 0 0 -1 -1 -1 1.82051818182 17 829741 1256 1
14104003 9785 40 -1 1 1 0 1 1 -1.0 -1.0 100.652 0 -1 0 0 -1 -1 -1 4.835 21 735327 1249 1
14104003 9786 40 -1 2 2 0 3 1 -1.0 -1.0 100.652 0 -1 0 5 -1 -1 -1 4.835 21 735327 1249 1
14104002 9783 30 -1 1 1 0 1 1 -1.0 -1.0 105.8263 0 -1 0 5 -1 -1 -1 33.82 57 496138 1323 1
14104002 9784 30 -1 1 2 -1 3 1 -1.0 -1.0 105.8263 0 -1 0 3 -1 -1 -1 2.52224709596 15 716681 1256 1
14104001 9782 50 -1 2 1 1 1 2 -1.0 -1.0 164.3 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 2
14104000 9780 30 -1 1 1 -1 1 1 -1.0 -1.0 81.4365 0 -1 0 3 -1 -1 -1 1.11828863636 5 923183 958 1
14104000 9781 30 -1 2 2 1 2 1 -1.0 -1.0 81.4365 0 -1 0 3 -1 -1 -1 18.845 41 947291 1330 1
14103999 9779 60 -1 2 1 1 1 4 -1.0 -1.0 110.8958 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14103998 9778 40 -1 2 1 1 1 1 -1.0 -1.0 67.2141 0 -1 0 3 -1 -1 -1 1.50041603535 14 828928 1248 1
14103997 9776 40 -1 1 1 0 1 1 -1.0 -1.0 43.3777 0 -1 0 5 -1 -1 -1 2.92271414141 12 1148106 1342 1
14103997 9777 30 -1 2 2 -1 2 2 -1.0 -1.0 43.3777 0 -1 0 0 -1 -1 -1 2.01777291667 15 735318 1249 2
14103996 9774 80 -1 1 1 1 1 3 -1.0 -1.0 132.4615 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14103996 9775 80 -1 2 2 1 1 3 -1.0 -1.0 132.4615 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14103995 9770 40 -1 1 1 -1 2 1 -1.0 -1.0 47.1896 0 -1 0 0 -1 -1 -1 5.335 21 716690 1256 1
14103995 9771 40 -1 2 2 -1 1 1 -1.0 -1.0 47.1896 0 -1 0 0 -1 -1 -1 4.92 19 1016651 1257 1
14103995 9772 2 -1 1 3 1 -1 8 5.02 21.145 47.1896 866833 1256 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14103995 9773 2 -1 1 4 1 -1 8 5.02 21.145 47.1896 866833 1256 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14103994 9768 40 -1 1 1 1 1 1 -1.0 -1.0 22.7851 0 -1 0 3 -1 -1 -1 6.5 22 1161251 1339 1
14103994 9769 30 -1 2 2 -1 2 1 -1.0 -1.0 22.7851 0 -1 0 0 -1 -1 -1 3.375 14 1109129 1264 1
14103993 9764 30 -1 1 1 -1 1 1 -1.0 -1.0 218.5698 0 -1 0 5 -1 -1 -1 2.50668989899 13 815551 1260 1
14103993 9765 30 -1 2 2 1 2 4 -1.0 -1.0 218.5698 0 -1 0 0 -1 -1 -1 -1.0 -1 0 -1 0
14103993 9766 8 -1 1 3 1 2 7 0.744450757576 5.79608089827 218.5698 1246229 1342 1 -1 -1 -1 -1 -1.0 -1 0 -1 0
14103993 9767 2 -1 1 4 1 -1 8 -1.0 -1.0 218.5698 0 -1 1 0 -1 -1 -1 -1.0 -1 0 -1 0
14103992 9762 30 -1 1 1 1 1 1 -1.0 -1.0 59.3141 0 -1 0 5 -1 -1 -1 0.900604103535 6 828727 1260 1
