day dow fhtours hdexpfac hhno id jttours phtours
1 4 0 68 14104275 6163 0 0
1 4 0 195 14104274 6162 0 0
1 4 0 161 14104273 6161 0 0
1 4 0 40 14104272 6160 0 0
1 4 0 49 14104271 6159 0 0
1 4 0 56 14104270 6158 0 0
1 4 0 103 14104269 6157 0 0
1 4 0 95 14104268 6156 0 0
1 4 0 155 14104267 6155 0 0
1 4 0 105 14104266 6154 0 0
1 4 0 198 14104265 6153 0 0
1 4 0 869 14104264 6152 0 0
1 4 0 191 14104263 6151 0 0
1 4 0 331 14104262 6150 0 0
1 4 0 131 14104261 6149 0 0
1 4 0 44 14104260 6148 0 0
1 4 0 379 14104259 6147 0 0
1 4 0 504 14104258 6146 0 0
1 4 0 254 14104257 6145 0 0
1 4 0 277 14104256 6144 0 0
1 4 0 607 14104255 6143 0 0
1 4 0 171 14104254 6142 0 0
1 4 0 517 14104253 6141 0 0
1 4 0 70 14104251 6140 0 0
1 4 0 59 14104250 6139 0 0
1 4 0 43 14104249 6138 0 0
1 4 0 66 14104248 6137 0 0
1 4 0 30 14104247 6136 0 0
1 4 0 58 14104246 6135 0 0
1 4 0 77 14104245 6134 0 0
1 4 0 333 14104244 6133 0 0
1 4 0 115 14104243 6132 0 0
1 4 0 497 14104242 6131 0 0
1 4 0 563 14104241 6130 0 0
1 4 0 164 14104240 6129 0 0
1 4 0 210 14104239 6128 0 0
1 4 0 126 14104238 6127 0 0
1 4 0 151 14104237 6126 0 0
1 4 0 1331 14104236 6125 0 0
1 4 0 147 14104235 6124 0 0
1 4 0 284 14104234 6123 0 0
1 4 0 411 14104233 6122 0 0
1 4 0 974 14104232 6121 0 0
1 4 0 197 14104231 6120 0 0
1 4 0 349 14104230 6119 0 0
1 4 0 77 14104229 6118 0 0
1 4 0 77 14104228 6117 0 0
1 4 0 174 14104227 6116 0 0
1 4 0 213 14104226 6115 0 0
1 4 0 229 14104225 6114 0 0
1 4 0 211 14104224 6113 0 0
1 4 0 901 14104223 6112 0 0
1 4 0 218 14104222 6111 0 0
1 4 0 446 14104221 6110 0 0
1 4 0 205 14104220 6109 0 0
1 4 0 849 14104219 6108 0 0
1 4 0 172 14104218 6107 0 0
1 4 0 1134 14104217 6106 0 0
1 4 0 254 14104216 6105 0 0
1 4 0 429 14104215 6104 0 0
1 4 0 372 14104214 6103 0 0
1 4 0 315 14104213 6102 0 0
1 4 0 193 14104212 6101 0 0
1 4 0 190 14104211 6100 0 0
1 4 0 223 14104210 6099 0 0
1 4 0 291 14104209 6098 0 0
1 4 0 469 14104208 6097 0 0
1 4 0 322 14104207 6096 0 0
1 4 0 196 14104206 6095 0 0
1 4 0 716 14104205 6094 0 0
1 4 0 231 14104204 6093 0 0
1 4 0 337 14104203 6092 0 0
1 4 0 564 14104202 6091 0 0
1 4 0 675 14104201 6090 0 0
1 4 0 438 14104200 6089 0 0
1 4 0 233 14104199 6088 0 0
1 4 0 591 14104198 6087 0 0
1 4 0 182 14104197 6086 0 0
1 4 0 708 14104196 6085 0 0
1 4 0 171 14104195 6084 0 0
1 4 0 48 14104194 6083 0 0
1 4 0 77 14104193 6082 0 0
1 4 0 46 14104192 6081 0 0
1 4 0 65 14104191 6080 0 0
1 4 0 217 14104190 6079 0 0
1 4 0 322 14104189 6078 0 0
1 4 0 258 14104188 6077 0 0
1 4 0 230 14104187 6076 0 0
1 4 0 76 14104186 6075 0 0
1 4 0 206 14104185 6074 0 0
1 4 0 290 14104184 6073 0 0
1 4 0 14 14104183 6072 0 0
1 4 0 77 14104182 6071 0 0
1 4 0 616 14104181 6070 0 0
1 4 0 687 14104180 6069 0 0
1 4 0 643 14104179 6068 0 0
1 4 0 822 14104178 6067 0 0
1 4 0 241 14104177 6066 0 0
1 4 0 145 14104176 6065 0 0
1 4 0 176 14104175 6064 0 0
1 4 0 366 14104174 6063 0 0
1 4 0 366 14104173 6062 0 0
1 4 0 346 14104172 6061 0 0
1 4 0 76 14104171 6060 0 0
1 4 0 203 14104170 6059 0 0
1 4 0 511 14104169 6058 0 0
1 4 0 522 14104168 6057 0 0
1 4 0 581 14104167 6056 0 0
1 4 0 391 14104166 6055 0 0
1 4 0 145 14104165 6054 0 0
1 4 0 400 14104164 6053 0 0
1 4 0 136 14104163 6052 0 0
1 4 0 148 14104162 6051 0 0
1 4 0 383 14104160 6050 0 0
1 4 0 82 14104159 6049 0 0
1 4 0 269 14104158 6048 0 0
1 4 0 89 14104157 6047 0 0
1 4 0 77 14104156 6046 0 0
1 4 0 52 14104155 6045 0 0
1 4 0 160 14104154 6044 0 0
1 4 0 72 14104153 6043 0 0
1 4 0 67 14104152 6042 0 0
1 4 0 123 14104151 6041 0 0
1 4 0 41 14104150 6040 0 0
1 4 0 124 14104149 6039 0 0
1 4 0 38 14104148 6038 0 0
1 4 0 58 14104147 6037 0 0
1 3 0 133 14104146 6036 0 0
1 3 0 31 14104145 6035 0 0
1 3 0 23 14104144 6034 0 0
1 3 0 39 14104143 6033 0 0
1 3 0 59 14104142 6032 0 0
1 3 0 125 14104140 6031 0 0
1 3 0 60 14104139 6030 0 0
1 3 0 330 14104138 6029 0 0
1 3 0 485 14104137 6028 0 0
1 3 0 487 14104136 6027 0 0
1 3 0 568 14104135 6026 0 0
1 3 0 209 14104134 6025 0 0
1 3 0 572 14104132 6024 0 0
1 3 0 2240 14104131 6023 0 0
1 3 0 361 14104130 6022 0 0
1 3 0 568 14104129 6021 0 0
1 3 0 830 14104128 6020 0 0
1 3 0 176 14104127 6019 0 0
1 3 0 439 14104126 6018 0 0
1 3 0 195 14104125 6017 0 0
1 3 0 397 14104124 6016 0 0
1 3 0 370 14104123 6015 0 0
1 3 0 521 14104122 6014 0 0
1 3 0 238 14104121 6013 0 0
1 3 0 372 14104120 6012 0 0
1 3 0 548 14104119 6011 0 0
1 3 0 2331 14104118 6010 0 0
1 3 0 1136 14104117 6009 0 0
1 3 0 793 14104116 6008 0 0
1 3 0 358 14104115 6007 0 0
1 3 0 738 14104114 6006 0 0
1 3 0 1126 14104113 6005 0 0
1 3 0 165 14104112 6004 0 0
1 3 0 200 14104111 6003 0 0
1 3 0 315 14104110 6002 0 0
1 3 0 223 14104109 6001 0 0
1 3 0 430 14104108 6000 0 0
1 3 0 253 14104107 5999 0 0
1 3 0 358 14104106 5998 0 0
1 3 0 138 14104105 5997 0 0
1 3 0 93 14104104 5996 0 0
1 3 0 508 14104103 5995 0 0
1 3 0 350 14104102 5994 0 0
1 3 0 420 14104101 5993 0 0
1 3 0 374 14104100 5992 0 0
1 3 0 178 14104099 5991 0 0
1 3 0 99 14104098 5990 0 0
1 3 0 279 14104097 5989 0 0
1 3 0 485 14104096 5988 0 0
1 3 0 454 14104095 5987 0 0
1 3 0 336 14104094 5986 0 0
1 3 0 585 14104093 5985 0 0
1 3 0 526 14104092 5984 0 0
1 3 0 733 14104091 5983 0 0
1 3 0 338 14104090 5982 0 0
1 3 0 357 14104089 5981 0 0
1 3 0 266 14104088 5980 0 0
1 3 0 254 14104087 5979 0 0
1 3 0 438 14104086 5978 0 0
1 3 0 147 14104085 5977 0 0
1 3 0 159 14104084 5976 0 0
1 3 0 350 14104083 5975 0 0
1 3 0 567 14104082 5974 0 0
1 3 0 279 14104081 5973 0 0
1 3 0 321 14104080 5972 0 0
1 3 0 487 14104079 5971 0 0
1 3 0 232 14104078 5970 0 0
1 3 0 760 14104077 5969 0 0
1 3 0 274 14104076 5968 0 0
1 3 0 561 14104075 5967 0 0
1 3 0 308 14104074 5966 0 0
1 3 0 484 14104073 5965 0 0
1 3 0 439 14104072 5964 0 0
1 3 0 184 14104071 5963 0 0
1 3 0 466 14104070 5962 0 0
1 3 0 1814 14104069 5961 0 0
1 3 0 284 14104068 5960 0 0
1 3 0 128 14104067 5959 0 0
1 3 0 304 14104066 5958 0 0
1 3 0 82 14104065 5957 0 0
1 3 0 415 14104064 5956 0 0
1 3 0 82 14104063 5955 0 0
1 3 0 2067 14104062 5954 0 0
1 3 0 237 14104061 5953 0 0
1 3 0 622 14104060 5952 0 0
1 3 0 613 14104059 5951 0 0
1 3 0 876 14104058 5950 0 0
1 3 0 203 14104057 5949 0 0
1 3 0 126 14104056 5948 0 0
1 3 0 672 14104055 5947 0 0
1 3 0 165 14104054 5946 0 0
1 3 0 714 14104052 5945 0 0
1 3 0 532 14104051 5944 0 0
1 3 0 263 14104050 5943 0 0
1 3 0 570 14104049 5942 0 0
1 3 0 261 14104048 5941 0 0
1 3 0 108 14104047 5940 0 0
1 3 0 48 14104046 5939 0 0
1 3 0 27 14104045 5938 0 0
1 3 0 25 14104044 5937 0 0
1 3 0 90 14104043 5936 0 0
1 3 0 111 14104042 5935 0 0
1 3 0 52 14104041 5934 0 0
1 3 0 49 14104040 5933 0 0
1 3 0 182 14104039 5932 0 0
1 3 0 319 14104038 5931 0 0
1 3 0 475 14104037 5930 0 0
1 3 0 347 14104036 5929 0 0
1 3 0 264 14104035 5928 0 0
1 3 0 232 14104034 5927 0 0
1 3 0 707 14104033 5926 0 0
1 3 0 103 14104032 5925 0 0
1 3 0 227 14104031 5924 0 0
1 3 0 127 14104029 5923 0 0
1 3 0 32 14104028 5922 0 0
1 3 0 51 14104027 5921 0 0
1 3 0 58 14104026 5920 0 0
1 3 0 42 14104025 5919 0 0
1 3 0 71 14104023 5918 0 0
1 3 0 32 14104022 5917 0 0
1 3 0 121 14104021 5916 0 0
1 3 0 51 14104020 5915 0 0
1 3 0 58 14104019 5914 0 0
1 3 0 171 14104018 5913 0 0
1 3 0 136 14104017 5912 0 0
1 3 0 30 14104016 5911 0 0
1 3 0 141 14104015 5910 0 0
1 3 0 42 14104014 5909 0 0
1 3 0 111 14104013 5908 0 0
1 3 0 87 14104012 5907 0 0
1 3 0 66 14104011 5906 0 0
1 3 0 42 14104010 5905 0 0
1 3 0 108 14104009 5904 0 0
1 3 0 37 14104008 5903 0 0
1 3 0 57 14104007 5902 0 0
1 3 0 134 14104006 5901 0 0
1 3 0 111 14104005 5900 0 0
1 3 0 101 14104004 5899 0 0
1 3 0 100 14104003 5898 0 0
1 3 0 105 14104002 5897 0 0
1 3 0 164 14104001 5896 0 0
1 3 0 81 14104000 5895 0 0
1 3 0 110 14103999 5894 0 0
1 3 0 67 14103998 5893 0 0
1 3 0 43 14103997 5892 0 0
1 3 0 132 14103996 5891 0 0
1 3 0 47 14103995 5890 0 0
1 3 0 22 14103994 5889 0 0
1 3 0 218 14103993 5888 0 0
1 3 0 59 14103992 5887 0 0
1 3 0 99 14103991 5886 0 0
1 3 0 157 14103990 5885 0 0
1 3 0 138 14103989 5884 0 0
1 3 0 124 14103988 5883 0 0
1 3 0 59 14103987 5882 0 0
1 3 0 38 14103986 5881 0 0
1 3 0 89 14103984 5880 0 0
1 3 0 308 14103983 5879 0 0
1 3 0 184 14103982 5878 0 0
1 3 0 186 14103981 5877 0 0
1 3 0 215 14103980 5876 0 0
1 3 0 67 14103979 5875 0 0
1 3 0 67 14103978 5874 0 0
1 3 0 173 14103977 5873 0 0
1 3 0 66 14103976 5872 0 0
1 3 0 139 14103975 5871 0 0
1 3 0 30 14103974 5870 0 0
1 3 0 144 14103973 5869 0 0
1 3 0 63 14103972 5868 0 0
1 3 0 150 14103971 5867 0 0
1 3 0 131 14103970 5866 0 0
1 3 0 94 14103969 5865 0 0
1 3 0 90 14103968 5864 0 0
1 3 0 177 14103967 5863 0 0
1 3 0 43 14103966 5862 0 0
1 3 0 68 14103965 5861 0 0
1 3 0 94 14103964 5860 0 0
1 3 0 154 14103963 5859 0 0
1 3 0 266 14103962 5858 0 0
1 3 0 236 14103961 5857 0 0
1 3 0 277 14103960 5856 0 0
1 3 0 262 14103959 5855 0 0
1 3 0 262 14103958 5854 0 0
1 3 0 254 14103957 5853 0 0
1 3 0 71 14103956 5852 0 0
1 3 0 419 14103955 5851 0 0
1 3 0 139 14103954 5850 0 0
1 3 0 134 14103953 5849 0 0
1 3 0 191 14103952 5848 0 0
1 3 0 198 14103951 5847 0 0
1 3 0 131 14103950 5846 0 0
1 3 0 64 14103949 5845 0 0
1 3 0 289 14103948 5844 0 0
1 3 0 232 14103947 5843 0 0
1 3 0 247 14103946 5842 0 0
1 3 0 33 14103945 5841 0 0
1 3 0 102 14103944 5840 0 0
1 3 0 182 14103943 5839 0 0
1 3 0 78 14103942 5838 0 0
1 3 0 1134 14103940 5837 0 0
1 3 0 1103 14103939 5836 0 0
1 3 0 267 14103938 5835 0 0
1 3 0 67 14103937 5834 0 0
1 3 0 36 14103936 5833 0 0
1 3 0 94 14103935 5832 0 0
1 3 0 88 14103934 5831 0 0
1 3 0 31 14103933 5830 0 0
1 3 0 74 14103932 5829 0 0
1 3 0 31 14103931 5828 0 0
1 3 0 100 14103930 5827 0 0
1 3 0 161 14103929 5826 0 0
1 3 0 72 14103928 5825 0 0
1 3 0 69 14103927 5824 0 0
1 3 0 48 14103926 5823 0 0
1 3 0 98 14103925 5822 0 0
1 3 0 78 14103924 5821 0 0
1 3 0 92 14103923 5820 0 0
1 3 0 41 14103922 5819 0 0
1 3 0 69 14103921 5818 0 0
1 3 0 94 14103920 5817 0 0
1 3 0 138 14103919 5816 0 0
1 3 0 312 14103918 5815 0 0
1 3 0 116 14103917 5814 0 0
1 3 0 94 14103916 5813 0 0
1 3 0 171 14103915 5812 0 0
1 3 0 741 14103914 5811 0 0
1 3 0 91 14103913 5810 0 0
1 3 0 97 14103912 5809 0 0
1 3 0 35 14103911 5808 0 0
1 3 0 64 14103910 5807 0 0
1 3 0 79 14103909 5806 0 0
1 3 0 512 14103908 5805 0 0
1 2 0 197 14103907 5804 0 0
1 2 0 555 14103906 5803 0 0
1 2 0 82 14103905 5802 0 0
1 2 0 94 14103904 5801 0 0
1 2 0 714 14103903 5800 0 0
1 2 0 96 14103902 5799 0 0
1 2 0 254 14103901 5798 0 0
1 2 0 152 14103900 5797 0 0
1 2 0 51 14103899 5796 0 0
1 2 0 52 14103898 5795 0 0
1 2 0 78 14103897 5794 0 0
1 2 0 162 14103896 5793 0 0
1 2 0 55 14103895 5792 0 0
1 2 0 511 14103893 5791 0 0
1 2 0 46 14103892 5790 0 0
1 2 0 86 14103891 5789 0 0
1 2 0 59 14103890 5788 0 0
1 2 0 86 14103889 5787 0 0
1 2 0 148 14103888 5786 0 0
1 2 0 57 14103887 5785 0 0
1 2 0 38 14103886 5784 0 0
1 2 0 50 14103885 5783 0 0
1 2 0 55 14103884 5782 0 0
1 2 0 61 14103883 5781 0 0
1 2 0 86 14103882 5780 0 0
1 2 0 86 14103881 5779 0 0
1 2 0 110 14103880 5778 0 0
1 2 0 86 14103879 5777 0 0
1 2 0 65 14103878 5776 0 0
1 2 0 52 14103877 5775 0 0
1 2 0 53 14103876 5774 0 0
1 2 0 97 14103875 5773 0 0
1 2 0 59 14103874 5772 0 0
1 2 0 98 14103873 5771 0 0
1 2 0 156 14103872 5770 0 0
1 2 0 177 14103871 5769 0 0
1 2 0 76 14103870 5768 0 0
1 2 0 66 14103869 5767 0 0
1 2 0 236 14103868 5766 0 0
1 2 0 176 14103867 5765 0 0
1 2 0 882 14103866 5764 0 0
1 2 0 33 14103865 5763 0 0
1 2 0 32 14103864 5762 0 0
1 2 0 32 14103863 5761 0 0
1 2 0 1318 14103862 5760 0 0
1 2 0 97 14103861 5759 0 0
1 2 0 253 14103860 5758 0 0
1 2 0 216 14103859 5757 0 0
1 2 0 180 14103858 5756 0 0
1 2 0 167 14103857 5755 0 0
1 2 0 325 14103856 5754 0 0
1 2 0 239 14103855 5753 0 0
1 2 0 100 14103854 5752 0 0
1 2 0 97 14103853 5751 0 0
1 2 0 86 14103852 5750 0 0
1 2 0 120 14103851 5749 0 0
1 2 0 93 14103850 5748 0 0
1 2 0 177 14103849 5747 0 0
1 2 0 262 14103848 5746 0 0
1 2 0 133 14103847 5745 0 0
1 2 0 94 14103846 5744 0 0
1 2 0 123 14103845 5743 0 0
1 2 0 103 14103844 5742 0 0
1 2 0 77 14103843 5741 0 0
1 2 0 170 14103842 5740 0 0
1 2 0 71 14103841 5739 0 0
1 2 0 97 14103840 5738 0 0
1 2 0 159 14103839 5737 0 0
1 2 0 47 14103838 5736 0 0
1 2 0 33 14103837 5735 0 0
1 2 0 34 14103836 5734 0 0
1 2 0 195 14103835 5733 0 0
1 2 0 295 14103834 5732 0 0
1 2 0 75 14103833 5731 0 0
1 2 0 43 14103832 5730 0 0
1 2 0 67 14103831 5729 0 0
1 2 0 133 14103830 5728 0 0
1 2 0 46 14103829 5727 0 0
1 2 0 112 14103828 5726 0 0
1 2 0 81 14103826 5725 0 0
1 2 0 85 14103825 5724 0 0
1 2 0 109 14103824 5723 0 0
1 2 0 314 14103823 5722 0 0
1 2 0 37 14103822 5721 0 0
1 2 0 372 14103821 5720 0 0
1 2 0 212 14103820 5719 0 0
1 2 0 74 14103819 5718 0 0
1 2 0 99 14103818 5717 0 0
1 2 0 104 14103817 5716 0 0
1 2 0 58 14103816 5715 0 0
1 2 0 82 14103815 5714 0 0
1 2 0 219 14103814 5713 0 0
1 2 0 78 14103813 5712 0 0
1 2 0 43 14103812 5711 0 0
1 2 0 232 14103811 5710 0 0
1 2 0 182 14103810 5709 0 0
1 2 0 44 14103809 5708 0 0
1 2 0 71 14103808 5707 0 0
1 2 0 80 14103807 5706 0 0
1 2 0 105 14103806 5705 0 0
1 2 0 145 14103805 5704 0 0
1 2 0 125 14103804 5703 0 0
1 2 0 36 14103803 5702 0 0
1 2 0 46 14103802 5701 0 0
1 2 0 32 14103801 5700 0 0
1 2 0 66 14103800 5699 0 0
1 2 0 130 14103799 5698 0 0
1 2 0 23 14103798 5697 0 0
1 2 0 66 14103797 5696 0 0
1 2 0 33 14103796 5695 0 0
1 2 0 92 14103795 5694 0 0
1 2 0 73 14103794 5693 0 0
1 2 0 103 14103793 5692 0 0
1 2 0 56 14103792 5691 0 0
1 2 0 205 14103791 5690 0 0
1 2 0 80 14103790 5689 0 0
1 2 0 42 14103789 5688 0 0
1 2 0 38 14103788 5687 0 0
1 2 0 376 14103787 5686 0 0
1 2 0 147 14103785 5685 0 0
1 2 0 217 14103784 5684 0 0
1 2 0 262 14103783 5683 0 0
1 2 0 63 14103782 5682 0 0
1 2 0 460 14103781 5681 0 0
1 2 0 163 14103780 5680 0 0
1 2 0 257 14103779 5679 0 0
1 2 0 294 14103778 5678 0 0
1 2 0 422 14103777 5677 0 0
1 2 0 103 14103776 5676 0 0
1 2 0 60 14103775 5675 0 0
1 2 0 56 14103774 5674 0 0
1 2 0 81 14103773 5673 0 0
1 2 0 330 14103772 5672 0 0
1 2 0 277 14103771 5671 0 0
1 2 0 89 14103770 5670 0 0
1 2 0 56 14103769 5669 0 0
1 2 0 41 14103768 5668 0 0
1 2 0 71 14103767 5667 0 0
1 2 0 798 14103766 5666 0 0
1 2 0 233 14103765 5665 0 0
1 2 0 306 14103764 5664 0 0
1 2 0 350 14103763 5663 0 0
1 2 0 2765 14103762 5662 0 0
1 2 0 183 14103761 5661 0 0
1 2 0 532 14103760 5660 0 0
1 2 0 529 14103759 5659 0 0
1 2 0 86 14103758 5658 0 0
1 2 0 512 14103757 5657 0 0
1 2 0 1816 14103756 5656 0 0
1 2 0 78 14103755 5655 0 0
1 2 0 183 14103754 5654 0 0
1 2 0 367 14103753 5653 0 0
1 2 0 99 14103752 5652 0 0
1 2 0 79 14103751 5651 0 0
1 2 0 696 14103750 5650 0 0
1 2 0 176 14103749 5649 0 0
1 2 0 389 14103748 5648 0 0
1 2 0 125 14103747 5647 0 0
1 2 0 1167 14103746 5646 0 0
1 2 0 467 14103745 5645 0 0
1 2 0 80 14103744 5644 0 0
1 2 0 457 14103743 5643 0 0
1 2 0 199 14103742 5642 0 0
1 2 0 250 14103741 5641 0 0
1 2 0 404 14103740 5640 0 0
1 2 0 265 14103739 5639 0 0
1 2 0 626 14103738 5638 0 0
1 2 0 827 14103737 5637 0 0
1 2 0 346 14103736 5636 0 0
1 2 0 518 14103735 5635 0 0
1 2 0 825 14103734 5634 0 0
1 2 0 382 14103733 5633 0 0
1 2 0 714 14103732 5632 0 0
1 2 0 147 14103731 5631 0 0
1 2 0 273 14103730 5630 0 0
1 2 0 219 14103729 5629 0 0
1 2 0 284 14103728 5628 0 0
1 2 0 215 14103727 5627 0 0
1 2 0 211 14103726 5626 0 0
1 2 0 809 14103725 5625 0 0
1 2 0 238 14103724 5624 0 0
1 2 0 159 14103723 5623 0 0
1 2 0 323 14103722 5622 0 0
1 2 0 396 14103721 5621 0 0
1 2 0 450 14103720 5620 0 0
1 2 0 665 14103719 5619 0 0
1 2 0 809 14103718 5618 0 0
1 2 0 418 14103717 5617 0 0
1 2 0 333 14103716 5616 0 0
1 2 0 533 14103715 5615 0 0
1 2 0 161 14103714 5614 0 0
1 2 0 169 14103713 5613 0 0
1 2 0 216 14103712 5612 0 0
1 2 0 144 14103711 5611 0 0
1 2 0 490 14103710 5610 0 0
1 2 0 300 14103709 5609 0 0
1 2 0 873 14103708 5608 0 0
1 2 0 202 14103707 5607 0 0
1 2 0 480 14103706 5606 0 0
1 2 0 424 14103705 5605 0 0
1 2 0 72 14103704 5604 0 0
1 2 0 166 14103703 5603 0 0
1 2 0 497 14103702 5602 0 0
1 2 0 77 14103701 5601 0 0
1 2 0 67 14103700 5600 0 0
1 2 0 293 14103699 5599 0 0
1 2 0 253 14103698 5598 0 0
1 2 0 280 14103697 5597 0 0
1 2 0 288 14103696 5596 0 0
1 2 0 300 14103695 5595 0 0
1 2 0 1080 14103694 5594 0 0
1 2 0 222 14103693 5593 0 0
1 2 0 108 14103692 5592 0 0
1 2 0 246 14103691 5591 0 0
1 2 0 737 14103690 5590 0 0
1 2 0 410 14103689 5589 0 0
1 2 0 376 14103688 5588 0 0
1 2 0 240 14103687 5587 0 0
1 2 0 501 14103686 5586 0 0
1 2 0 918 14103685 5585 0 0
1 2 0 94 14103684 5584 0 0
1 2 0 288 14103683 5583 0 0
1 2 0 314 14103682 5582 0 0
1 2 0 534 14103681 5581 0 0
1 2 0 349 14103680 5580 0 0
1 2 0 211 14103679 5579 0 0
1 2 0 635 14103678 5578 0 0
1 2 0 219 14103677 5577 0 0
1 2 0 606 14103676 5576 0 0
1 2 0 138 14103675 5575 0 0
1 2 0 342 14103674 5574 0 0
1 2 0 1293 14103673 5573 0 0
1 2 0 413 14103672 5572 0 0
1 2 0 549 14103671 5571 0 0
1 2 0 398 14103670 5570 0 0
1 2 0 664 14103669 5569 0 0
1 2 0 816 14103668 5568 0 0
1 2 0 367 14103667 5567 0 0
1 2 0 184 14103666 5566 0 0
1 2 0 67 14103665 5565 0 0
1 2 0 109 14103664 5564 0 0
1 2 0 100 14103663 5563 0 0
1 2 0 82 14103662 5562 0 0
1 2 0 80 14103661 5561 0 0
1 2 0 138 14103660 5560 0 0
1 2 0 78 14103659 5559 0 0
1 2 0 84 14103658 5558 0 0
1 2 0 61 14103657 5557 0 0
1 2 0 126 14103656 5556 0 0
1 2 0 85 14103655 5555 0 0
1 2 0 86 14103654 5554 0 0
1 2 0 98 14103653 5553 0 0
1 2 0 138 14103652 5552 0 0
1 2 0 53 14103651 5551 0 0
1 4 0 31 14103650 5550 0 0
1 4 0 92 14103649 5549 0 0
1 4 0 121 14103648 5548 0 0
1 4 0 45 14103647 5547 0 0
1 4 0 88 14103646 5546 0 0
1 4 0 49 14103645 5545 0 0
1 4 0 28 14103644 5544 0 0
1 4 0 245 14103643 5543 0 0
1 4 0 133 14103642 5542 0 0
1 4 0 90 14103641 5541 0 0
1 4 0 189 14103640 5540 0 0
1 4 0 238 14103639 5539 0 0
1 4 0 91 14103638 5538 0 0
1 4 0 133 14103637 5537 0 0
1 4 0 89 14103636 5536 0 0
1 4 0 85 14103635 5535 0 0
1 4 0 110 14103634 5534 0 0
1 4 0 230 14103633 5533 0 0
1 4 0 467 14103632 5532 0 0
1 4 0 336 14103631 5531 0 0
1 4 0 75 14103630 5530 0 0
1 4 0 147 14103629 5529 0 0
1 4 0 323 14103628 5528 0 0
1 4 0 996 14103627 5527 0 0
1 4 0 859 14103626 5526 0 0
1 4 0 240 14103625 5525 0 0
1 4 0 602 14103624 5524 0 0
1 4 0 664 14103623 5523 0 0
1 4 0 362 14103622 5522 0 0
1 4 0 484 14103621 5521 0 0
1 4 0 474 14103620 5520 0 0
1 4 0 128 14103619 5519 0 0
1 4 0 175 14103618 5518 0 0
1 4 0 288 14103617 5517 0 0
1 4 0 339 14103616 5516 0 0
1 4 0 112 14103615 5515 0 0
1 4 0 831 14103614 5514 0 0
1 4 0 108 14103613 5513 0 0
1 4 0 282 14103612 5512 0 0
1 4 0 599 14103611 5511 0 0
1 4 0 803 14103610 5510 0 0
1 4 0 152 14103609 5509 0 0
1 4 0 373 14103608 5508 0 0
1 4 0 83 14103607 5507 0 0
1 4 0 292 14103606 5506 0 0
1 4 0 123 14103605 5505 0 0
1 4 0 75 14103604 5504 0 0
1 4 0 304 14103603 5503 0 0
1 4 0 418 14103602 5502 0 0
1 4 0 182 14103601 5501 0 0
1 4 0 375 14103600 5500 0 0
1 4 0 592 14103599 5499 0 0
1 4 0 100 14103598 5498 0 0
1 4 0 1754 14103597 5497 0 0
1 4 0 252 14103596 5496 0 0
1 4 0 237 14103595 5495 0 0
1 4 0 483 14103594 5494 0 0
1 4 0 437 14103593 5493 0 0
1 4 0 815 14103592 5492 0 0
1 4 0 640 14103591 5491 0 0
1 4 0 306 14103590 5490 0 0
1 4 0 399 14103589 5489 0 0
1 4 0 262 14103588 5488 0 0
1 4 0 295 14103587 5487 0 0
1 4 0 617 14103586 5486 0 0
1 4 0 138 14103585 5485 0 0
1 4 0 221 14103584 5484 0 0
1 4 0 374 14103583 5483 0 0
1 4 0 165 14103582 5482 0 0
1 4 0 109 14103581 5481 0 0
1 4 0 292 14103580 5480 0 0
1 4 0 264 14103579 5479 0 0
1 4 0 163 14103578 5478 0 0
1 4 0 728 14103577 5477 0 0
1 4 0 416 14103576 5476 0 0
1 4 0 126 14103575 5475 0 0
1 4 0 218 14103574 5474 0 0
1 4 0 238 14103573 5473 0 0
1 4 0 1216 14103572 5472 0 0
1 4 0 456 14103571 5471 0 0
1 4 0 843 14103570 5470 0 0
1 4 0 79 14103569 5469 0 0
1 4 0 142 14103568 5468 0 0
1 4 0 144 14103567 5467 0 0
1 4 0 161 14103566 5466 0 0
1 4 0 381 14103565 5465 0 0
1 4 0 367 14103564 5464 0 0
1 4 0 81 14103563 5463 0 0
1 4 0 79 14103562 5462 0 0
1 4 0 285 14103561 5461 0 0
1 4 0 992 14103560 5460 0 0
1 4 0 396 14103559 5459 0 0
1 4 0 542 14103558 5458 0 0
1 4 0 227 14103557 5457 0 0
1 4 0 261 14103556 5456 0 0
1 4 0 334 14103555 5455 0 0
1 4 0 530 14103554 5454 0 0
1 4 0 224 14103553 5453 0 0
1 4 0 427 14103552 5452 0 0
1 4 0 210 14103551 5451 0 0
1 4 0 209 14103550 5450 0 0
1 4 0 252 14103549 5449 0 0
1 4 0 262 14103548 5448 0 0
1 4 0 195 14103547 5447 0 0
1 4 0 179 14103546 5446 0 0
1 4 0 407 14103545 5445 0 0
1 4 0 110 14103544 5444 0 0
1 4 0 409 14103543 5443 0 0
1 4 0 92 14103542 5442 0 0
1 4 0 212 14103541 5441 0 0
1 4 0 618 14103540 5440 0 0
1 4 0 29 14103539 5439 0 0
1 4 0 43 14103538 5438 0 0
1 4 0 47 14103537 5437 0 0
1 4 0 53 14103536 5436 0 0
1 4 0 56 14103535 5435 0 0
1 4 0 47 14103534 5434 0 0
1 4 0 35 14103533 5433 0 0
1 4 0 308 14103532 5432 0 0
1 4 0 136 14103531 5431 0 0
1 4 0 56 14103530 5430 0 0
