day dow fhtours hdexpfac hhno id jttours phtours
1 3 0 158 14105786 7654 0 0
1 3 0 643 14105785 7653 0 0
1 3 0 844 14105784 7652 0 0
1 3 0 572 14105783 7651 0 0
1 3 0 376 14105782 7650 0 0
1 3 0 119 14105781 7649 0 0
1 3 0 264 14105780 7648 0 0
1 3 0 281 14105779 7647 0 0
1 3 0 822 14105778 7646 0 0
1 3 0 473 14105777 7645 0 0
1 3 0 579 14105776 7644 0 0
1 3 0 471 14105775 7643 0 0
1 3 0 391 14105774 7642 0 0
1 3 0 332 14105773 7641 0 0
1 3 0 333 14105772 7640 0 0
1 3 0 78 14105771 7639 0 0
1 3 0 789 14105770 7638 0 0
1 3 0 552 14105769 7637 0 0
1 3 0 246 14105768 7636 0 0
1 3 0 250 14105767 7635 0 0
1 3 0 449 14105766 7634 0 0
1 3 0 384 14105765 7633 0 0
1 3 0 373 14105764 7632 0 0
1 3 0 180 14105763 7631 0 0
1 3 0 679 14105762 7630 0 0
1 3 0 459 14105761 7629 0 0
1 3 0 1536 14105760 7628 0 0
1 3 0 56 14105759 7627 0 0
1 3 0 29 14105758 7626 0 0
1 3 0 158 14105757 7625 0 0
1 2 0 74 14105756 7624 0 0
1 2 0 134 14105755 7623 0 0
1 2 0 156 14105754 7622 0 0
1 2 0 213 14105753 7621 0 0
1 2 0 503 14105752 7620 0 0
1 2 0 144 14105751 7619 0 0
1 2 0 468 14105750 7618 0 0
1 2 0 233 14105749 7617 0 0
1 2 0 180 14105748 7616 0 0
1 2 0 511 14105747 7615 0 0
1 2 0 203 14105746 7614 0 0
1 2 0 275 14105745 7613 0 0
1 2 0 431 14105744 7612 0 0
1 2 0 194 14105743 7611 0 0
1 2 0 658 14105742 7610 0 0
1 2 0 136 14105741 7609 0 0
1 2 0 283 14105740 7608 0 0
1 2 0 83 14105739 7607 0 0
1 2 0 194 14105738 7606 0 0
1 2 0 1765 14105737 7605 0 0
1 2 0 600 14105736 7604 0 0
1 2 0 426 14105735 7603 0 0
1 2 0 64 14105734 7602 0 0
1 2 0 289 14105733 7601 0 0
1 2 0 223 14105732 7600 0 0
1 2 0 167 14105731 7599 0 0
1 2 0 247 14105730 7598 0 0
1 2 0 291 14105729 7597 0 0
1 2 0 295 14105728 7596 0 0
1 2 0 47 14105727 7595 0 0
1 2 0 366 14105726 7594 0 0
1 2 0 736 14105725 7593 0 0
1 2 0 363 14105724 7592 0 0
1 2 0 462 14105723 7591 0 0
1 2 0 163 14105722 7590 0 0
1 2 0 233 14105721 7589 0 0
1 2 0 411 14105720 7588 0 0
1 2 0 467 14105719 7587 0 0
1 2 0 416 14105717 7586 0 0
1 2 0 116 14105716 7585 0 0
1 2 0 152 14105715 7584 0 0
1 2 0 109 14105714 7583 0 0
1 2 0 272 14105713 7582 0 0
1 2 0 247 14105712 7581 0 0
1 2 0 79 14105711 7580 0 0
1 2 0 337 14105710 7579 0 0
1 2 0 472 14105709 7578 0 0
1 2 0 306 14105708 7577 0 0
1 2 0 302 14105707 7576 0 0
1 2 0 160 14105706 7575 0 0
1 2 0 149 14105704 7574 0 0
1 2 0 871 14105703 7573 0 0
1 2 0 347 14105702 7572 0 0
1 2 0 461 14105701 7571 0 0
1 2 0 335 14105700 7570 0 0
1 2 0 348 14105699 7569 0 0
1 2 0 1232 14105698 7568 0 0
1 2 0 411 14105697 7567 0 0
1 2 0 385 14105696 7566 0 0
1 2 0 615 14105695 7565 0 0
1 2 0 738 14105694 7564 0 0
1 2 0 323 14105693 7563 0 0
1 2 0 600 14105692 7562 0 0
1 2 0 190 14105691 7561 0 0
1 2 0 137 14105690 7560 0 0
1 2 0 286 14105689 7559 0 0
1 2 0 77 14105688 7558 0 0
1 2 0 250 14105687 7557 0 0
1 2 0 172 14105686 7556 0 0
1 2 0 228 14105684 7555 0 0
1 2 0 250 14105683 7554 0 0
1 2 0 88 14105682 7553 0 0
1 2 0 453 14105681 7552 0 0
1 2 0 304 14105680 7551 0 0
1 2 0 953 14105679 7550 0 0
1 2 0 164 14105678 7549 0 0
1 2 0 313 14105677 7548 0 0
1 2 0 77 14105676 7547 0 0
1 2 0 2074 14105675 7546 0 0
1 2 0 291 14105674 7545 0 0
1 2 0 204 14105673 7544 0 0
1 2 0 250 14105672 7543 0 0
1 2 0 154 14105671 7542 0 0
1 2 0 329 14105670 7541 0 0
1 2 0 460 14105669 7540 0 0
1 2 0 269 14105668 7539 0 0
1 2 0 192 14105667 7538 0 0
1 2 0 70 14105666 7537 0 0
1 2 0 71 14105665 7536 0 0
1 2 0 212 14105664 7535 0 0
1 2 0 168 14105663 7534 0 0
1 2 0 86 14105662 7533 0 0
1 2 0 247 14105661 7532 0 0
1 2 0 86 14105660 7531 0 0
1 2 0 320 14105659 7530 0 0
1 2 0 484 14105658 7529 0 0
1 2 0 265 14105657 7528 0 0
1 2 0 87 14105656 7527 0 0
1 2 0 251 14105655 7526 0 0
1 2 0 42 14105654 7525 0 0
1 2 0 204 14105653 7524 0 0
1 2 0 86 14105652 7523 0 0
1 2 0 231 14105651 7522 0 0
1 2 0 404 14105650 7521 0 0
1 2 0 459 14105649 7520 0 0
1 2 0 136 14105648 7519 0 0
1 2 0 355 14105647 7518 0 0
1 2 0 787 14105646 7517 0 0
1 2 0 143 14105645 7516 0 0
1 2 0 551 14105644 7515 0 0
1 2 0 251 14105643 7514 0 0
1 2 0 370 14105642 7513 0 0
1 2 0 545 14105641 7512 0 0
1 2 0 123 14105640 7511 0 0
1 2 0 174 14105639 7510 0 0
1 2 0 124 14105637 7509 0 0
1 2 0 169 14105636 7508 0 0
1 2 0 603 14105635 7507 0 0
1 2 0 363 14105634 7506 0 0
1 2 0 44 14105633 7505 0 0
1 2 0 288 14105632 7504 0 0
1 2 0 146 14105631 7503 0 0
1 2 0 254 14105630 7502 0 0
1 2 0 119 14105629 7501 0 0
1 2 0 260 14105628 7500 0 0
1 2 0 417 14105627 7499 0 0
1 2 0 121 14105626 7498 0 0
1 2 0 67 14105625 7497 0 0
1 2 0 123 14105624 7496 0 0
1 2 0 176 14105623 7495 0 0
1 2 0 203 14105622 7494 0 0
1 2 0 527 14105621 7493 0 0
1 2 0 92 14105620 7492 0 0
1 2 0 205 14105619 7491 0 0
1 2 0 176 14105618 7490 0 0
1 4 0 364 14105617 7489 0 0
1 4 0 54 14105616 7488 0 0
1 4 0 480 14105615 7487 0 0
1 4 0 140 14105614 7486 0 0
1 4 0 307 14105613 7485 0 0
1 4 0 233 14105612 7484 0 0
1 4 0 62 14105611 7483 0 0
1 4 0 189 14105610 7482 0 0
1 4 0 48 14105609 7481 0 0
1 4 0 181 14105608 7480 0 0
1 4 0 159 14105607 7479 0 0
1 4 0 123 14105606 7478 0 0
1 4 0 135 14105605 7477 0 0
1 4 0 107 14105604 7476 0 0
1 4 0 151 14105603 7475 0 0
1 4 0 64 14105602 7474 0 0
1 4 0 83 14105601 7473 0 0
1 4 0 86 14105600 7472 0 0
1 4 0 164 14105599 7471 0 0
1 4 0 284 14105598 7470 0 0
1 4 0 250 14105597 7469 0 0
1 4 0 288 14105596 7468 0 0
1 4 0 313 14105595 7467 0 0
1 4 0 770 14105594 7466 0 0
1 4 0 209 14105593 7465 0 0
1 4 0 159 14105592 7464 0 0
1 4 0 644 14105591 7463 0 0
1 4 0 480 14105590 7462 0 0
1 4 0 293 14105588 7461 0 0
1 4 0 354 14105587 7460 0 0
1 4 0 106 14105586 7459 0 0
1 4 0 154 14105585 7458 0 0
1 4 0 409 14105584 7457 0 0
1 4 0 136 14105583 7456 0 0
1 4 0 185 14105582 7455 0 0
1 4 0 226 14105581 7454 0 0
1 4 0 228 14105580 7453 0 0
1 4 0 253 14105579 7452 0 0
1 4 0 177 14105578 7451 0 0
1 4 0 344 14105577 7450 0 0
1 4 0 203 14105576 7449 0 0
1 4 0 259 14105575 7448 0 0
1 4 0 242 14105574 7447 0 0
1 4 0 83 14105573 7446 0 0
1 4 0 74 14105572 7445 0 0
1 4 0 77 14105571 7444 0 0
1 4 0 75 14105570 7443 0 0
1 4 0 199 14105569 7442 0 0
1 4 0 187 14105568 7441 0 0
1 4 0 188 14105567 7440 0 0
1 4 0 172 14105566 7439 0 0
1 4 0 52 14105565 7438 0 0
1 4 0 143 14105564 7437 0 0
1 4 0 647 14105563 7436 0 0
1 4 0 272 14105562 7435 0 0
1 4 0 117 14105561 7434 0 0
1 4 0 42 14105560 7433 0 0
1 4 0 525 14105559 7432 0 0
1 4 0 192 14105558 7431 0 0
1 4 0 972 14105557 7430 0 0
1 4 0 230 14105556 7429 0 0
1 4 0 77 14105555 7428 0 0
1 4 0 657 14105553 7427 0 0
1 4 0 186 14105552 7426 0 0
1 4 0 308 14105551 7425 0 0
1 4 0 339 14105550 7424 0 0
1 4 0 579 14105549 7423 0 0
1 4 0 304 14105548 7422 0 0
1 4 0 356 14105547 7421 0 0
1 4 0 1066 14105546 7420 0 0
1 4 0 409 14105545 7419 0 0
1 4 0 368 14105544 7418 0 0
1 4 0 88 14105543 7417 0 0
1 4 0 390 14105542 7416 0 0
1 4 0 77 14105541 7415 0 0
1 4 0 89 14105540 7414 0 0
1 4 0 296 14105539 7413 0 0
1 4 0 639 14105538 7412 0 0
1 4 0 90 14105537 7411 0 0
1 4 0 499 14105536 7410 0 0
1 4 0 204 14105535 7409 0 0
1 4 0 1275 14105534 7408 0 0
1 4 0 399 14105533 7407 0 0
1 4 0 545 14105532 7406 0 0
1 4 0 488 14105531 7405 0 0
1 4 0 583 14105530 7404 0 0
1 4 0 458 14105529 7403 0 0
1 4 0 492 14105528 7402 0 0
1 4 0 331 14105527 7401 0 0
1 4 0 348 14105526 7400 0 0
1 4 0 163 14105525 7399 0 0
1 4 0 163 14105524 7398 0 0
1 4 0 155 14105523 7397 0 0
1 4 0 225 14105522 7396 0 0
1 4 0 531 14105521 7395 0 0
1 4 0 400 14105520 7394 0 0
1 4 0 160 14105519 7393 0 0
1 4 0 778 14105518 7392 0 0
1 4 0 245 14105517 7391 0 0
1 4 0 203 14105516 7390 0 0
1 4 0 184 14105515 7389 0 0
1 4 0 225 14105514 7388 0 0
1 4 0 553 14105513 7387 0 0
1 4 0 433 14105512 7386 0 0
1 4 0 696 14105511 7385 0 0
1 4 0 441 14105510 7384 0 0
1 4 0 234 14105509 7383 0 0
1 4 0 215 14105508 7382 0 0
1 4 0 156 14105507 7381 0 0
1 4 0 254 14105506 7380 0 0
1 4 0 166 14105505 7379 0 0
1 4 0 308 14105504 7378 0 0
1 4 0 191 14105503 7377 0 0
1 4 0 417 14105502 7376 0 0
1 4 0 374 14105501 7375 0 0
1 4 0 192 14105500 7374 0 0
1 4 0 171 14105499 7373 0 0
1 4 0 1211 14105498 7372 0 0
1 4 0 222 14105497 7371 0 0
1 4 0 522 14105496 7370 0 0
1 4 0 162 14105495 7369 0 0
1 4 0 174 14105494 7368 0 0
1 4 0 57 14105493 7367 0 0
1 4 0 1281 14105492 7366 0 0
1 4 0 516 14105491 7365 0 0
1 4 0 345 14105490 7364 0 0
1 4 0 270 14105489 7363 0 0
1 4 0 193 14105488 7362 0 0
1 4 0 160 14105487 7361 0 0
1 4 0 48 14105486 7360 0 0
1 4 0 142 14105485 7359 0 0
1 4 0 133 14105484 7358 0 0
1 4 0 227 14105483 7357 0 0
1 4 0 409 14105482 7356 0 0
1 4 0 373 14105481 7355 0 0
1 4 0 259 14105480 7354 0 0
1 4 0 293 14105479 7353 0 0
1 4 0 772 14105478 7352 0 0
1 4 0 132 14105477 7351 0 0
1 4 0 397 14105476 7350 0 0
1 4 0 590 14105475 7349 0 0
1 4 0 153 14105474 7348 0 0
1 4 0 279 14105473 7347 0 0
1 4 0 77 14105472 7346 0 0
1 4 0 391 14105471 7345 0 0
1 4 0 495 14105470 7344 0 0
1 4 0 404 14105469 7343 0 0
1 4 0 55 14105468 7342 0 0
1 4 0 281 14105467 7341 0 0
1 4 0 190 14105466 7340 0 0
1 4 0 364 14105465 7339 0 0
1 4 0 76 14105464 7338 0 0
1 4 0 563 14105463 7337 0 0
1 4 0 195 14105462 7336 0 0
1 4 0 317 14105461 7335 0 0
1 4 0 635 14105460 7334 0 0
1 4 0 250 14105459 7333 0 0
1 4 0 814 14105458 7332 0 0
1 4 0 814 14105457 7331 0 0
1 4 0 290 14105456 7330 0 0
1 4 0 185 14105455 7329 0 0
1 4 0 254 14105454 7328 0 0
1 4 0 191 14105453 7327 0 0
1 4 0 1474 14105452 7326 0 0
1 4 0 1453 14105451 7325 0 0
1 4 0 141 14105450 7324 0 0
1 4 0 89 14105449 7323 0 0
1 4 0 77 14105448 7322 0 0
1 4 0 106 14105447 7321 0 0
1 4 0 125 14105446 7320 0 0
1 4 0 103 14105445 7319 0 0
1 3 0 100 14105444 7318 0 0
1 3 0 59 14105443 7317 0 0
1 3 0 149 14105442 7316 0 0
1 3 0 153 14105441 7315 0 0
1 3 0 209 14105440 7314 0 0
1 3 0 251 14105439 7313 0 0
1 3 0 331 14105438 7312 0 0
1 3 0 337 14105437 7311 0 0
1 3 0 644 14105436 7310 0 0
1 3 0 189 14105435 7309 0 0
1 3 0 258 14105434 7308 0 0
1 3 0 133 14105433 7307 0 0
1 3 0 227 14105432 7306 0 0
1 3 0 395 14105431 7305 0 0
1 3 0 258 14105430 7304 0 0
1 3 0 226 14105429 7303 0 0
1 3 0 95 14105428 7302 0 0
1 3 0 455 14105427 7301 0 0
1 3 0 277 14105426 7300 0 0
1 3 0 173 14105425 7299 0 0
1 3 0 214 14105424 7298 0 0
1 3 0 332 14105423 7297 0 0
1 3 0 251 14105422 7296 0 0
1 3 0 499 14105421 7295 0 0
1 3 0 539 14105420 7294 0 0
1 3 0 278 14105419 7293 0 0
1 3 0 356 14105418 7292 0 0
1 3 0 159 14105417 7291 0 0
1 3 0 208 14105416 7290 0 0
1 3 0 156 14105415 7289 0 0
1 3 0 611 14105414 7288 0 0
1 3 0 21 14105413 7287 0 0
1 3 0 993 14105412 7286 0 0
1 3 0 390 14105411 7285 0 0
1 3 0 380 14105410 7284 0 0
1 3 0 337 14105409 7283 0 0
1 3 0 227 14105408 7282 0 0
1 3 0 239 14105407 7281 0 0
1 3 0 273 14105406 7280 0 0
1 3 0 353 14105405 7279 0 0
1 3 0 343 14105404 7278 0 0
1 3 0 405 14105403 7277 0 0
1 3 0 353 14105402 7276 0 0
1 3 0 235 14105401 7275 0 0
1 3 0 144 14105400 7274 0 0
1 3 0 112 14105399 7273 0 0
1 3 0 232 14105398 7272 0 0
1 3 0 272 14105397 7271 0 0
1 3 0 791 14105396 7270 0 0
1 3 0 492 14105395 7269 0 0
1 3 0 455 14105394 7268 0 0
1 3 0 161 14105393 7267 0 0
1 3 0 515 14105392 7266 0 0
1 3 0 524 14105391 7265 0 0
1 3 0 197 14105390 7264 0 0
1 3 0 449 14105389 7263 0 0
1 3 0 108 14105388 7262 0 0
1 3 0 184 14105387 7261 0 0
1 3 0 276 14105386 7260 0 0
1 3 0 275 14105385 7259 0 0
1 3 0 205 14105384 7258 0 0
1 3 0 163 14105383 7257 0 0
1 3 0 159 14105382 7256 0 0
1 3 0 421 14105381 7255 0 0
1 3 0 311 14105380 7254 0 0
1 3 0 445 14105379 7253 0 0
1 3 0 522 14105378 7252 0 0
1 3 0 114 14105377 7251 0 0
1 3 0 247 14105376 7250 0 0
1 3 0 328 14105375 7249 0 0
1 3 0 275 14105374 7248 0 0
1 3 0 593 14105373 7247 0 0
1 3 0 373 14105372 7246 0 0
1 3 0 305 14105371 7245 0 0
1 3 0 738 14105370 7244 0 0
1 3 0 385 14105369 7243 0 0
1 3 0 126 14105368 7242 0 0
1 3 0 236 14105367 7241 0 0
1 3 0 216 14105366 7240 0 0
1 3 0 253 14105365 7239 0 0
1 3 0 259 14105364 7238 0 0
1 3 0 271 14105363 7237 0 0
1 3 0 185 14105361 7236 0 0
1 3 0 425 14105360 7235 0 0
1 3 0 196 14105359 7234 0 0
1 3 0 333 14105358 7233 0 0
1 3 0 1018 14105357 7232 0 0
1 3 0 230 14105356 7231 0 0
1 3 0 233 14105355 7230 0 0
