OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ID,SRID,ARM,Year_2010,Direction_,Location,LOC_ERROR,estimated,PSRCEdgeID,Oneway,HOV_I,HOV_J,NewINode,NewJNode,Shape_Length,key,key_hov
473,1,331,1,23488,4781,527,9.58,20000,Bothways,After Milepost 9.57 A: RIGHT INTERSECTION 120TH PL SE,NO ERROR,20734.28716,176234,2,0,0,30716,30405,964.8263005,30716-30405,0-0
474,1,591,1,23516,1784,96,0.73,28000,Bothways,"After Milepost 0.72 A: RIGHT INTERSECTION DUMAS RD,  LEFT INTERSECTION ELGIN WAY",NO ERROR,37032.23413,215247,2,0,0,31706,31533,693.7627672,31706-31533,0-0
475,1,593,1,23523,1966,96,3.27,29000,Bothways,"Before Milepost 3.28 A: RIGHT INTERSECTION 132ND ST SE,  RIGHT INTERSECTION SEATTLE HILL RD",NO ERROR,32772.40448,196174,2,0,0,31957,31928,1762.376699,31957-31928,0-0
476,1,264,1,23552,2191,99,44.42,40000,Bothways,After Milepost 50.68 A: RIGHT ON RAMP SR 525 NB,NO ERROR,35672.74078,215341,2,0,0,32998,32474,1413.852643,32998-32474,0-0
477,1,398,1,23567,18,2,8.02,21000,Bothways,Before Milepost 7.90 A: LEFT ON RAMP CAMPBELL RD,NO ERROR,24484.85175,218072,2,0,0,27313,24428,10972.41173,27313-24428,0-0
478,1,400,1,23583,11,2,13.93,22000,Bothways,"Before Milepost 13.86 A: LEFT WYE CONNECTION 179TH AVE SE,  RIGHT MISCELLANEOUS FEATURE SGN ENT MONROE",NO ERROR,16662.1441,193153,2,0,0,34216,33863,1451.125693,34216-33863,0-0
479,1,504,1,23595,50,2,26.28,12000,Bothways,After Milepost 26.19 A: LEFT INTERSECTION KELLOGG LAKE RD,NO ERROR,16764.87219,179221,2,0,0,34386,34876,4546.533232,34386-34876,0-0
480,1,501,1,23597,46,2,23.18,16000,Bothways,Before Milepost 23.11 A: RIGHT EXIT TO CEMETERY RD,NO ERROR,16764.87219,200251,2,0,0,35080,34861,743.3146453,35080-34861,0-0
481,1,402,1,23602,32,2,14.47,37000,Bothways,"After Milepost 14.38 A: CENTER INTERSECTION U-TURN ACCESS,  LEFT WYE CONNECTION OFF RAMP",NO ERROR,39268.73193,214706,2,0,0,35061,35274,807.2094892,35061-35274,0-0
482,1,499,1,23631,42,2,21.66,21000,Bothways,"After Milepost 21.57 A: RIGHT INTERSECTION FERN BLUFF RD,  LEFT INTERSECTION OLD OWEN RD",NO ERROR,19000.63025,198991,2,0,0,36238,35899,1789.758521,36238-35899,0-0
483,1,550,2,23635,4841,525,7.19,16000,Bothways,After Milepost 7.01 A: RIGHT INTERSECTION 76TH ST SW,NO ERROR,13642.85995,172592,2,0,0,25914,24884,4264.140906,25914-24884,0-0
484,1,498,1,23647,41,2,21.64,19000,Bothways,"Before Milepost 21.57 A: RIGHT INTERSECTION FERN BLUFF RD,  LEFT INTERSECTION OLD OWEN RD",NO ERROR,17379.02179,215267,2,0,0,36339,36238,948.6112204,36339-36238,0-0
485,1,267,1,23671,2018,99,42.59,31000,Bothways,After Milepost 48.85 A: RIGHT WYE CONNECTION 168TH ST SW,NO ERROR,31606.40186,213493,2,195325,195650,37021,37481,915.8136789,37021-37481,195325-195650
486,1,404,1,23672,4601,522,23.66,16000,Bothways,After Milepost 23.65 A: RIGHT ON RAMP 164TH ST,NO ERROR,19709.16937,201738,2,0,0,37252,35705,4478.874138,37252-35705,0-0
487,1,323,1,23714,4790,527,5.51,32000,Bothways,After Milepost 5.50 A: BOTHWAYS INTERSECTION 180TH ST SE,NO ERROR,34142.15747,213635,2,0,0,39589,38934,1745.82151,39589-38934,0-0
488,1,540,1,23721,4855,525,0.35,58000,Bothways,Before Milepost 0.36 A: LEFT ON RAMP ALDERWOOD MALL PKWY,NO ERROR,83543.30786,8416,0,0,0,39472,38643,2107.179038,39472-38643,0-0
489,1,333,1,23845,4778,527,11.09,33000,Bothways,After Milepost 11.08 A: BOTHWAYS INTERSECTION 100TH ST SE,NO ERROR,36802.01343,213094,2,0,0,28546,28149,1429.011419,28546-28149,0-0
490,1,332,1,23860,4779,527,11.04,26000,Bothways,Before Milepost 11.05 A: LEFT INTERSECTION 100TH PL SE,NO ERROR,25171.00186,175139,2,0,0,29033,28546,1632.536967,29033-28546,0-0
491,1,136,3,23903,2866,104,23,11000,Bothways,After Milepost 23.12 A: RIGHT WYE CONNECTION BARBER CUTOFF RD,NO ERROR,9897.908173,108125,2,0,0,44548,43382,8870.02789,44548-43382,0-0
492,1,321,1,23922,4792,527,3.76,39000,Bothways,After Milepost 3.75 A: BOTHWAYS WYE CONNECTION SR 524,NO ERROR,46231.37634,214500,2,0,0,44346,43181,2061.372974,44346-43181,0-0
493,1,320,1,23976,4793,527,3.72,43000,Bothways,Before Milepost 3.73 A: BOTHWAYS WYE CONNECTION SR 524,NO ERROR,49738.39478,213978,2,0,0,44346,45193,1470.327632,44346-45193,0-0
494,1,130,2,23977,2865,104,23.98,7900,Bothways,After Milepost 24.10 A: BOTHWAYS INTERSECTION W 1ST ST NE,NO ERROR,9059.95903,105190,2,0,0,45356,44863,1480.741451,45356-44863,0-0
495,1,594,1,23983,2033,96,3.64,9100,Bothways,After Milepost 3.63 A: RIGHT INTERSECTION 53RD DR SE,NO ERROR,8489.137451,177031,2,0,0,31227,31715,2288.355967,31227-31715,0-0
496,1,330,1,23987,4782,527,8.87,20000,Bothways,After Milepost 8.86 A: BOTHWAYS WYE CONNECTION SR 96,NO ERROR,22388.84222,198935,2,0,0,31030,31839,2429.681172,31030-31839,0-0
497,1,132,1,24033,2862,104,24.18,4000,East Bound,"Before Milepost 24.32 A: RIGHT INTERSECTION NE W KINGSTON RD,  LEFT INTERSECTION IOWA AVE NE",NO ERROR,2346.563675,201246,0,0,0,45744,45875,214.6918322,45744-45875,0-0
498,1,503,1,24058,49,2,25.78,13000,Bothways,Before Milepost 25.71 A: BOTHWAYS INTERSECTION 363RD AVE SE,NO ERROR,16764.87219,192987,2,0,0,34411,34386,3291.626495,34411-34386,0-0
499,1,502,1,24060,47,2,23.32,14000,Bothways,After Milepost 23.23 A: LEFT INTERSECTION SULTAN BASIN RD,NO ERROR,16764.87219,179134,2,0,0,34861,34478,2475.512208,34861-34478,0-0
500,1,401,1,24063,9,2,14.44,26000,Bothways,"Before Milepost 14.37 A: LEFT OFF RAMP SR 522,  LEFT ON RAMP SR 522",NO ERROR,23246.63721,218122,2,0,0,35061,34216,2624.785949,35061-34216,0-0
501,1,140,4,24066,2871,104,16.3,5600,Bothways,Before Milepost 16.51 A: RIGHT INTERSECTION GAMBLE WAY,NO ERROR,4791.92659,216726,2,0,0,35107,35639,5139.404826,35107-35639,0-0
502,1,403,1,24068,4532,522,24.61,16000,Bothways,At Milepost 24.61 A: BEGIN BOTHWAYS BRIDGE SR 2,NO ERROR,19709.16937,217717,2,0,0,34809,35705,1873.355607,34809-35705,0-0
503,1,500,1,24095,45,2,22.46,17000,Bothways,"After Milepost 22.37 A: RIGHT INTERSECTION JW MANN RD,  LEFT INTERSECTION 5TH ST",NO ERROR,18968.13391,193558,2,0,0,35309,35517,2290.134281,35309-35517,0-0
504,1,505,1,24125,51,2,27.99,12000,Bothways,Before Milepost 27.92 A: BOTHWAYS INTERSECTION 1ST ST,NO ERROR,16764.87219,180534,2,0,0,34876,36976,6077.476514,34876-36976,0-0
505,1,139,2,24147,2870,104,19.28,5500,Bothways,At Milepost 19.48 A: PTR LOCATION R095,NO ERROR,4453.422699,208532,2,0,0,42363,35898,13677.30403,42363-35898,0-0
506,1,409,1,24186,4356,522,22.5,25000,Bothways,Before Milepost 22.51 A: LEFT ON RAMP 164TH ST,NO ERROR,35928.70105,217779,2,0,0,38227,39539,3205.452331,38227-39539,0-0
507,1,313,1,24227,4800,527,1.59,19000,Bothways,After Milepost 1.58 A: LEFT INTERSECTION 240TH ST SE,NO ERROR,17835.75793,190293,2,0,0,50118,49370,1519.666631,50118-49370,0-0
508,1,293,1,24246,2841,104,28.31,42000,Bothways,"After Milepost 28.83 A: RIGHT INTERSECTION MERIDIAN AVE N,  LEFT INTERSECTION 76TH AVE W",NO ERROR,35320.07678,200487,2,0,0,50388,50359,1324.076955,50388-50359,0-0
509,1,312,1,24267,4801,527,1.57,14000,Bothways,Before Milepost 1.58 A: LEFT INTERSECTION 240TH ST SE,NO ERROR,11428.12265,215527,2,0,0,50118,52259,4596.133204,50118-52259,0-0
510,1,410,1,24304,4428,522,19.24,25000,Bothways,After Milepost 19.23 A: RIGHT ON RAMP ECHO LAKE RD,NO ERROR,35928.70105,224084,2,0,0,39545,186030,15735.12485,39545-186030,0-0
511,1,506,2,24310,54,2,29.57,7900,Bothways,"After Milepost 29.48 A: RIGHT INTERSECTION GUNN RD,  LEFT INTERSECTION PICKLE FARM RD",NO ERROR,6374.191086,185239,2,0,0,36976,40666,16102.08143,36976-40666,0-0
512,1,142,2,24313,816,3,57.93,14000,Bothways,After Milepost 58.13 A: LEFT INTERSECTION SUNSET WAY NE,NO ERROR,14366.04947,103548,2,0,0,41597,39139,6931.454823,41597-39139,0-0
513,1,564,1,24375,1064,3,55.83,16000,Bothways,"After Milepost 56.03 A: RIGHT INTERSECTION TYTLER RD NE,  LEFT INTERSECTION PIONEER WAY NW",NO ERROR,14274.68631,216736,2,0,0,42273,44562,4109.841128,42273-44562,0-0
514,1,508,1,24379,57,2,35.69,6100,Bothways,Before Milepost 35.62 A: LEFT INTERSECTION INDEX-GALENA RD,NO ERROR,6374.191086,222681,2,0,0,44762,42125,14132.93689,44762-42125,0-0
515,1,138,1,24403,2868,104,20.39,16000,Bothways,After Milepost 20.58 A: RIGHT INTERSECTION SR 307,NO ERROR,11216.65659,208762,2,0,0,43382,44445,7857.962638,43382-44445,0-0
516,1,297,1,24446,2835,104,31.2,17000,Bothways,"After Milepost 31.72 A: LEFT INTERSECTION 40TH PL NE,  LEFT INTERSECTION NE 184TH ST",NO ERROR,15478.55991,215550,2,0,0,53784,54372,1333.305317,53784-54372,0-0
517,1,309,1,24450,4393,522,9.92,27000,Bothways,"After Milepost 9.92 A: RIGHT INTERSECTION NE 180TH ST,  LEFT INTERSECTION 101ST AVE NE",NO ERROR,28959.96887,202080,2,0,0,54090,54014,845.4331778,54090-54014,0-0
518,1,308,1,24452,4446,522,9.77,37000,Bothways,Before Milepost 9.79 A: RIGHT WYE CONNECTION SR 522,NO ERROR,30478.78357,12852,2,0,0,54136,53986,679.779814,54136-53986,0-0
519,1,154,1,24462,3631,307,0.01,17000,Bothways,"After Milepost 0.00 A: BOTHWAYS INTERSECTION SR 305,  BEGIN ROUTE",NO ERROR,16746.25809,208133,2,0,0,54355,183506,642.1495752,54355-183506,0-0
520,1,271,1,24473,1553,99,35.49,34000,Bothways,After Milepost 41.74 A: LEFT INTERSECTION N 170TH ST,NO ERROR,30508.44373,13572,2,0,0,54405,55020,1327.440158,54405-55020,0-0
521,1,306,2,24505,4568,522,9.09,32000,Bothways,Before Milepost 9.10 A: RIGHT INTERSECTION 96TH AVE NE,NO ERROR,23433.58466,202190,2,0,0,198172,55317,657.9605765,198172-55317,0-0
522,1,135,1,24561,2831,104COKNGSTN,0.25,3800,West Bound,Before Milepost 24.79 A: BOTHWAYS INTERSECTION IOWA AVE,NO ERROR,1196.497906,107136,0,0,0,46423,45795,1377.459247,46423-45795,0-0
523,1,133,1,24660,2861,104,24.2,4300,East Bound,"After Milepost 24.32 A: RIGHT INTERSECTION NE W KINGSTON RD,  LEFT INTERSECTION IOWA AVE NE",NO ERROR,1664.616013,208749,1,0,0,46423,45875,1095.994574,46423-45875,0-0
524,1,319,1,24661,4794,527,2.94,40000,Bothways,"After Milepost 2.93 A: RIGHT INTERSECTION CANYON PARK BLVD,  LEFT INTERSECTION 220TH ST SE",NO ERROR,54777.2644,193317,2,0,0,45504,46676,2204.974057,45504-46676,0-0
525,1,563,1,24702,447,3,55.81,18000,Bothways,"Before Milepost 56.03 A: RIGHT INTERSECTION TYTLER RD NE,  LEFT INTERSECTION PIONEER WAY NW",NO ERROR,17650.76062,106683,2,0,0,47630,44562,5364.579726,47630-44562,0-0
526,1,289,1,24705,2850,104,26.3,18000,Bothways,Before Milepost 26.43 A: BOTHWAYS INTERSECTION 100TH AVE W,NO ERROR,17875.53137,193004,2,0,0,47066,47878,1891.851167,47066-47878,0-0
527,1,291,1,24774,2847,104,27.26,21000,Bothways,Before Milepost 27.39 A: BOTHWAYS INTERSECTION 236TH ST SW,NO ERROR,20236.38312,214232,2,0,0,48228,48889,1434.762881,48228-48889,0-0
528,1,299,1,24887,4567,522,1.83,33000,Bothways,After Milepost 1.82 A: BOTHWAYS INTERSECTION NE 98TH ST,NO ERROR,18847.82608,22831,2,0,0,64610,64298,743.9461918,64610-64298,0-0
529,1,302,1,25075,4516,522,5.81,37000,Bothways,Before Milepost 5.82 A: LEFT WYE CONNECTION SR 104,NO ERROR,42941.46078,202167,2,194963,194894,55097,54956,556.1616353,55097-54956,194963-194894
530,1,301,1,25117,4445,522,4.23,40000,Bothways,"After Milepost 4.22 A: RIGHT INTERSECTION NE 145TH ST,  LEFT INTERSECTION SR 523-NE 145TH ST",NO ERROR,46036.89821,16303,2,194865,195300,58459,57708,1357.973231,58459-57708,194865-195300
531,1,7,1,25291,1343,5,170.11,192000,Bothways,After Milepost 170.04 A: LEFT OFF RAMP NE 45TH ST*NE 50TH ST,NO ERROR,159746.8467,5584,0,0,0,70850,70374,701.1641915,70850-70374,0-0
532,1,7,1,25297,1343,5,170.11,192000,Bothways,After Milepost 170.04 A: LEFT OFF RAMP NE 45TH ST*NE 50TH ST,NO ERROR,159746.8467,2355,3,0,0,70371,71071,1014.353195,70371-71071,0-0
533,1,5,1,25300,5865,005S116963,0.42,5200,South Bound,On S1 RAMP (RAVENNA BLVD TO SR 5 SB) After LEFT OFF RAMP REVERSIBLE LANES,NO ERROR,86833.74316,5589,0,0,0,70814,183887,1231.421416,70814-183887,0-0
534,1,509,5,25382,58,2,35.72,5200,Bothways,After Milepost 35.63 A: LEFT WYE CONNECTION INDEX-GALENA RD,NO ERROR,4336.329315,202621,2,0,0,64063,44762,69145.56976,64063-44762,0-0
535,1,514,2,25464,64,2,50.2,4800,Bothways,At Milepost 50.12 A: PTR LOCATION R038,NO ERROR,2844.930222,22242,2,0,0,64056,64063,13248.22514,64056-64063,0-0
536,1,513,1,25491,66,2,56.77,4900,Bothways,Before Milepost 56.70 A: LEFT INTERSECTION DECEPTION FALLS PARKING,NO ERROR,2844.930222,22715,2,0,0,64056,62669,50659.78335,64056-62669,0-0
537,1,159,1,25495,3639,305,4.28,21000,Bothways,After Milepost 4.29 A: LEFT WYE CONNECTION W DAY RD,NO ERROR,19490.42364,111008,2,0,0,68159,63819,9133.98602,68159-63819,0-0
538,1,339,1,25529,3429,202,8.23,35000,Bothways,After Milepost 8.24 A: RIGHT WYE CONNECTION E LK SAMMAMISH PKWY,NO ERROR,41335.3468,203344,2,0,0,72527,73995,2504.149004,72527-73995,0-0
539,1,342,1,25728,3425,202,12.25,14000,Bothways,"After Milepost 12.26 A: RIGHT INTERSECTION PVT RD,  LEFT INTERSECTION 236TH AVE NE",NO ERROR,17198.87915,36973,2,0,0,77599,78748,3895.533027,77599-78748,0-0
540,1,158,1,25995,3640,305,4.24,18000,Bothways,Before Milepost 4.27 A: RIGHT WYE CONNECTION E DAY RD,NO ERROR,12177.9548,208111,2,0,0,68159,71536,6112.177004,68159-71536,0-0
541,1,278,1,26334,2502,99,28.46,69000,Bothways,"Before Milepost 34.73 A: RIGHT OFF RAMP N 38TH ST,  LEFT ON RAMP N 38TH ST,  END BOTHWAYS BRIDGE GEO WASHINGTON MEM",NO ERROR,91263.54529,5668,2,0,0,76069,75249,1613.781273,76069-75249,0-0
542,1,341,1,26344,3427,202,10.26,14000,Bothways,"After Milepost 10.27 A: RIGHT INTERSECTION SAHALEE WAY NE,  LEFT INTERSECTION 208TH AVE NE",NO ERROR,16380.53998,34683,2,0,0,75712,74917,3549.362024,75712-74917,0-0
543,1,163,1,26676,3644,305,0.18,7000,Bothways,Before Milepost 0.21 A: LEFT WYE CONNECTION WINSLOW WAY,NO ERROR,3048.060326,2326,2,0,0,81066,81520,989.0327276,81066-81520,0-0
544,1,2,1,26684,3669,303,3.9,36000,Bothways,Before Milepost 3.75 A: BOTHWAYS INTERSECTION MC WILLIAMS RD,NO ERROR,31438.43793,208515,2,0,0,83483,81502,2984.056191,83483-81502,0-0
545,1,343,1,26695,3424,202,13.8,13000,Bothways,Before Milepost 13.83 A: LEFT INTERSECTION NE AMES LAKE RD,NO ERROR,11842.97577,215844,2,0,0,82031,80632,4120.733909,82031-80632,0-0
546,1,609,1,26761,2563,99,23.11,73000,Bothways,At Milepost 29.37 A: PTR LOCATION R101,NO ERROR,103648.8752,6420,0,0,0,92882,91402,1978.144249,92882-91402,0-0
547,1,531,1,26784,3619,310,0.53,32000,Bothways,Before Milepost 0.54 A: RIGHT INTERSECTION OYSTER BAY AVE,NO ERROR,17409.1199,208019,2,0,0,93238,92788,2234.025149,93238-92788,0-0
548,1,198,1,26870,3655,304,1.68,22000,Bothways,After Milepost 1.68 A: RIGHT WYE CONNECTION SR 304,NO ERROR,13007.92638,108254,2,0,0,94426,94413,763.8040475,94426-94413,0-0
549,1,346,1,26898,3420,202,20.81,8300,Bothways,After Milepost 20.82 A: RIGHT INTERSECTION CHIEF KANIM MIDDLE SCHL,NO ERROR,8122.644363,205084,2,0,0,95023,95735,3711.830105,95023-95735,0-0
550,1,215,1,27302,6098,016R502678,0.208,6300,South Bound,On R5 RAMP (SR 16 SB TO CLIFTON RD) After LEFT INTERSECTION SR 16 SB,NO ERROR,3538.211121,111121,0,0,0,185976,104075,1675.262841,185976-104075,0-0
551,1,609,1,27458,2563,99,23.11,73000,Bothways,At Milepost 29.37 A: PTR LOCATION R101,NO ERROR,103648.8752,6427,0,0,0,91400,92880,1978.746156,91400-92880,0-0
552,1,534,1,27491,3615,310,1.65,16000,Bothways,Before Milepost 1.66 A: BOTHWAYS INTERSECTION WYCOFF AVE,NO ERROR,4535.242489,208120,2,0,0,93145,93627,829.457535,93145-93627,0-0
553,1,624,1,27574,3056,160,4.83,5700,Bothways,Before Milepost 4.84 A: RIGHT INTERSECTION BANNER RD SE,NO ERROR,5252.614769,201282,2,0,0,107343,107216,5580.759665,107343-107216,0-0
554,1,437,1,27584,2117,90,28.29,45000,Bothways,Before Milepost 30.23 A: LEFT ON RAMP SR 202,NO ERROR,38832.89331,6873,0,0,0,107612,111435,17301.60822,107612-111435,0-0
555,1,202,1,27589,3055,160,5.59,3500,Bothways,After Milepost 5.58 A: RIGHT INTERSECTION PETERSON RD SE,NO ERROR,4525.699646,107478,2,0,0,107421,107368,3086.317747,107421-107368,0-0
556,1,623,1,27593,3061,160,0.1,24000,Bothways,"After Milepost 0.09 A: RIGHT ON RAMP SR 16,  LEFT OFF RAMP SR 16",NO ERROR,18232.44934,208055,2,0,0,107077,107651,3174.312806,107077-107651,0-0
557,1,201,1,27594,3054,160,7.25,2000,Bothways,Before Milepost 7.26 A: RIGHT INTERSECTION SOUTHWORTH DR SE,NO ERROR,1067.275021,216649,2,0,0,198690,107472,5197.506356,198690-107472,0-0
558,1,284,1,27638,2370,99,21.99,53000,Bothways,Before Milepost 28.26 A: BOTHWAYS INTERSECTION DIAGONAL AVE,NO ERROR,71169.849,6664,2,0,0,96965,96306,975.5831304,96965-96306,0-0
559,1,480,1,27668,3415,202,23.16,8100,Bothways,After Milepost 23.20 A: LEFT INTERSECTION SE 46TH ST,NO ERROR,8983.441574,54545,2,0,0,98304,97551,3224.62715,98304-97551,0-0
560,1,616,1,27719,2551,99,17.12,34000,Bothways,After Milepost 23.29 A: RIGHT ON RAMP TUKWILA INT'L BLVD,NO ERROR,29770.96118,6892,0,0,0,108545,107489,2458.539787,108545-107489,0-0
561,1,348,1,27816,5012,900,0.93,30000,Bothways,After Milepost 6.85 A: LEFT CENTER OFF RAMP SR 5 NBCD LANE,NO ERROR,35239.75842,216205,2,0,0,110587,109321,3727.955836,110587-109321,0-0
562,1,493,1,27926,3254,169,24.71,43000,Bothways,After Milepost 24.70 A: LEFT INTERSECTION BLAINE DR SE,NO ERROR,49679.854,68045,2,0,0,112705,183801,2303.054247,112705-183801,0-0
563,1,665,1,27961,2961,166,4.71,16000,Bothways,Before Milepost 4.69 A: RIGHT INTERSECTION KIDD AVE,NO ERROR,9576.556503,208447,2,0,0,101574,101608,1998.948611,101574-101608,0-0
564,1,492,1,28090,3167,169,23.01,36000,Bothways,After Milepost 23.00 A: LEFT WYE CONNECTION 140TH WAY SE,NO ERROR,46664.15051,69284,2,0,0,114344,113959,1843.674287,114344-113959,0-0
565,1,450,1,28127,6641,090S103419,0.09,2400,West Bound,On S1 RAMP (468TH AVE SE TO SR 90 WB) After BOTHWAYS INTERSECTION LX03467-468TH AVE SE,NO ERROR,1279.256699,7211,0,0,0,115463,115378,801.7205178,115463-115378,0-0
566,1,610,1,28146,2198,99,19.21,30000,Bothways,At Milepost 25.39 A: BEGIN BOTHWAYS BRIDGE CLOVERDALE ST,NO ERROR,48425.73816,6819,0,0,0,105082,103713,3037.470645,105082-103713,0-0
567,1,611,1,28153,6744,099Q102496,0.036,820,North Bound,On Q1 RAMP (14TH AVE TO CI02453) After LEFT WYE CONNECTION 14TH AVE,NO ERROR,496.0193729,60670,0,0,0,105168,105082,864.7239806,105168-105082,0-0
568,1,478,1,28290,1185,18,20.33,26000,Bothways,Before Milepost 19.84 A: LEFT ON RAMP ISSAQUAH HOBART RD,NO ERROR,15851.06982,8681,0,0,0,120600,119522,4462.641439,120600-119522,0-0
569,1,615,1,28319,2359,99,17.79,33000,Bothways,After Milepost 23.96 A: RIGHT ON RAMP W MARGINAL PL S,NO ERROR,53635.38232,6864,0,0,0,107233,105620,4611.745366,107233-105620,0-0
570,1,204,1,28320,3059,160,0.83,16000,Bothways,After Milepost 0.82 A: BOTHWAYS INTERSECTION BETHEL RD SE,NO ERROR,11326.01587,208464,2,0,0,107128,107092,2667.947196,107128-107092,0-0
571,1,113,1,28335,3188,181,2.4,32000,Bothways,After Milepost 7.71 A: BOTHWAYS INTERSECTION S 212TH ST,NO ERROR,43913.57959,75908,2,0,0,121790,120905,2600.332545,121790-120905,0-0
572,1,347,1,28345,5013,900,0.04,29000,Bothways,After Milepost 5.96 A: RIGHT WYE CONNECTION SR 5 NB ON RAMP,NO ERROR,39447.91821,205740,2,0,0,107502,107723,446.3014654,107502-107723,0-0
573,1,476,1,28379,464,18,17.95,28000,Bothways,Before Milepost 17.46 A: LEFT ON RAMP 244TH AVE SE,NO ERROR,36580.5083,8677,0,0,0,184676,198220,4993.420855,184676-198220,0-0
574,1,615,2,28422,2359,99,17.79,33000,Bothways,After Milepost 23.96 A: RIGHT ON RAMP W MARGINAL PL S,NO ERROR,53635.38232,6904,0,0,0,105861,109017,7869.348839,105861-109017,0-0
575,1,114,1,28471,3232,181,1.39,33000,Bothways,After Milepost 6.70 A: BOTHWAYS INTERSECTION S 228TH ST,NO ERROR,30415.23108,206904,2,0,0,123353,123856,1323.620118,123353-123856,0-0
576,1,557,1,28476,503,3,30.47,16000,Bothways,Before Milepost 30.51 A: BOTHWAYS INTERSECTION IMPERIAL WAY,NO ERROR,14284.32773,208595,2,0,0,108546,111466,9172.973905,108546-111466,0-0
577,1,487,1,28499,3214,169,14.18,22000,Bothways,After Milepost 14.17 A: BOTHWAYS INTERSECTION SE 231ST ST,NO ERROR,20757.54968,78683,2,0,0,124765,124500,592.9840294,124765-124500,0-0
578,1,471,1,28520,6128,018P101543,0.248,6000,North Bound,On P1 RAMP (SR 18 EB TO SE 231ST ST) After LEFT INTERSECTION SR 18 EB,NO ERROR,9938.076843,218945,0,0,0,184615,124758,1706.76552,184615-124758,0-0
579,1,352,1,28588,5008,900,3.59,19000,Bothways,Before Milepost 9.53 A: BOTHWAYS INTERSECTION STEVENS AVE SW,NO ERROR,15614.19403,67933,2,0,0,112769,112600,1528.323166,112769-112600,0-0
580,1,448,2,28624,2647,90,31.95,34000,Bothways,At Milepost 33.56 A: PTR LOCATION R039,NO ERROR,18653.40137,7208,0,0,0,115378,114124,9188.716464,115378-114124,0-0
581,1,118,1,28631,4336,516,5.96,30000,Bothways,"After Milepost 5.68 A: LEFT INTERSECTION N CENTRAL AVE,  LEFT INTERSECTION SMITH ST",NO ERROR,30295.8125,80232,2,0,0,126561,126559,725.8886081,126561-126559,0-0
582,1,117,1,28678,4458,516,5.63,25000,Bothways,After Milepost 5.35 A: LEFT INTERSECTION E SAAR ST,NO ERROR,17546.80746,80999,2,0,0,127190,127583,744.1464436,127190-127583,0-0
583,1,605,1,28690,2183,99,16.64,30000,Bothways,Before Milepost 20.30 A: RIGHT OFF RAMP SR 518,NO ERROR,19293.43048,70518,2,0,0,115568,115165,877.0458989,115568-115165,0-0
584,1,490,1,28714,3235,169,19.23,20000,Bothways,"After Milepost 19.22 A: RIGHT INTERSECTION SE JONES RD,  LEFT INTERSECTION 196TH AVE SE",NO ERROR,19614.91791,206521,2,0,0,116101,116816,1924.557831,116101-116816,0-0
585,1,454,2,28763,1521,90,33.4,31000,Bothways,After Milepost 35.00 A: LEFT OFF RAMP 468TH AVE SE,NO ERROR,16823.93658,7283,0,0,0,115821,119954,23945.93467,115821-119954,0-0
586,1,484,1,28780,3187,169,12.52,18000,Bothways,Before Milepost 12.53 A: RIGHT INTERSECTION SE 251ST ST,NO ERROR,22381.41418,82090,2,0,0,128610,127074,3377.627283,128610-127074,0-0
587,1,101,1,28793,4578,516,7.6,30000,Bothways,"Before Milepost 7.34 A: RIGHT INTERSECTION 104TH AVE SE,  LEFT INTERSECTION SR 515",NO ERROR,23168.91174,207055,2,0,0,128658,128652,996.2812628,128658-128652,0-0
588,1,105,1,28825,4337,516,8.99,33000,Bothways,Before Milepost 8.73 A: LEFT WYE CONNECTION 124TH AVE SE,NO ERROR,35207.04749,83531,2,0,0,130098,130451,1352.337091,130098-130451,0-0
589,1,111,1,28840,4593,516,12.34,27000,Bothways,Before Milepost 12.08 A: RIGHT WYE CONNECTION SE WAX RD,NO ERROR,25086.66211,84717,2,0,0,131558,131584,2061.029305,131558-131584,0-0
590,1,483,1,28841,4475,516,16.48,12000,Bothways,"Before Milepost 16.22 A: BOTHWAYS INTERSECTION SR 169,  END ROUTE",NO ERROR,12332.0694,84416,2,0,0,131095,185284,660.4069715,131095-185284,0-0
591,1,708,1,28891,2912,167,23.97,117000,Bothways,"After Milepost 22.64 A: RIGHT ON RAMP S 212TH ST,  LEFT OFF RAMP S 212TH ST",NO ERROR,120926.551,9144,0,195494,195724,119546,121652,6074.682386,119546-121652,195494-195724
592,1,708,1,28892,2912,167,23.97,117000,Bothways,"After Milepost 22.64 A: RIGHT ON RAMP S 212TH ST,  LEFT OFF RAMP S 212TH ST",NO ERROR,120926.551,7345,0,195715,195069,121845,119548,6397.789394,121845-119548,195715-195069
593,1,456,6,28902,2429,90,38.43,31000,Bothways,After Milepost 40.03 A: RIGHT ON RAMP GARCIA RD,NO ERROR,8146.178711,7434,0,0,0,119954,125738,45109.98819,119954-125738,0-0
594,1,464,1,28956,533,18,11.43,45000,Bothways,Before Milepost 10.91 A: LEFT ON RAMP SR 516,NO ERROR,63382.26318,8703,0,0,0,133686,131998,6759.489093,133686-131998,0-0
595,1,115,1,29055,3170,181,0.62,31000,Bothways,After Milepost 5.93 A: BOTHWAYS INTERSECTION JAMES ST,NO ERROR,24693.14319,206964,2,0,0,125815,125234,1175.192191,125815-125234,0-0
